195	大阪府	株式会社blissCreative	須田 亘輝	https://blisscreative.jp/works/	https://blisscreative.jp/contact			
196	大阪府	株式会社クオラボ	岡山 忠利	https://www.qurlab.co.jp/	http://www.qurlab.co.jp/contact/input_frm.html			
197	大阪府	musubi（ムスビ）| 大阪府豊中市のホームページ制作	森崎賢治	https://musubi-web.com/works/	https://musubi-web.com/#contact		×	業者様
198	大阪府	株式会社ジーニアスウェブ	小園 浩之	https://www.genius-web.co.jp/portfolio/	tel:06-6341-1005			
199	大阪府	株式会社taQos	伊藤哲弥	https://ta-qos.com/	https://ta-qos.com/#contactArea			
200	大阪府	Apsell株式会社	藤田侑也	https://apsell.jp/pages/work	https://apsell.jp/pages/contact		×	対応いたしかねます
201	大阪府	株式会社クイックリー	筒井 章	https://quickly.co.jp/result/	https://quickly.co.jp/contact/			
202	大阪府	バースデースーツ	中塚　剛	https://birthdaysuit.info/product_hp/	https://birthdaysuit.info/contact/			
203	大阪府	ストレンジブレイン株式会社	岡田　大誠	https://strange-brain.co.jp/works/	https://strange-brain.co.jp/news/free-feedback/			
204	大阪府	株式会社クレアネット	谷 美輝	https://clarenet.co.jp/works/	https://clarenet.co.jp/contact/		×	ご遠慮ください, 営業メール, 営業メールは
205	大阪府	株式会社キヨスル	松本 孝行	https://kiyosuru.co.jp/	https://kiyosuru.co.jp/contact-us/		×	営業目的
206	大阪府	株式会社アバウト	丸谷 寛之	https://www.ab-out.co.jp/works/index.html	https://www.ab-out.co.jp/index.html#section-contact			
207	大阪府	GrabAir	三原　輝記	https://grab-air.com/category/web/	https://grab-air.com/contact			
208	大阪府	アイガー株式会社	田中 尚樹	https://eiger-inc.co.jp/	https://eiger-inc.co.jp/contact			
209	大阪府	株式会社メガホン / Megafoon inc.	森 政敏	https://megafoon.co.jp/works/	https://megafoon.co.jp/contact/			
210	大阪府	株式会社ブンカ	道下 弘俊	https://e-bunka.biz/	https://contact.e-bunka.biz/recruit/			
211	大阪府	ジェイ・ライン株式会社	野上 尚繁	https://www.j-line.co.jp/	https://www.j-line.co.jp/contact/			
212	大阪府	RounDesign	武田慎也	https://roundesign2021.com/zisseki	https://roundesign2021.com/contact			
213	大阪府	株式会社PLAN-Bマーケティングパートナーズ	鳥居本 真徳	https://www.plan-b.co.jp/	https://www.plan-b.co.jp/contact/		×	お断りいたします, 対応いたしかねます, セールスは
214	大阪府	株式会社プランユーケー	川崎 吾郎	http://www.planuk.gr.jp/	https://www.planuk.gr.jp/informaker/			
215	大阪府	株式会社ウエンズ	脇 孝繁	https://wednes-web.com/case/	https://wednes-web.com/contact/		×	営業活動
216	大阪府	株式会社FEAT.	山岡 滉太郎	https://feat-co.ltd/feat_web/	https://feat-co.ltd/contact/			
217	大阪府	イノベートスコープ株式会社	新本 翔一朗	http://innovate-scope.com/	https://innovate-scope.com/#contact			
218	大阪府	EC-Consulting Japan株式会社	松下 直人	http://ec-consultingjapan.co.jp/	tel:06-7777-5969			
219	大阪府	株式会社NORM	水野 なつみ	https://norm.co.jp/works/	https://norm.co.jp/contact/			
220	大阪府	株式会社NPCコーポレーション	西井 幾雄	https://www.naniwa.com/web/	https://www.naniwa.com/contact/			
221	大阪府	株式会社ユニオンネット（UNIONNET Inc.）	丸山 享伸	https://www.unionnet.jp/works	https://www.unionnet.jp/contact/			
222	大阪府	合同会社Uzu	吉成 直樹	https://uzuinc.jp/works	https://uzuinc.jp/contact			
223	大阪府	株式会社bon	小川 力也	https://boninc.co.jp/work/	https://boninc.co.jp/contact/		×	ご遠慮ください
224	大阪府	株式会社NOVEL（ノーベル）	青戸勇貴・裵東儁	https://novel-group.co.jp/	https://novel-group.co.jp/contact/			
225	大阪府	メイクイットプロジェクト	白波瀬 博文	https://makeit-p.com/works/	https://makeit-p.com/contact/			
226	大阪府	株式会社ジェイオンライン	峯 修一	https://j-online.ne.jp/works/	https://j-online.ne.jp/contact/			
227	大阪府	カイエ株式会社	多々良 直治	https://cahier.design/	https://cahier.design/contact/			
228	大阪府	株式会社イズイズ	中島 丈裕	https://isis1999.com/work.php	https://isis1999.com/contact.php		×	営業目的
229	大阪府	株式会社AD5	片岡高志	https://ad5.jp/development	https://ad5.jp/products/l-contact			
230	大阪府	株式会社WINQER		https://winqer.biz/	https://winqer.biz/contact/		×	営業代行
231	大阪府	株式会社オールウィン	阿山 清貴	http://www.allwin-inc.com/	https://www.allwin-inc.com/contact			
232	大阪府	株式会社ZIPANGUworks	谷井 大地	https://www.zipanguworks.com/works/	https://www.zipanguworks.com/contact/			
233	大阪府	ブレーメン株式会社	吹上開人	https://bre-men.jp/works/	https://bre-men.jp/contact/			
234	大阪府	mackarel株式会社	服部生実	https://mackarel.jp/	https://mackarel.jp/#contact			
235	大阪府	株式会社gini	倉 将槙	https://gini.co.jp/	https://gini.co.jp/contact			
