company_name,url,contact_url,evidence,source_url,fetch
リミット通販株式会社,https://www.limit-tsuhan.com/lifin/,https://www.limit-tsuhan.com/lifin/contact.html,“その一着が、ご遺族に届ける最初の安心になる”をテーマに、信頼感を伝えるオリジナルユニフォームや猛暑対策ウエア等、快適さと品格を両立した商品をご提案。暑さ対策は働く人だけでなく、ご遺族への安心にもつながる時代へ。ぜひ試着してご体感ください。 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=9,ok
リンテアライン株式会社,https://rintealign.com/,https://rintealign.com/contact/,お葬式は自分で決める時代へ 約9割の人が、お葬式を亡くなる直前・直後に決めています。限られた時間の中での判断は、ご本人にもご家族にも大きな負担です。「そなえるお葬式」は、自分らしいお葬式を事前に決めて契約できる新しい仕組み。安心を届ける活動を一緒に広めませんか？ 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=127,ok
リンベル株式会社,https://www.ringbell.co.jp/,https://www.ringbell.co.jp/ringbell/index.php/module/Toiawase/action/Toiawase/,新登場カタログギフト「はるか」のご提案。 カタログギフトのWEB版（ｅ-gift）で葬儀社様専用サイトを制作できます。制作したサイトでは、事前相談などのイベント情報やお得な特典情報などPRする広告ツールとして活用が可能です。 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=32,ok
一般社団法人PRAY for (ONE),https://prayforone.jp/,https://prayforone.jp/info,PRAY for (ONE) は、日常にある「小さな祈り」を 大切にするために、生まれたプロジェクトです。 みんなが、毎日少しずつ、誰かのために祈ったら、,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=74,ok
一般社団法人シニア住活協議会,https://seniorjk.com/,https://seniorjk.com/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/,シニア向け相談窓口及びそのプラットフォーマー 出展製品情報 不動産ソリューション,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=130,ok
一般社団法人日本動物葬儀霊園協会,https://ndsrk.org/,https://ndsrk.org/toiawase/,動物葬祭ディレクター検定試験のご案内 動物葬祭概論第４版②販売およびご案内 ペット葬祭のご案内,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=116,ok
三和物産株式会社,https://www.sanwa-bussan.co.jp/lastbed/,https://www.sanwa-bussan.co.jp/lastbed/contact/,人が最も深い絆を感じる「至近距離」のお別れを設計した「ラストベッド」を出展。「のぞき込むお別れ」を「触れ合い語り合う体験」へと変え、価格だけで比較されない強力な差別化を叶えます。ブースでは単価下落を食い止め、指名され続ける「安置の収益化とプラン単価向上モデル」を公開。 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=84,ok
伊坪ビジネス株式会社,https://www.azure.jp/,https://www.azure.jp/contact-us/,マルチ認証による受付無人化とExcel香典帳の即時生成。 地域特有の風習（北海道の領収書、北関東の新生活等）に標準対応。 喪家専用『悠WEB』による囲い込み戦略も提案。,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=63,ok
合同会社みんなのつえ,https://ohaka-tsue.com/,https://ohaka-tsue.com/contact/,劣化しにくい納骨袋 素焼き陶器 こつつぼを紹介 ＊製品は人が最後にまとう”衣装”をコンセプトとしています ＊北陸の工芸品 技術を応用し備品の製作をします,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=141,ok
大栄株式会社,https://www.butsui.com/,https://www.butsui.com/inquiry,待望の仏衣新作の発表、大栄仏衣83着の中からご遺族の満足度の高い仏衣や葬儀社様から「案内しやすい」と評判の仏衣の展示。更に、2年前に女性向けを発売し好評をいただいた仏衣の男性向けをご覧いただけます。そして目玉は、仏衣＋αの商品。ご満足いただけるご提案を用意してお待ちしています。 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=14,ok
大額株式会社,https://daigakuframe.co.jp/,https://daigakuframe.co.jp/contact,遺影額をはじめとした額縁関連商品、メモリアル商品の製造・販売 出展製品情報 付帯サービス,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=45,ok
有限会社アルゴダンザ・ジャパン,https://www.algordanza.co.jp/,https://www.algordanza.co.jp/contact.html,遺骨ダイヤ業界のリーディングカンパニーとして生前契約をリリースしました。 昨今注目される「グリーフケア」と「墓じまい」の両立を実現する新しい供養のカタチとしての遺骨ダイヤモンドの実物も展示します。 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=37,ok
有限会社インターリンクジャパン,https://www.youtube.com/watch?v=W6XdNA64IdQ&feature=youtu.be,https://www.youtube.com/t/contact_us/,水切りの作業を簡単に大幅時短できる機械「タスカッター」の現品展示を行い、実際に作業してもらう事でその作業効率の圧倒的な凄さを実感して頂きます。 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=65,ok
有限会社エスケー,https://www.sk9.jp/,https://www.sk9.jp/contact.html,骨壷・葬祭用品を中心に、国内外の製造体制と物流網を活かした安定供給と品質に強みを持つ企業です。定番から多様化するニーズに応える製品まで幅広く展開し、全国の葬祭業界へ価値ある商品提案を行っています。ぜひ会場でご覧ください。 出展製品情報 瀬戸焼骨壷 鳳凰,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=21,ok
有限会社エムシー企画ノア,https://www.mc-noa.com/,https://www.mc-noa.com/contact-3,遺影は内製化可能です！もしもの時は「爆速遺影」で最短10分で作成します。現在「爆速遺影」1ヶ月無料体験を受付中。さらに体験申込の先着10社様（予定）には【75型スマートモニター】を無料プレゼント！設備投資ゼロで次世代の葬儀を実現します。 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=100,ok
有限会社ワイ・イー・ワイ,https://raimo.ai/,https://raimo.ai/platform.html,AIリスキリングによる葬儀社の底上げDX化教育ツール及び半永久的に残るネット墓誌で遺族や寺院の供養サポート 出展製品情報 ライモ・ラーニングAIリスキリング,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=122,ok
有限会社和光造花製作所,http://www.wakouzouka.co.jp/,http://www.wakouzouka.co.jp/#information,弊社のアートフラワーは生花と組合わせても見分けのつかないレベルです。アートフラワーは、低予算での豪華な葬儀演出が出来、施主様の満足感を高める商品です。軽量の為、スタッフの方が短時間で設置が出来ます。 出展製品情報 ハイブリッドフラワー祭壇,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=97,ok
未来アグリス株式会社,http://www.hk-int.jp/,http://www.hk-int.jp/contact/,・ＬＥＤライトを使用したプリザーブドフラワーアレンジ ・プリザーブドフラワー＆ドライフラワーを使用したコルクグラスアレンジ 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=77,ok
株式会社 マコセエージェンシー,https://macose.jp/,https://www.macose.jp/information/,社葬・お別れの会を企画からデザイン、施行までワンストップでサポートいたします。 サイン、映像、パネルなど大型葬アイテムを通じ、皆様が思い出を語り合える心に残る空間をご提案。隣接するサブブースでは「ラストレター」を展示。 ぜひ多彩な制作事例をご覧ください。,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=109,ok
株式会社GOODREI,https://goodrei.tokyo/,https://goodrei.tokyo/category/news/publication-information/,新サービス「デジ・タクセル」を中心に出展。スマホ・PC・各種アカウントなどのデジタル資産を生前に整理・委託できる仕組みを提供します。遺族の負担を減らす事前対策として、葬儀社・士業・ケアマネとの連携にも対応。既存のデジタル遺品整理サービスも併せてご紹介。 出展製品情報 デジ・タクセル,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=129,ok
株式会社HDフラワーホールディングス,https://www.hd-flower.co.jp/,https://www.hd-flower.co.jp/contact/,人手不足と単価下落の課題をＨＤフラワーホールディングスグループが解決。ディーマーケットの開花商材や染め花材が、現場の仕込み作業と在庫ロスを軽減。また、葬儀後の追客をマネージメントできるアフターサポートの導入で最適な営業アプローチで機会損失を防ぎ、葬儀後のＬＴＶを最大化。 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=8,ok
株式会社MIROKU,https://mirokufc.co.jp/,,当社は、日本初のペット用アクアメーション装置を開発、提供している企業です。 今回初出展になりますが、アクアメーション装置の実物を展示いたします！ アクアメーション装置の導入に向けてお話を聞かれたい方、とりあえずどんなものか聞いてみたい方、様々な方のご来場お待ちしております。,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=76,ok
株式会社NEXYZ.,https://www.nexyz.jp/,https://www.nexyz.jp/contact/general/,ネクシーズZEROは、初期投資0円で最新の業務用設備の導入ができるサービスです。月額固定のサービス料には、工事費や古い設備の撤去費用もすべて含まれているため、導入時の初期費用が一切かかりません。古い設備の入れ替えはもちろん、出店費用を抑えたい方にも最適なサービスになっています。 出展製品情報 ネクシーズZERO,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=71,ok
株式会社SHF,https://esosai.com/,https://esosai.com/contact/,SHFは、葬儀業界に特化したシステム・サービス・商材を通じて、業務全体を支援しています。業務システムから印刷・販促商材、今後のAI活用まで、葬儀業界のこれからを見据えた総合提案をご紹介します。 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=89,ok
株式会社Seconds On,https://www.form-mate.jp/,https://www.form-mate.jp/,撮って送れば、書類作成まで完了。手書きの発注書などをスマホで撮るだけで、AIがデータ化し、必要な書類を自動で完成。入力・確認の手間をゼロにし、現場から直帰できる働き方を実現します。本展示では驚きの精度と作成スピードを実演中。「事務作業が消える体験」をお試しください！ 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=51,ok
株式会社Senior&Co.,https://shunnei.info/,,遺影作成ＡＩ「瞬影」の実機デモを展示します。これまで外注していた遺影作成を、手持ちのＰＣ１台で簡単に内製化。最短３分で誰でもプロ級の仕上がりが実現します。さらに「生前遺影の無料プレゼント」をフックにした、新規会員獲得や強力な集客スキームも大公開。１ヶ月無料体験も受付中です！ 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=132,ok
株式会社Serendipity-Works,https://iroatique.jp/,https://iroatique.jp/,Iroatique … 大切な人のお遺骨からつくる宝石 - リヴナイト Sol＆Hug … 大切なペットのお遺骨や毛からつくる宝石 - リヴナイト 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=62,ok
株式会社WeBridge,https://webridge.co.jp/,https://webridge.co.jp/service-contact/,Googleマップを活用したMEO対策で、葬儀社様の集客力向上をサポートします。口コミ対策やGoogleビジネスプロフィールの最適化、投稿運用まで一括対応し、地域検索での上位表示を目指します。ブースでは無料診断も実施中ですので、ぜひお気軽にお立ち寄りください。 出展製品情報 まるっとお任せ！Google集客「MEO GENUS」,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=24,ok
株式会社coco,https://thecoco.jp/,,葬儀業界向けDXツール「coco」を出展します。LINEを活用し、手薄になりがちな葬儀後のアフターフォロー（1周忌や初盆のご案内等）を自動化。アフター受注増と業務効率化を同時に実現します。ブースでは、新機能「訃報機能」やCRM連携を含めた実際のデモ画面をご体験いただけます。 出展製品情報 coco,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=136,ok
株式会社dcWORKS,https://www.dcworks.jp/,https://www.dcworks.jp/contact.html,・スマホアプリ「ＭＯＳＨＵ．」の特徴機能についてのご説明 ※ビジネスモデル特願：２０２５－２５３３４１ ・スマホを使ったデモンストレーション,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=42,ok
株式会社i memorial,https://buddha-concept.com/collections/grave,https://buddha-concept.com/pages/contact,室内用自宅墓「わがやのおはか」を中心に、自宅供養・ペット供養の新しいカタチをご提案。 多様化する遺族のニーズに応える商材として、パンフレット設置店・取扱店を広く募集いたします。 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=160,ok
株式会社inoriation,https://inoriation.co.jp/,https://inoriation.co.jp/contact/index.html,葬儀式場向け壁付けLEDビジョンの導入提案を中心に、映像演出・社葬対応まで一貫してご提案。新製品の折り畳み式LEDも実演展示し、用途に応じた最適な導入方法をご紹介。会場では実機体験と導入相談・即契約にも対応いたします。 出展製品情報 葬儀式場向け壁付けLEDビジョン導入,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=2,ok
株式会社itowa,https://itowa71.com/,,立場・関係性に応じた訃報文面をAIが自動生成し、遺族の連絡負担を軽減。弔意者への展開を広げるメモリアルページで弔意拡大を実現し、デジタル記帳・供花・返礼品まで業務DXを一気通貫で提供するメモリーノートを展示します。ブースでは機能全ての体験が可能です。 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=5,ok
株式会社mijika,https://mijika-sol.jp/,https://mijika-sol.jp/contact_select/,mijikaBIZとローンチ予定のシステムを実演。 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=18,ok
株式会社いつでもコール24,https://call-24.jp/,https://call-24.jp/script/mailform/contact/,葬儀社・エンディング業界向けに、24時間365日対応の電話受付代行を提供。人手不足や労務負担の解消に貢献します。 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=95,ok
株式会社いなば園,https://www.inabaen.co.jp/,,私たちいなば園は、メモリアルギフトを中心として、日本茶、焼海苔、菓子などの製造販 売を行なっている企業です。静岡、神奈川、埼玉の自社工場で仕上げたお茶と海苔、スイー ツを東京日本橋本社を中心として全国に販売しております。,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=111,ok
株式会社えいむ,https://www.menu-aim.co.jp/,https://www.menu-aim.co.jp/contact.php,アメニティー備品/合皮製ブラックシリーズ ポリカ/割れにくいタンブラーシリーズ 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=112,ok
株式会社こころメモリー,https://cocolo-memory.com/,https://cocolo-memory.com/inquiry/,故人様のお名前を使用した「言の葉ポエム」のご紹介。ポエムは手元供養品や演出としてご使用いただけます。他にも盛籠等に使える最長7年保存可能な「防災備蓄食品」、棺の中に敷く「儀典だたみ」や、棺本体にいぐさを使った「いぐさの棺」など。 出展製品情報 言の葉ポエム,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=114,ok
株式会社こもりコーポレーション,https://www.komori-corp.co.jp/,https://www.komori-corp.co.jp/contact/,線香・ローソク・位牌・葬儀消耗品全般 出展製品情報 ネオアイスパック,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=44,ok
株式会社そうそう,https://sousou-official.com/,https://sousou-official.com/contact/,【エンディングプラットフォームSouSou】会員の居住地や終活意向を活かし、貴社の商圏でサービスを求める顧客との接点をピンポイントに提供します。 【メモリアルムービー】生成AIを葬儀に活用。参列者の心に響く演出をお手伝いします。 その他関連サービスを多数紹介。,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=6,ok
株式会社アルバTOWA,https://www.towauniform.com/,https://www.towauniform.com/outlet/,葬祭スタッフ様専用 男女オリジナル制服 ジャケット・パンツ・ベスト・スカート各種。 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=28,ok
株式会社アルファ・ネット コンサルティング&デザイン,https://ang.co.jp/,https://ang.co.jp/contact/,弊社の設計事例の案内。今後の指針等。 出展製品情報 設計事例の案内,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=54,ok
株式会社アンシア,https://www.ansia.co.jp/,https://www.ansia.co.jp/contact/,当日返礼品「ココロチョイス」、いわゆる選べるカタログ。経済的メリットを感じやすい価格をご準備しております。 また常時使用できる販促品をご紹介します。葬儀社様の顧客の囲い込み、満足度アップに貢献します。 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=60,ok
株式会社インタージャンク,https://inter-junc.com/,https://inter-junc.com/contact/,新築から改装まで、全国の葬祭会館の事例の紹介 最新のデザイントレンドから昨今の建設費の高騰の影響など、施設設計に関するご相談を承ります。 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=50,ok
株式会社インターリンク,https://www.interlink.jp/,https://www.interlink.jp/php/inquiry.php,激化するネット葬儀受注を勝ち抜く【ＨＰ制作】を支援します。単価下落をカバーする施行数アップには、ネットの戦略的活用が必須です。人手不足対策に好評の＜供花クレジットカード決済＞最新＜Ａｉ検索＞対応も万全。採用実績最多を誇る、葬儀業界専門のホームページ制作会社です。 出展製品情報 ホームページ制作・ネット供花受注クレジットカード決済システム提供・Ａｉ検索対策,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=52,ok
株式会社エスビー・イトー,http://www.sbito.com/,http://www.sbito.com/contact/,骨壺・花瓶等、主に陶器製品を展示しております。 葬儀の形が目まぐるしく変わる昨今、エンドユーザーにはまだまだこんなに綺麗な骨壺があることを知られておりません。 カタログだけでは伝わらない部分もございますので、ぜひ実物を手に取って商品の良さを知っていただきたいと思います。,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=67,ok
株式会社エス・エム・エス,https://ansinsougi.jp/,https://ansinsougi.jp/,■葬儀社様の集客支援サービス「安心葬儀」 全国の葬儀社様と葬儀希望者を繋ぐマッチングサイトです。 新規顧客の獲得をはじめ、集客を拡大させたい葬儀社様を全面的に支援いたします！,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=104,ok
株式会社エンディング総研,https://kandou-osousiki.com/,https://kandou-osousiki.com/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/,マーケティングをトータルでサポート。ホームページ・チラシ・パンフレット制作からSNS動画制作まで、葬祭事業者様の集客・ブランディングに直結する実績をご紹介します。実際の制作物を多数展示しておりますので、ぜひご覧ください。 出展製品情報 ＡＩＯ対策に強いホームページ制作,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=80,ok
株式会社オーシャン,https://www.ocean.jpn.com/,https://www.ocean.jpn.com/contact/,株式会社オーシャンでは、独り身の高齢者に対する身元保証・死後事務サービスを通じて、地域から葬儀を受注する仕組み作りをご提案しています。さらに、葬儀後のアフターサポートにおいて、相続手続き・相続税申告・不動産売却へとつなげることで、継続的な収益化を実現するアプローチをご紹介します。 出展製品情報 死後事務委任契約を切り口に医療・介護・行政と連携して、地域の新規,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=98,ok
株式会社オートウィル,http://autowill.info/index.html,http://autowill.info/contact/index.html,霊柩車、搬送車の売れ筋車両のパネル展示、格安中古霊柩車のご紹介 霊柩車に関するご相談はぜひお立ち寄りください 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=53,ok
株式会社オートウェーブ湘南,https://www.aw-shonan.com/,https://www.aw-shonan.com/contact.php,軽寝台車は、小回りの良さと低コストを両立した新しい搬送手段。 外注に頼らず自社で搬送できるため、経費削減と迅速対応を実現します。 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=31,ok
株式会社カワキタ,https://www.kawakita-jp.com/,,オリジナル霊柩車を実車展示いたします。 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=110,ok
株式会社カンリー,https://jp.can-ly.com/,https://jp.can-ly.com/contact/,「店舗経営を支える、世界的なインフラを創る」をミッションとして掲げ、現在は主にマーケティング（集客）・HR（採用、福利厚生）領域でのSaaSを提供している会社です。 店舗・施設経営にまつわるあらゆる領域の意思決定を円滑にしていく統合プラットフォームを目指しています。 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=69,ok
株式会社グローバル・ヒューマン・ボンド,https://sousai-sys.glhb.jp/,https://sousai-sys.glhb.jp/inquiry/,現場経験から生まれた葬祭業システム「葬祭ボンド」を出展。見積から施行管理、アフターフォローまで一気通貫でサポートします。最大の特徴は、既存システムや外部ツールとの柔軟な連携。自社の運用に合わせて最適化できる「構築型」の強みを、ブース内実演にてぜひご体感ください。 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=131,ok
