company_name,url,address,phone,contact_url,区分,検出ワード,source_url,source_card,segment,profile_url,company_confirmed,fetch,affinity_confirmed,affinity_evidence
株式会社エスケイビューティーサプライ,https://www.sk-beauty-supply.com/,,,https://www.sk-beauty-supply.com/contact,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 エスケイビューティーサプライ 〒331-0821 埼玉県さいたま市北区別所町63-7 WEBサイトを見る TEL: 048-663-5642,beauty_dealer,https://www.sk-beauty-supply.com/company,yes,ok,yes,経営+セミナー+サポート
株式会社オークボ,https://www.ohkubo.net/,,,https://www.ohkubo.net/contact/,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 オークボ 〒543-0002 大阪府大阪市天王寺区上汐3-6-5 WEBサイトを見る TEL: 06-6772-2932,beauty_dealer,https://www.ohkubo.net/,yes,ok,yes,経営+集客+販促+教育+セミナー
株式会社カトレア,https://cattleya-group.com/,,,https://cattleya-group.com/contact/,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 カトレア 〒734-0022 広島県広島市南区東雲3-7-36 WEBサイトを見る TEL: 082-281-3676,beauty_dealer,https://cattleya-group.com/about/,yes,ok,no,affinity_evidence_short
株式会社ガモウ,https://www.gamo.co.jp/,,,https://gamo.co.jp/contacts/,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 ガモウ 〒107-0062 東京都港区南青山2-27-25 ヒューリック南青山ビル2F WEBサイトを見る TEL: 03-5414-6581,beauty_dealer,https://www.gamo.co.jp/about/,yes,ok,yes,開業+教育+セミナー+サポート
株式会社ガモウウェスト,http://gamo024.com/,,,,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 ガモウウェスト 〒700-0862 岡山県岡山市北区清輝本町8-13 WEBサイトを見る TEL: 086-225-0575,beauty_dealer,,no,ConnectionError,no,official_unreachable
株式会社ガモウ北海道,https://gamo-hokkaido.jp/,,,https://gamo-hokkaido.jp/contact,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 ガモウ北海道 〒060-0002 札幌市中央区北二条西14丁目3-30 WEBサイトを見る TEL: 011-208-2500,beauty_dealer,https://gamo-hokkaido.jp/company,yes,ok,no,affinity_evidence_short
株式会社ガモウ広島,https://gamo-w.jp/,,,https://gamo-w.jp/news/,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社ガモウ広島 〒736-0085 広島県広島市安芸区矢野西5-13-24 WEBサイトを見る TEL: 082-888-1188,beauty_dealer,https://gamo-w.jp/profile/,yes,ok,yes,経営+開業+教育+セミナー+サポート
株式会社ガモウ関西,https://gamo-kansai.jp/,,,https://gamo-kansai.jp/cp/inq/,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 ガモウ関西 〒604-8223　京都府京都市中京区新町通四条上ル小結棚町428 新町アイエスビル5F・3F WEBサイトを見る TEL: 075-221-4152,beauty_dealer,https://gamo-kansai.jp/aboutus/,yes,ok,yes,経営+セミナー+サポート
株式会社コスモアークコーポレーション,http://cosmoarc.com/,,,http://cosmoarc.com/contact/,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 コスモアークコーポレーション 〒578-0965 大阪府東大阪市本庄西1-6-33 WEBサイトを見る TEL: 06-6746-1551,beauty_dealer,http://cosmoarc.com/company/,yes,ok,yes,経営+開業+教育+セミナー+講習
株式会社コマツ商会,http://comatsu.jp/,,,http://comatsu.jp/contact/,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 コマツ商会 〒514-0835 三重県津市幸町7-3 WEBサイトを見る TEL: 059-224-0550,beauty_dealer,http://comatsu.jp/company/,yes,ok,yes,経営+開業+教育+セミナー+講習
株式会社サンビ,http://www.sanbi-web.com/,,,http://www.sanbi-web.com/contact.html,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 サンビ 〒411-0906 静岡県駿東郡清水町八幡223-6 WEBサイトを見る TEL: 055-971-4707,beauty_dealer,http://www.sanbi-web.com/,no,ok,yes,経営+セミナー+サポート+コンサル
株式会社センビホールディングス,http://www.senbi-beauty.com/,,,http://www.senbi-beauty.com/contact/,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 センビホールディングス 〒321-0158 栃木県宇都宮市西川田本町2-10-51 WEBサイトを見る TEL: 028-666-0077,beauty_dealer,http://www.senbi-beauty.com/about-us/,yes,ok,yes,経営+開業+集客+教育+セミナー
株式会社タガミ・サンビューティー,https://tagami-sunbeauty.co.jp/,,,https://tagami-sunbeauty.co.jp/contact,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 タガミ・サンビューティー 〒151-0053 東京都渋谷区代々木1-57-6 ドルミ第2ビル502号室 WEBサイトを見る TEL: 03-5354-8873,beauty_dealer,https://tagami-sunbeauty.co.jp/company/,yes,ok,yes,経営+集客+教育+セミナー+講習
株式会社タチカワ,https://www.jbl-tachikawa.co.jp/,,,https://www.jbl-tachikawa.co.jp/contact/,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 タチカワ 〒950-0813 新潟県新潟市東区大形本町6-8-14 WEBサイトを見る TEL: 025-275-6666,beauty_dealer,https://www.jbl-tachikawa.co.jp/company/,yes,ok,yes,経営+開業+集客+販促+教育
株式会社ダリア,https://dalia.co.jp/,,,https://dalia.co.jp/pages/contact,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 ダリア 〒812-0016 福岡県福岡市博多区博多駅南4-3-25 WEBサイトを見る TEL: 092-472-3035,beauty_dealer,https://dalia.co.jp/pages/policy,yes,ok,no,affinity_evidence_short
株式会社パシオンハマダ,https://www.pasionhamada.com/,,,https://www.pasionhamada.com/contact/,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 パシオンハマダ 〒790-0041 愛媛県松山市保免上1-11-26 WEBサイトを見る TEL: 089-943-5615,beauty_dealer,https://www.pasionhamada.com/corporate/,yes,ok,yes,経営+集客+販促+教育+セミナー
株式会社フジシン,https://fujishin.co.jp/,,,https://fujishin.co.jp/form/,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 フジシン 〒162-0065 東京都新宿区住吉町8-12 WEBサイトを見る TEL: 03-3357-4141,beauty_dealer,https://fujishin.co.jp/about/,yes,ok,yes,経営+集客+セミナー+サポート+コンサル
株式会社マイディア,https://www.mydear.co.jp/,,,https://www.mydear.co.jp/form/mydear/contact,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社マイディア 〒336-0923 埼玉県さいたま市緑区大間木830-1 WEBサイトを見る TEL: 048-875-5501,beauty_dealer,https://www.mydear.co.jp/company,yes,ok,no,affinity_evidence_short
株式会社モリタ,https://b-morita.com/,,,https://b-morita.com/information/,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 モリタ 〒939-0306 富山県射水市手崎472 WEBサイトを見る TEL: 0766-55-1515,beauty_dealer,https://b-morita.com/company/message.html,yes,ok,yes,経営+開業+集客+販促+教育
株式会社リーディアル,https://ledeal.co.jp/,,,https://ledeal.co.jp/inquiry/,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 リーディアル 〒532-0011 大阪府大阪市淀川区西中島5-11-9 新大阪中里ビル9F WEBサイトを見る TEL: 06-6195-9929,beauty_dealer,https://ledeal.co.jp/about/,yes,ok,yes,経営+開業+集客+セミナー+講習
株式会社レボ,https://www.e-revo.co.jp/,,,,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 レボ 〒190-0023 東京都立川市柴崎町2-11-20 WEBサイトを見る TEL: 042-526-3350,beauty_dealer,https://www.e-revo.co.jp/,yes,ok,yes,開業+集客+教育+サポート
株式会社ヴァン,https://vent.co.jp/,,,,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社ヴァン 〒254-0014 神奈川県平塚市四之宮1-7-4 WEBサイトを見る TEL: 0463-33-7111,beauty_dealer,,no,SSLError,no,official_unreachable
株式会社光美容化学,http://www.hikari-b.co.jp/,,,http://www.hikari-b.co.jp/contact/,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 光美容化学 〒036-8001 青森県弘前市代官町21 WEBサイトを見る TEL: 0172-36-1234,beauty_dealer,http://www.hikari-b.co.jp/company/,yes,ok,yes,経営+集客+販促+セミナー+サポート
株式会社彦田,https://www.hikota.com/,,,https://www.hikota.com/contact/,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 彦田 〒920-0902 石川県金沢市尾張町1-4-12 WEBサイトを見る TEL: 076-264-3221,beauty_dealer,https://www.hikota.com/aboutus/,yes,ok,yes,経営+集客+セミナー+サポート
株式会社早川美容商事,https://hayakawa-cosme.com/,,,https://hayakawa-cosme.com/contact/,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社早川美容商事 〒380-0917　長野県長野市稲葉南俣2487-2 WEBサイトを見る TEL: 026-227-1800,beauty_dealer,https://hayakawa-cosme.com/about/,yes,ok,yes,経営+開業+セミナー+サポート
株式会社東和,https://www.towa22.co.jp/,,,https://www.towa22.co.jp/contact/,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 東和 〒134-0091 東京都江戸川区船堀3-9-4 WEBサイトを見る TEL: 03-3687-7893,beauty_dealer,https://www.towa22.co.jp/company/,yes,ok,yes,経営+開業+集客+販促+教育
株式会社瀬戸商会,https://www.seto-beauty.co.jp/,,,,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 瀬戸商会 〒963-0107 福島県郡山市安積3-12 WEBサイトを見る TEL: 024-937-1233,beauty_dealer,,no,ConnectionError,no,official_unreachable
株式会社菊地,https://www.kikuchi-produce.co.jp/,,,https://www.kikuchi-produce.co.jp/contact/,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 菊地 〒062-0003 北海道札幌市豊平区美園三条8-4-17 WEBサイトを見る TEL: 011-811-0981,beauty_dealer,https://www.kikuchi-produce.co.jp/office/,yes,ok,yes,経営+開業+集客+販促+教育
株式会社谷商会,https://www.kobe-tani.com/,,,https://www.kobe-tani.com/contact/,A｜美容室・サロン向け経営・販促支援,美容室・サロン顧客＋経営・教育・販促支援,https://www.jhcma.or.jp/list/,株式会社 谷商会 〒650-0024　兵庫県神戸市中央区海岸通2-1-2　共栄ビルディング701号室 WEBサイトを見る TEL: 078-391-3211,beauty_dealer,https://www.kobe-tani.com/company/,yes,ok,yes,経営+セミナー+サポート
株式会社FPネクスト,https://fpnext.co.jp/,,,https://fpnext.co.jp/profile/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/,A｜医院・クリニック開業・経営支援,医院・クリニック顧客＋開業・経営・運営支援,https://official-jpca.jp/member/,会員No. 1019 三宅　大輔 株式会社　FPネクスト 代表取締役 生命保険・損害保険代理店業、コンサルティング業、セミナー講師業等 弊社は「人生の新しいドアを開こう」をモットーにお客様の「人生設計のお手伝い」をしております。人生設計とは、ご自身とご家族の夢ややりがい（ライフデザイン）と、お金のルール（マネープラン）と、万が一の備え（リスクマネジメント）をしっかりと計画する事です。そのために必要な情報や金融商品を提供しております。 公式サイト,clinic_opening,https://fpnext.co.jp/about/,yes,ok,no,affinity_evidence_short
株式会社TRUST,https://trust-doctor.co.jp/,,,https://trust-doctor.co.jp/contact.html,A｜医院・クリニック開業・経営支援,医院・クリニック顧客＋開業・経営・運営支援,https://official-jpca.jp/member/,会員No. 1002 木下　賀友 株式会社TRUST 代表取締役 医院経営・開業支援・医業承継コンサルティング 開業後の医院経営に視点をおき、医師の皆様を最善の開業計画に導きます。豊富な経験とエビデンスを駆使し、医院開業に関わる各分野のプロフェッショナルとタッグを組みながら、開業場所の選定から医院の開業まで、全面的にサポートいたします。また、開業後の医院経営や医業承継にも精通しておりますので是非ご相談のほどお願いします。 公式サイト,clinic_opening,https://trust-doctor.co.jp/about.html,yes,ok,yes,開業+経営+マーケティング+承継+コンサル
株式会社ウイングワン,https://wing-one.jp/,,,https://wing-one.jp/contact/,A｜医院・クリニック開業・経営支援,医院・クリニック顧客＋開業・経営・運営支援,https://official-jpca.jp/member/,"会員No. 1604 若狹　正樹 株式会社ウイングワン 代表取締役 美容医療コンサルタント 株式会社ウイングワンは、美容医療・自由診療 専門の医療コンサルタントです。

自費医療業界25年の経験と知識を活かし、美容外科・美容皮膚科、ＡＧＡやＥＤ、自費婦人科や美容内科など自由診療クリニックの開業支援、譲渡承継(Ｍ＆Ａ)、閉院廃止(移転)サポート、または新規自費メニュー導入などお手伝いをさせて頂いております。 公式サイト",clinic_opening,https://wing-one.jp/,no,ok,yes,開業+経営+承継+運営+コンサル
株式会社ウエダ,https://ueda-inc.co.jp/,,,https://ueda-inc.co.jp/contact/,A｜医院・クリニック開業・経営支援,医院・クリニック顧客＋開業・経営・運営支援,https://official-jpca.jp/member/,"会員No. 1514 春原　健 株式会社ウエダ 営業部 課長 設計・施工・管理 信頼と実績・創造と進化
歯科医院造り一筋　ウエダです。 公式サイト",clinic_opening,https://ueda-inc.co.jp/company/,yes,ok,no,affinity_evidence_short
株式会社グロウス,https://growth-inc.jp/,,,https://growth-inc.jp/contact,A｜医院・クリニック開業・経営支援,医院・クリニック顧客＋開業・経営・運営支援,https://official-jpca.jp/member/,会員No. 1505 井上　健一 株式会社グロウス 代表取締役 医療コンサルタント・医療機器販売 勤務しながら開業準備をするドクターの外部事務長的にワンストップにて新規開業をコンサルタント・サポートいたします。 公式サイト,clinic_opening,https://growth-inc.jp/,no,ok,yes,開業+経営+集患+マーケティング+承継
株式会社シンフォニカル,https://www.symfonical.co.jp/,,,https://www.symfonical.co.jp/contact/,A｜医院・クリニック開業・経営支援,医院・クリニック顧客＋開業・経営・運営支援,https://official-jpca.jp/member/,会員No. 2501 遠藤　祐輔 株式会社シンフォニカル 東日本CX医療部東日本CXコンサル課 課長 出版、広告、WEBコンサルティング等 医院ブランディングを確立するためのWebサイト/Web広告/動画/ロゴ/パンフレットなどを制作や運用、コンサルティングいたします。 公式サイト,clinic_opening,https://www.symfonical.co.jp/about/,yes,ok,yes,経営+集患+マーケティング+運営+コンサル
株式会社タクミクレスト,http://www.takumi-c.co.jp/company.html,,,http://www.takumi-c.co.jp/contact/,A｜医院・クリニック開業・経営支援,医院・クリニック顧客＋開業・経営・運営支援,https://official-jpca.jp/member/,会員No. 1015 鈴木　康司 株式会社タクミクレスト 会長 内装業 公式サイト,clinic_opening,http://www.takumi-c.co.jp/company.html,no,ok,no,affinity_evidence_short
株式会社ディーアソシエイツ,https://dentalassociate.jp/,,,,A｜医院・クリニック開業・経営支援,医院・クリニック顧客＋開業・経営・運営支援,https://official-jpca.jp/member/,会員No. 2505 康本　享弘 株式会社ディーアソシエイツ 代表取締役 歯科医院経営コンサルタント 弊社は、歯科医院の経営課題を解決する様々なソリューション提供する会社です。主な事業として、経営コンサルティング、セミナーや勉強会の企画運営を行なっています。 公式サイト,clinic_opening,,no,SSLError,no,official_unreachable
株式会社ビジネスクロース,https://biz-clo.com/,,,https://biz-clo.com/contact/,A｜医院・クリニック開業・経営支援,医院・クリニック顧客＋開業・経営・運営支援,https://official-jpca.jp/member/,会員No. 2502 山本　涼太 株式会社ビジネスクロース ゼネラルマネージャー 公式サイト,clinic_opening,https://biz-clo.com/company/,yes,ok,no,affinity_evidence_short
株式会社ブランディングボード,https://branding-bd.co.jp/,,,https://branding-bd.co.jp/contact/,A｜医院・クリニック開業・経営支援,医院・クリニック顧客＋開業・経営・運営支援,https://official-jpca.jp/member/,会員No. 1812 田中　真樹 株式会社ブランディングボード 屋外広告、ブランディング 野立て看板による集患 ・採用の支援をおこなっております。感性工学を活用したデザインにより、地域の人々に強く印象付け、医院の魅力を最大限に引き出します。 公式サイト,clinic_opening,https://branding-bd.co.jp/company/,yes,ok,no,affinity_evidence_short
株式会社ブレイン・ジャパン,https://brain-j.com/,,,https://brain-j.com/contact,A｜医院・クリニック開業・経営支援,医院・クリニック顧客＋開業・経営・運営支援,https://official-jpca.jp/member/,会員No. 2601 大城　正和 株式会社ブレイン・ジャパン 代表取締役 歯科経営コンサルティング 次世代の歯科経営モデル「栄養歯科®」を提唱。歯科訪問診療と栄養支援で、歯科医院の未来と国民の健康を創ります。 公式サイト 公式サイト,clinic_opening,https://brain-j.com/about/,yes,ok,yes,経営+マーケティング+運営+コンサル+サポート
株式会社メディカルアドバンス,https://www.medical-advance.com/,,,https://www.medical-advance.com/service/knowhow/performance_simulation/,A｜医院・クリニック開業・経営支援,医院・クリニック顧客＋開業・経営・運営支援,https://official-jpca.jp/member/,会員No. 2001 本多　裕樹 株式会社メディカルアドバンス 代表取締役 内覧会l企画運営 公式サイト,clinic_opening,https://www.medical-advance.com/about/,yes,ok,yes,開業+経営+集患+コンサル+サポート
株式会社リオ・ソリューション,http://www.rio-group.jp/,,,,A｜医院・クリニック開業・経営支援,医院・クリニック顧客＋開業・経営・運営支援,https://official-jpca.jp/member/,会員No. 1602 大澤　千尋 株式会社リオ・ソリューション 不動産仲介事業部 部長 不動産業 弊社は関東のみならず全国で不動産を管理しております。開業を考える際には必ず物件選定が必要になるかと思いますのでお気軽にご相談下さい。 公式サイト,clinic_opening,,no,ConnectionError,no,official_unreachable
株式会社代表取締役,https://www.med-cube.jp/,,,https://www.med-cube.jp/74083/%e3%81%8a%e5%95%8f%e5%90%88%e3%81%9b/,A｜医院・クリニック開業・経営支援,医院・クリニック顧客＋開業・経営・運営支援,https://official-jpca.jp/member/,会員No. 1308 那部　良樹 メディカルキューブ株式会社 代表取締役 人材紹介業 日本全国の医療機関からの医師求人を実名で紹介しております。 公式サイト,clinic_opening,https://www.med-cube.jp/,no,ok,no,affinity_evidence_short
株式会社代表取締役,https://www.zola.com/wedding/lpdr,,,,A｜医院・クリニック開業・経営支援,医院・クリニック顧客＋開業・経営・運営支援,https://official-jpca.jp/member/,会員No. 1001 廣田　祥司 フォーユーメディカル株式会社 代表取締役 ドクターライフパートナー 独立開業や医院経営、医業承継および一個人としてのライフプランや資産形成、相続対策など、医師・歯科医師の人生をライフステージに応じて総合的に支援しています。 公式サイト,clinic_opening,https://www.zola.com/wedding/lpdr,no,ok,no,affinity_evidence_short
株式会社副部長,https://mylp.prudential.co.jp/lp/page/tatsuro.yamada,,,,A｜医院・クリニック開業・経営支援,医院・クリニック顧客＋開業・経営・運営支援,https://official-jpca.jp/member/,"会員No. 1705 山田　達郎 プルデンシャル生命保険株式会社 副部長 生命保険 個人/法人ともに医師、歯科医の方のライフプランを多数サポート。
※2022年 MDRT Top of the table（TOT）会員  
※ファイナンシャル・プランナー（CFP） 公式サイト",clinic_opening,https://mylp.prudential.co.jp/lp/page/tatsuro.yamada,no,ok,no,affinity_evidence_short
株式会社特販事業部,https://www.sasakikizai.co.jp/,,,https://www.sasakikizai.co.jp/contact,A｜医院・クリニック開業・経営支援,医院・クリニック顧客＋開業・経営・運営支援,https://official-jpca.jp/member/,"会員No. 1010 永瀬　晴彦 佐々木器材株式会社 特販事業部　開設支援 営業課長 医療機器、医療材料販売 長年の開業実績・経験を生かし、医療機器、医療材料の相談から販売及びその他,開設のフルサポートをさせて頂きます。お気軽にお問合せください。 公式サイト",clinic_opening,https://www.sasakikizai.co.jp/,no,ok,yes,開業+経営+コンサル+サポート
株式会社石田歯科商会,https://www.isida-dental.com/,,,https://www.isida-dental.com/contact,A｜医院・クリニック開業・経営支援,医院・クリニック顧客＋開業・経営・運営支援,https://official-jpca.jp/member/,会員No. 2504 菅原　徹也 株式会社石田歯科商会 営業部 営業統括部長 歯科ディーラー 歯科ディーラーとして、私たちの立場でしかできない「本音」の情報を発信し、歯科医療の後方支援を通じて、患者様の幸せを真剣に追及していく会社です。 公式サイト,clinic_opening,https://www.isida-dental.com/about,yes,ok,no,affinity_evidence_short
税理士法人副所長・医業経営支援部部長,https://www.pendel.jp/,,,https://www.pendel.jp/contact,A｜医院・クリニック開業・経営支援,医院・クリニック顧客＋開業・経営・運営支援,https://official-jpca.jp/member/,会員No. 1101 大川　貴司 ペンデル税理士法人 副所長・医業経営支援部部長 税理士事務所 ペンデルグループは、税理士法人をはじめ、社会保険労務士法人、コンサルティング会社が一体となり、専門性を結集して、お客様志向の総合支援サービス体制を築いております。税理士法人の医業経営支援部では、医院開業・経営から人事労務支援、医療法人設立、分院展開、M＆A、医業承継など医療分野の専門家が多角的にお手伝いさせていただきます。 公式サイト,clinic_opening,https://www.pendel.jp/,no,ok,yes,開業+経営+承継+運営+コンサル
税理士法人藤井会計事務所,http://www.fujiikaikei.jp/office.html,,,,A｜医院・クリニック開業・経営支援,医院・クリニック顧客＋開業・経営・運営支援,https://official-jpca.jp/member/,会員No. 1018 藤井　和哉 税理士法人　藤井会計事務所 代表社員 税理士 医科・歯科等の医療を専門にしております。医師・歯科医師の先生がたのご要望に応えることを第一と考えております。問題提起・改善策・実行・検証を行うことにより、よりよい経営の舵取りとして当事務所はクライアントのニーズにお応えすることを約束いたします。 公式サイト,clinic_opening,,no,HTTPError,no,official_unreachable
