№	エリア	企業名	代表者名	URL	問い合わせフォームURL	送信日	送信○×	送信不可理由						
142	兵庫県	株式会社めいきょう	広狩 拓也	https://akashi-meikyo.co.jp/	https://akashi-meikyo.co.jp/contact/		×	営業・セールス, お控えください, ご遠慮ください, セールス目的						Web制作
143	兵庫県	株式会社アンダーアップ		http://www.underup.net/design/index.html	http://www.underup.net/design/05_contact.html									Web制作
144	兵庫県	株式会社アビット	渋谷 孝二	https://web.avit.jp/	https://web.avit.jp/order									Web制作
147	兵庫県	8points合同会社	八木 重崇	https://8points.co.jp/website/	https://8points.co.jp/contact/									Web制作
148	兵庫県	株式会社Linデザイン事務所	喜田　葵	https://cococala-web.com/	https://lindesign.co.jp/contact/		×	ご遠慮ください, 営業メール, 営業メールは						ハイブリッド
161	兵庫県	XDESIGN株式会社	桂木祐人	https://xdesign-japan.com/	https://xdesign-japan.com/contact/									Web制作
177	大阪府	リタワークス株式会社	塚本 誠／中川 雄太	https://ritaworks.jp/	https://ritaworks.jp/contact.html									Web制作
183	大阪府	株式会社LIVALEST	東 勇輝	https://livalest.com/works/	https://livalest.com/nurture/		×	対応できません, 業者様						Web制作
197	大阪府	musubi（ムスビ）| 大阪府豊中市のホームページ制作	森崎賢治	https://musubi-web.com/works/	https://musubi-web.com/#contact		×	業者様						Web制作
204	大阪府	株式会社クレアネット	谷 美輝	https://clarenet.co.jp/works/	https://clarenet.co.jp/contact/		×	ご遠慮ください, 営業メール, 営業メールは						Web制作
205	大阪府	株式会社キヨスル	松本 孝行	https://kiyosuru.co.jp/	https://kiyosuru.co.jp/contact-us/		×	営業目的						Webマーケ
207	大阪府	GrabAir	三原　輝記	https://grab-air.com/category/web/	https://grab-air.com/contact									Web制作
210	大阪府	株式会社ブンカ	道下 弘俊	https://e-bunka.biz/	https://contact.e-bunka.biz/recruit/									Webマーケ
214	大阪府	株式会社プランユーケー	川崎 吾郎	http://www.planuk.gr.jp/	https://www.planuk.gr.jp/informaker/									Web制作
229	大阪府	株式会社AD5	片岡高志	https://ad5.jp/development	https://ad5.jp/products/l-contact									Web制作
231	大阪府	株式会社オールウィン	阿山 清貴	http://www.allwin-inc.com/	https://www.allwin-inc.com/contact									Webマーケ
237	大阪府	株式会社ティーエスエー	堀　大哲	https://tsa-sp.co.jp/works/	https://tsa-sp.co.jp/application-form/									Web制作
241	大阪府	Kizineko	阿南　真璃愛	https://kizineko.com/	https://kizineko.com/contact/		×	お断りいたします						Web制作
242	大阪府	株式会社プラスラッシュ	宮武	https://www.plus-rush.co.jp/work/	https://plus-rush.co.jp/contact/		×	お控えください, 営業メール, 営業メールはお控え, 営業メールは						判定不可
243	大阪府	株式会社クラウドシード	日髙 守	https://cloudseed.co.jp/service.php	https://cloudseed.co.jp/contact.php		×	ご遠慮ください						Web制作
244	大阪府	株式会社ZAP	松岡秀樹	https://www.zaprizing.com/	https://www.zaprizing.com/index.html#cont5									Web制作
245	大阪府	オーパスプラン有限会社	渡邉成彦	https://opus-plan.net/	https://opus-plan.net/contact									Webマーケ
247	大阪府	株式会社STUDIO NIKA	酒井 龍太郎	https://studionika.co.jp/solution/	https://studionika.co.jp/contact/									Web制作
253	大阪府	枚方・寝屋川の「Zippor（ジッポー）」です！	服部 充伸	https://desk.zippor.net/promo/	https://desk.zippor.net/promo/#contact-form									Web制作
254	大阪府	スプラウト	勇田　悠馬	https://sprout-web.tech/	https://sprout-web.tech/#contact									Webマーケ
257	大阪府	株式会社Esolab	大西　照	https://esolab.co.jp/service/web/work/										
258	大阪府	株式会社アンバー	大江 健太郎	https://umber-jp.com/	https://umber-jp.com/script/mailform/contact/									
260	大阪府	株式会社カイロス	堀田 政和	http://www.kairos.co.jp/										
261	大阪府	株式会社503	陰山秀信	https://503web.com										
265	大阪府	株式会社アイティ総合研究所	佐久間 剛志	https://www.itri.jp/category/performance/	https://www.itri.jp/category/performance/									
266	大阪府	クートス・ラボ	山本利恵	https://kutos-labo.com/works-list/	https://kutos-labo.com/contact-page/									
267	大阪府	株式会社ダトラ	草深 悠介	https://www.datora.jp	https://www.datora.jp/contact/									
270	大阪府	ナカムライクウェブ	中村 岳史	https://nakamulikeweb.com/#portfolio	https://nakamulikeweb.com/#otoiawase		×	営業メール, 営業メールは, 業者様						
272	大阪府	株式会社ND&I	西尾 正俊	https://www.n-di.co.jp/works/BtoB_index.html	https://www.n-di.co.jp/form/index.html									
273	大阪府	株式会社メディアリーチ	松村 俊樹	https://mediareach.co.jp	https://mediareach.co.jp/contact		×	営業代行						
278	大阪府	playpark合同会社	竹中健司	https://play-park.jp/work/	https://play-park.jp/contact/									
280	大阪府	合同会社ピクセルグラム	上平 千晶	https://pixelgram.jp/contact?cta=-1stview_newB_pc_20250929	https://pixelgram.jp/contact									
281	大阪府	株式会社ドリッパーズ	村井 亮史	https://drippers.co.jp/	https://drippers.co.jp/#Contact									
284	大阪府	株式会社イーナレッジテクノロジー	塚田　義広	https://e-knowledgetec.co.jp/creation	https://e-knowledgetec.co.jp/faq									
285	大阪府	株式会社バーブワイヤー	長澤 綾	https://barbwire.co.jp/category/customer/	https://barbwire.co.jp/contact.html		×	営業目的						
288	大阪府	株式会社47マーケティング	高橋 知也	https://47marketing.jp/	https://47marketing.jp/contact									
290	大阪府	株式会社Yaaha	秋山 裕武	https://yaaha.co.jp/	https://yaaha.co.jp/about#contact									
293	大阪府	株式会社CIRCLIZE	阿部 薫	https://circlize.jp/										
295	大阪府	ウェブデザイン・カウ	梶原 穣	https://www.cms-on-web.com/	https://www.cms-on-web.com/contact		×	ご遠慮ください, セールスは, セールスはご遠慮						
298	大阪府	樹‐create	渡邊博樹	https://itsukicre.com/previous_work/	https://itsukicre.com/contact/									
299	大阪府	WEB制作wic	杉山 将平	https://wic-ownd.com/achievement/	https://wic-ownd.com/contact/		×	ご遠慮ください						
301	大阪府	株式会社マレント	藤田 広樹	https://mallento.com/category/主な制作実績/	https://mallento.com/category/review/		×	業者様						
302	大阪府	データサイドマーケティング合同会社	浅井 貴宏	https://dataside.jp/										
303	大阪府	株式会社アパレルウェブ	千金楽 健司	https://www.apparel-web.co.jp/	https://www.apparel-web.co.jp/company/information									
304	大阪府	株式会社シードアシスト	片山 光祐	https://web.seedassist.co.jp/works-list/	https://web.seedassist.co.jp/contact/		×	ご遠慮ください, 売り込みはご遠慮						
306	大阪府	株式会社ウィブレイン	来栖　秀長	https://www.webrain.co.jp/works/hpworks/	https://webrain.co.jp/mitsumori/									
307	大阪府	株式会社ヴリッジ	土橋 裕作	https://goo-up.com/works-list/	https://goo-up.com/contact		×	お受けできません						
309	大阪府	シンオン株式会社	田中　実	https://www.synon.co.jp	https://www.synon.co.jp/contact									
311	大阪府	株式会社エイデック	前田 武志	https://www.a-dec.co.jp/works/	https://www.a-dec.co.jp/contact/									
317	大阪府	株式会社エノン	上野 佑樹	https://enone.co.jp/	https://enone.co.jp/contact/		×	ご遠慮ください						
319	大阪府	グローバーデザイン	濱 賢治	http://groverdesign.jp/works/	http://groverdesign.jp/blog/contact/									
320	大阪府	株式会社Higherfield	高野善男	https://www.higherfield.co.jp/	https://www.higherfield.co.jp/contact		×	営業関連						
321	大阪府	ブルーチップ	橋本 公平	https://www.blue-chip.org/result/	https://www.blue-chip.org/inquiry/		×	受け付けておりません						
322	大阪府	かんさい広告サービス株式会社	森脇剛成	https://kks-ec.com/homepageone	https://kks-ec.com/homepageone/contact/									
323	大阪府	合同会社Ambitious	松尾麻友紀	https://hetonghuisheambitious.webnode.jp/										
324	大阪府	PENGUIN WORKS	菅原 優斗	https://penguin-works.jp/	https://penguin-works.jp/contact/		×	営業目的						
331	大阪府	D＆Y合同会社	CEO / Co-Founder 谷本 大受・COO / Co-Founder 和田 雄人	https://www.dy-llc.com/	https://www.dy-llc.com/contact/									
334	大阪府	MoreBe合同会社	菅原 佑亮	https://comehere.work	https://comehere.work									
345	大阪府	Fixense株式会社	久保雄太	https://fixense.co.jp/	https://fixense.co.jp/contact									
348	大阪府	福ねこデザイン	榊原靖子	https://fukunekodesign.com/works/	https://fukunekodesign.com/#contact		×	営業目的, 業者様, 全てお断り						
351	大阪府	S&Eパートナーズ株式会社	山本 託也	https://seo-best.jp/voice/	https://seo-best.jp/inquiary/									
352	大阪府	オフィスSASAJIMA	笹島	https://office-sasajima.jp/	https://office-sasajima.jp/contact.php									
353	大阪府	Utsubo株式会社	ジョスラン・ルカム	https://www.utsubo.co/pdf/portfolio.pdf										
355	大阪府	株式会社ステップバイワーク	上杉洋	https://sbwinc.co.jp/category/works/	https://sbwinc.co.jp/contact/									
358	大阪府	株式会社ユニソンプラネット	金本 相揮	https://iryou.web-marketing.ai/	https://iryou.web-marketing.ai/#contact03									
359	大阪府	株式会社エフエーアイ	疋田忠明（Hikida Tadaaki）	https://china-marketing.asia/	https://china-marketing.asia/contact/									
360	大阪府	uon create	山口　力	https://uon-create.jp/	https://uon-create.jp/contact		×	業者様						
362	大阪府	digrart（ディグラート）	野原 昌	https://www.digrart.jp/works/	https://www.digrart.jp/contact/									
363	大阪府	株式会社ゼロワンアース	岡本 裕伸	https://01earth.jp/case/	https://01earth.jp/contact/									
370	大阪府	有限会社マイアクセコム	浅生将也	https://digiconcier.co.jp/company/	https://digiconcier.co.jp/ask/									
371	大阪府	株式会社登紀わ	近藤 凌	https://www.thokiwa.com/	https://www.thokiwa.com/contact									
373	大阪府	株式会社人間	花岡 洋一	http://2ngen.jp/	http://2ngen.jp/contact/									
383	大阪府	DISM株式会社	大嶋孝佳	https://www.dism.group/services/	https://www.dism.group/contact/		×	営業のお問い合わせ, お断りしております, 固くお断り						
385	大阪府	株式会社アイワークス	今井 剛	https://studiobrain.net/works	https://studiobrain.net/work/wordpress-lesson		×	対応できません						
390	大阪府	株式会社アンサー	浅谷　一直	http://www.answer.co.jp/	http://www.answer.co.jp/recruit/entry/									
392	大阪府	Vogaro株式会社	米田 純也	https://www.vogaro.co.jp/works/	https://www.vogaro.co.jp/contact/									
394	大阪府	エッグデザインオフィス	松本 佳明	https://egg-do.com/works/	https://egg-do.com/contact									
395	大阪府	エノル合同会社		https://enol.jp/works/	https://enol.jp/contact/page_speed_diagnose/									
396	大阪府	TSUKI WEB株式会社	小縣　霞月	https://tsuki-web.com/works/	https://tsuki-web.com/contact		×	お断りしております, 固くお断り						
397	大阪府	株式会社ノヴァロ		https://www.novalo.co.jp/works.html	https://www.novalo.co.jp/contact.html									
399	大阪府	株式会社スロウハンドデザイン	糸井 良成	http://www.slowhand-design.com/common/pdf/shd_works.pdf										
402	大阪府	株式会社さいとやドットコム		https://hp-saitoya.com/works.php	https://hp-saitoya.com/contact.php									
403	大阪府	あんコーポレーション株式会社	小林　沙由香	https://ann-co.jp/pages/about	https://ann-co.jp/pages/contact		×	ご遠慮ください, 営業メール, 営業メールは						
407	大阪府	Web Aqua	日向 凛	https://www.web-aqua.jp/works	https://www.web-aqua.jp/contact									
408	大阪府	株式会社figlio（フィリオ）		https://figlio.jp/#anc_projects	https://figlio.jp/#anc_contact									
411	大阪府	合同会社千田デザイン事務所	千田修一	http://andfurniture02.heteml.net										
412	大阪府	株式会社シェアウィズ	辻川 友紀	https://wisdombase.share-wis.com/customers/	https://wisdombase.share-wis.com/contact/									
414	大阪府	株式会社プラグロウ	大前 雄哉	https://pluglow.jp/works/	https://pluglow.jp/form/contact/									
416	大阪府	株式会社リードエックス		https://lead-x.co.jp/	https://lead-x.co.jp/consultation/									
418	大阪府	株式会社warrior	森脇 悠人	https://war.co.jp/category/web/	https://war.co.jp/contact/		×	お断りいたします, 営業メール						
422	大阪府	IMAGINATION DESIGN	尾田崇	https://imaginationdesign.jp/	https://imaginationdesign.jp/contact/									
426	大阪府	株式会社アイル	岩本 哲夫	http://www.ill.co.jp/ill/	https://www.ill.co.jp/contact/									
427	大阪府	株式会社コージャル	桑木野 秀美	https://web.cordial.osaka/	https://web.cordial.osaka/contact/		×	営業活動						
428	大阪府	株式会社フォーサイトクリエイション	村田 雅利	https://hp.f-creation.co.jp/worksweb/	https://hp.f-creation.co.jp/contact/		×	営業活動						
431	大阪府	有限会社キートン	湯川 真朗	https://www.keyton-co.jp/portfolio/	https://keyton-co.jp/contact/									
433	大阪府	株式会社なんなん	長尾大輔	https://www.nannan.co.jp/	https://www.nannan.co.jp/contact.html									
436	大阪府	株式会社船井総合研究所	中谷 貴之	https://beauty.funaisoken.co.jp/case/	https://beauty.funaisoken.co.jp/contact/		×	お受けできません						
438	大阪府	株式会社INITIAL LINE	巽 敬洋	https://www.initial-line.com/										
444	大阪府	株式会社グラワーズ	貴嶋 孝次	https://www.salons-promo.com/	https://www.salons-promo.com/contact/									
448	大阪府	イセン印刷株式会社	青木弘児	http://isen-mw.com/works/	https://isenprint.co.jp/contact-printing/									
450	大阪府	株式会社DOKE	平松 建一	https://www.do-ke.jp/	https://www.do-ke.jp/contact									
451	大阪府	ゆうきカンパニー株式会社	坪内 利文	https://yukicom.jp/	https://yukicom.jp/otoiawasepage/									
452	大阪府	シナジーデザイン株式会社	奥野 勝也	https://syde.jp/works/	https://syde.jp/contact									
453	大阪府	株式会社ワールドエージェント	北川 督	https://worldagent.jp/works/										
456	大阪府	株式会社LPSクリエーション	東　裕一郎	https://lps-inc.co.jp	https://lps-inc.co.jp/contact/									
457	大阪府	有限会社ケイズデプト	川崎　正人	https://ks-dept.jp	https://ks-dept.jp#anccontact		×	同業者						
460	大阪府	JIII ATELIER	中路裕美	https://ny-design.biz/works/	https://ny-design.biz/contact									
461	大阪府	A three株式会社	的場きみ子	https://a-three.life/	https://a-three.life/contact/									
462	大阪府	株式会社ツウィール	恒川 祥徳	https://cp-cms.com/sample/	https://cp-cms.com/inquiry/									
464	大阪府	合同会社 知的・自転車	四方 宏樹	https://b4m.co.jp	https://b4m.co.jp/contact									
465	大阪府	アンドピー	Jun Pierre Hara（原　淳）	https://andp.jp/web										
466	大阪府	パソナ・パナソニック ビジネスサービス株式会社	佐野 克也	https://www.pasona-pbs.co.jp/	https://info.pasona-ns.co.jp/public/application/add/131									
469	大阪府	株式会社シロハチ		https://www.shiro8.net/	https://www.shiro8.net/form/ask.html									
475	大阪府	株式会社エピット	大森 一弘	https://epit.jp/	https://epit.jp/contact									
476	大阪府	STAR株式会社	山下 佳二宏	https://star-inc.co/	https://star-inc.co/company/information/									
478	大阪府	株式会社エトレ	呉羽 伊知郎	http://shunen.etre.co.jp/	https://shunen.etre.co.jp/contact/									
479	大阪府	株式会社ウェイバック	上辻　勇	https://wayback.co.jp/production/										
480	大阪府	株式会社ComD	荒本 潤一	http://comd.jp/works/										
484	大阪府	合同会社フレックスプランニング	大西 啓太郎	https://www.flex-planning.com/works/	https://www.flex-planning.com/consultation/									
485	大阪府	ウェブコンビニエンス	浅野 良夫	https://www.web-con.net/category/works	https://www.web-con.net/contact									
486	大阪府	株式会社アルトスター	石尾 雅子	https://www.altstarr.com/hp/voice.html	https://www.altstarr.com/inquiry/index.html									
487	大阪府	株式会社クリエイターズカフェ	梶本 滋久	https://www.crecafe.co.jp/gallery/	https://www.crecafe.co.jp/contact/		×	営業・勧誘, ご遠慮ください						
488	大阪府	BUROKI design	黒木 大輔	https://www.buroki-design.com/design/	https://www.buroki-design.com/contact/									
491	大阪府	有限会社リウム	穗口 大悟	https://rium.jp/	https://riumsmile.jp/webformsol_16.html									
493	大阪府	株式会社ハクケイ	小泉 清司	https://hakukei.jp/web/results										
494	大阪府	17.プロジェクト	林　博則	https://17project.jp/	https://17project.jp/form/									
495	大阪府	株式会社NetShopConsultant	佐藤 雄史	https://www.netshop-consultant.net/result.html	https://www.netshop-consultant.net/inquiry.html									
496	大阪府	ベーシック株式会社	小林 成行	https://www.basic-web.co.jp/	https://www.basic-web.co.jp/contact/									
497	大阪府	株式会社桶屋	桶谷　智秋	http://studiokeya.com/	http://studiokeya.com/contact.html									
499	大阪府	シララ株式会社	伊東 宏之	https://sirara.co.jp/#fact	https://sirara.co.jp/#contact									
500	大阪府	株式会社アウラ	山名 宏紀	https://www.aura-office.co.jp/works/	https://www.aura-office.co.jp/inquiry/		×	営業目的, ご遠慮ください						
503	大阪府	株式会社ブリッジプランニング	芝田 一広	https://www.bridge-p.co.jp/#works	https://www.bridge-p.co.jp/contact/									
504	大阪府	株式会社マトリクス	松本 安史	http://www.matrix-inc.jp/web.html	https://matrix-inc.jp/contact/contact.html									
505	大阪府	NOON	前田 優介	https://noon.cool/	https://noon.jp/contact/									
506	大阪府	ふにす株式会社	出口 伸也	http://funnis.net/	https://funnis.net/contact/									
509	大阪府	株式会社キーストン	経沢 尚喜	http://www.k-stone.net/company/works.html	http://www.k-stone.net/contact/index.html									
511	大阪府	インプレイトソフト		https://impreatesoft.jp/project/	https://impreatesoft.jp/contact/		×	お受けできません						
512	大阪府	アド・インテリジェンス		http://ad-i.jp/	https://ad-i.jp/contact/		×	営業・勧誘						
513	大阪府	リベラルアーツ株式会社	八坂 卓史	http://liberalarts.co.jp/works/index.html	http://liberalarts.co.jp/works/contact.html									
514	大阪府	有限会社O.T.O	花村 浩基	http://www.web-bang.net/web.html	http://www.web-bang.net/form.html									
515	大阪府	株式会社デジャヴ・ラボ	船積 誠	https://dejavulabo.co.jp/	https://dejavulabo.co.jp/contact/index.html		×	受け付けておりません, 営業メール, 営業メールは						
517	大阪府	coucou web	かわまた なおみ	http://coucouweb.com/	https://coucouweb.com/contact/		×	お断りいたします						
518	大阪府	web Partner	青木 勝也	http://web-partner.sakura.ne.jp/works.html	http://web-partner.sakura.ne.jp/contact.html									
519	大阪府	NET FACE	吉永 衣里	https://netface5.com/	https://netface5.com/contact/									
520	大阪府	株式会社NEXUS		https://www.nexus-lc.com/dwa	https://www.nexus-lc.com/contact									
521	大阪府	株式会社アドバンスホールディングス	畑中祐	https://www.advance-holdings.co.jp/	https://www.advance-holdings.co.jp/contact.html									
522	大阪府	株式会社オニオンウェブ	江川 昌克	https://www.onion-web.com/works/	https://www.onion-web.com/contact/									
523	大阪府	株式会社ガハハ	徳田 憲治	http://gahaha.co.jp/works/	https://gahaha.co.jp/contact/		×	ご遠慮ください						
524	大阪府	アズムーン・デザインスタジオ	小寺 章次	http://www.as-moon.com/contents/works.html										
