address,business_description,company_name,decision,hub_evidence,maps_url,phone,reason,recurring_evidence,source_url,status,url
,"個人事業主様や起業家様のための集客に役立つホームページを制作いたします。ご自身で更新や管理が簡単にできるワードプレスを使って制作しており、運用面でのコストカットも可能です（保守管理をお任せいただけるプランもございます）。
「デザインにこだわったオリジナルのホームページを作りたい！」という方もぜひご相談ください。Webが苦手な方もご安心いただけるように丁寧にサポートさせていただきます。",paws design office （パウズ デザイン オフィス）,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/paws-design,MEOハブ候補,https://paws-design.com/works/
,"MRSは30社を超える企業様のWEBマーケティングを支援してきました。
ホームページ制作によるブランディング、プロモーションから制作したサイトによる集客施策を一貫して対応可能です。
""ホームページ制作""を手段としてその先の集客やブランディングに向けて最適な提案をいたします。
また良質なサイトを制作するだけでなく、サイトへの流入を増やす施策まで一貫してサポートさせていただきます。
日本全国から対応しますのでお気軽にご連絡くださいませ。",WEBプロダクション【MRS】,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/mrs-hp,MEOハブ候補,https://mrs-pro.com/#works
,,合同会社グローワークス,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/groworks,MEOハブ候補,https://groworks.jp/works/
,"自社運営のトレンドサイト・HowToサイト・動画メディアサイトでのSEOノウハウを活かし、しっかりとSEO設定。

・テンプレートで制作
各業種ごとに豊富なテンプレートがあり、安価で短納期でのサイト制作を実現

・CMSで制作
納品後も御社スタッフが簡単更新できるように設定。
もちろんアフターサポートも徹底",WEB制作毎日,keep,Web制作会社プロフィール,,,,,https://web-kanji.com/companies/webseisakumainichi,MEOハブ候補,https://webseisakumainichi.com/
,"静岡を中心に地方・地域特化のマーケティングと採用活動の伴走支援をしています。
あなたの隣に、社外の人だけど、マーケティング視点とエンジニア視点の両方に精通した幹部社員のような存在を。",アリカタ,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/arikata,MEOハブ候補,https://arikata.me/
,神奈川県相模原市にオフィスを構えるRefuは、Web制作事業、業務システム開発、BPO事業を展開する会社です。『働き方のイノベーションを創造する』をミッションに掲げ、企業の雇用拡大や業務効率化の促進を行います。徹底的な顧客目線でお客様の事業理解を行うことで、他の制作会社には真似できないような幅広い提案を行います。また、最新のデザインからレトロなものまで幅広いデザイン性も特徴です。徹底的な顧客理解とデザイン性を武器に、月平均10件以上の新規依頼を受注する豊富な実績を誇ります。また、飲食店や製造業、サロン、建築業など、さまざまな業種の支援が可能です。,株式会社Refu,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/refu-official,MEOハブ候補,https://refu-official.com/
,"WEBを通じたプロモーションのお手伝いをする会社です。
お客様の希望、要望、課題、悩みなどに対し、結果・成果でお応えします。
しっかりと「寄り添う」ことで、お客様の抱く理想をカタチにします。
制作の流れ
①まずは、じっくりヒアリングします。
　「何をどうしたいか」、目的や目標といったゴールを明確にするかがはじめの一歩、そして一番大切です。
②しっかり提案、納得いただいてから制作開始。
　ではゴールに向けて「何でどんな風に」展開していくか、弊社のできるコトの中からお客様にベストなプランの提案をします。
③完成してからが本当のスタートです。
　制作完了後の運用や分析もサポートいたします。",株式会社YOrisoU,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/yorisou,MEOハブ候補,https://yorisou.co.jp/works/
,"愛知県名古屋市に拠点を構え、ホームページ制作や動画広告制作、SNS運用代行などを手がける会社。2014年の設立以来、約10年にわたってクライアントのオンライン集客を支援。
ホームページ制作・運用について
◯企業ホームページ(コーポレートサイト)
◯採用ホームページ(Indeed,Googleジョブ連携可)
◯サロンや店舗のホームページ
◯思い通りのオリジナルデザイン
◯予算を抑えたテンプレートデザイン
御社のご予算やご希望に柔軟にお応えすることができます。
親身になって共に考えながら制作を進めていきます。
制作後の運用についてもサポートしていますのでご安心ください。",株式会社XIA,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/xia-inc,MEOハブ候補,https://xia-inc.com/
,"企業やブランドのイメージ形成や顧客獲得、販売促進、マーケティング戦略の展開など、様々な観点から見て、サイトを効果的に制作・運用し、「価値を生み出すサイト創り」をしていきます。格安のホームページから､集客に特化したランディングページまで､目的に応じたサイトを制作致します｡大阪府以外のご依頼も承っております｡
TOPウェブ工房は企業やブランドのイメージ形成や顧客獲得、販売促進、マーケティング戦略の展開など、様々な観点から見て、サイトを効果的に制作・運用し、「価値を生み出すサイト創り」をしていきます。",TOPウェブ工房,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/top-web-workshop,MEOハブ候補,https://top-web-workshop.com/work/
,合同会社 嘉悠は石川県金沢市を拠点とする、WEBサイト・WEBアプリケーションの制作、管理、開発、運営を行う会社です。私たちは、日々変化を繰り返し成長を続けるITの世界で、新たな技術やテクノロジーを模索し、お客様により満足していただけるサービスを提供できるよう精進しております。常に時代の変化や流行りの変化に目を光らせ、それに対応していくことがより良いサービスに繋がると考えています。,合同会社嘉悠,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/llc-yoshiharu,MEOハブ候補,https://llc-yoshiharu.com/
,"『お客様のゴールに向けて　ともに前進する　デジタルパートナー』をテーマに、DX推進、WEBデザイン、システム開発、デジタルマーケティングをはじめとした事業を展開。

ウェブサイトの企画／制作／運営（ホームページ／Eコマースサイト／ポータルサイト）
ウェブデザイン（UI/UX設計／ウェブプランニング／バナー制作）ウェブマーケティング
アプリケーション開発
ブランディング支援（ロゴマーク／ロゴタイプ）
マーケティングツールの企画／制作（カタログ／チラシ）

お問い合わせは下記より。
https://minority-united.com/contact/",株式会社MU,keep,Web制作会社プロフィール,,,,,https://web-kanji.com/companies/minority-united,MEOハブ候補,https://minority-united.com/en/
,"フリーランスでチームを組み制作しております。
そのため、細かい小回りも聞きやすいため、困ったことがございましたら、お気軽にご連絡いただけると幸いです。
また、WebサイトからLP、Shopifyまで取り扱っているため、幅広く対応可能です。",Raum,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/raum-official,MEOハブ候補,https://raum-official.com/
,"・ホームページを作ったことがない人
・インターネットにあまり詳しくない方
・自分の好みのホームページを作りたい方
におすすめのホームページ制作会社です。

ホームページ作成までの流れ。
①お見積り・ご依頼②ヒアリング③提案・お見積り提出④ご注文⑤訂正⑥完成⑦アフターフォロー

ホームページ完成後3週間は無料でページの更新や修正をさせていただきます。
また、ページの更新を代行やホームページの更新、簡単な修正、不具合等のトラブルは永久的に無料で対応させていただきます。
ホームページに関するお悩みやホームページ制作はもちろん起業のお手伝いなどお気軽にご相談ください。",TeatreeWEB,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/teatree-web,MEOハブ候補,https://teatree-life.com
,"TK-CREATEは、岐阜県大垣市を拠点に活動する個人事業主です。
ホームページに関すること全般を仕事にしています。仕事歴は10年です。

仕事をする際に心がけていることは、お客さまに疑問点がないか確認すること、質問された内容について分かりやすく説明することです。
2013年よりホームページ製作とSEO（検索エンジン最適化）を仕事にしています。
2015年よりホームページ製作とSEOに加え、ホームページに関すること全般を仕事として請け負っています。
「Webクリエイター能力認定試験エキスパート」資格を持っています。",TK-CREATE,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/tk-create,MEOハブ候補,https://tk-create.com/sample/onsen/
,"◢◤医療・製薬業界デジタルコンテンツ制作をスタートして約20年◢◤
株式会社ビッグエムズワイは、【医療系Webサイトの効果を最大限に】をテーマに、
医療・ヘルスケア分野のWebサイト制作、LP制作、患者さん向けサイトを数多く制作しています。

Webに関連した映像・VR・ARコンテンツ制作にも対応しており、動画やキービジュアルとトーン&マナーを合わせたWebサイト制作にも柔軟に対応可能です。

＼医療・ヘルスケア分野のデジタルコンテンツ制作なら、
株式会社ビッグエムズワイにお任せください／",株式会社ビッグエムズワイ（BIGM2Y）,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/bigm2y,MEOハブ候補,https://bigm2y.com
,株式会社トライムはECを活用した売上向上やDX導入、Web制作、アプリ開発、マーケティングや採用支援など各分野のプロフェッショナルたちが様々な課題を解決することでお客様の未来づくりを応援する会社です。,株式会社トライム,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/try-m,MEOハブ候補,https://try-m.co.jp/works/
,"見た目の綺麗さ、カッコ良さをデザインするHP制作会社ではありません。
もちろん、見た目の綺麗さも重要なのでベストは尽くしますが、「売れる・成果を上げる」をデザインするため、場合によっては見た目の綺麗さ、カッコ良さを犠牲にすることが多々ございます。基本的な経営方針が曖昧、インターネットの世界を甘く見ている、綺麗・カッコ良いだけを求めている、名刺代わり、公開後のHP運営を考えていない、当社の制作済みホームページとターゲットが被る場合などはホームページ制作をお断りさせていただくことがございます。
ホームページの効果が実感出来るまで制作完了公開後のサポートも惜しみません。",Web Design JAMTEK,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/jamtek,MEOハブ候補,https://www.jamtek.jp/ziseki.html
,"Webサイトを簡単に低価格でかつサステナブルに、シンプルで見やすいWebサイトをご提供します。
実際に出来上がったWebサイトを見てイメージが違うけどやり直しが効かなかったり、注文前には想定していなかった運用費用がかかってくることはありませんでしょうか？
そのため、私たちは、正式発注前に仕上がりのイメージをご確認いただけるようにし、定額でのご注文と運用コストが安価なプラットフォームを活用した開発を承っております。是非お気軽にご相談ください。",株式会社INITIAL LINE,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/initial-line,MEOハブ候補,https://www.get-mt.com/
,"WEB制作×WEBマーケティング運用代行×内製化支援×コンサルティングを全て並行して行う【ヒトマケ】というサービスを行っています。
WEB制作をして終わりではなく、SEO記事の量産のため月4記事の作成投稿代行。また解析ツールにて365日アクセス解析を行い月次レポートを提出します。またWEBマーケターとして必要な内容を細分化し、研修形式で内製化支援を実施。短い期間で自社で成果が出るWEB運用を行えるように体制を整えています。",株式会社ヒトツナガリ,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/hito-tsunagari,MEOハブ候補,https://hitomake.studio.site/
,SEOやマーケティングを意識し、ただ制作するだけでなく制作後の運用もお客様のご希望に沿っていきます。またECサイトや自分で投稿が行えるCMS以外にもログイン機能やゲームなどのWEBアプリケーションの制作も行っております。また、弊社少人数であるのでレスポンスを早くする事を心がけております。,株式会社TOKOS,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/to-ko-s,MEOハブ候補,https://to-ko-s.com/
,"初期費用0円でHPをご提供中！
まとまった資金がご準備できない方でも安価で高品質なHPをサブスク4,800円/月で承っております！

またGrowth Giver（グロースギバー）では、LINEを中心としたWebマーケティングも承っております。

制作して終わりではなくクライアント様の目標実現のビジネスパートナーとして、信頼構築を大切にしながら事業貢献に尽力いたします。

まずはお気軽にご相談ください。",Growth Giver【グロースギバー】,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/growth-giver,MEOハブ候補,https://growth-giver.com/
,"デザイントマトでは""低価格で実現する高品質なWebサイト""をモットーに、
お客様にご満足していただけるWebサイトを納品させていただきます。

『安さ』『速さ』『デザイン』『機能性』を追求したハイクオリティなWebサイトを制作いたします！

サイト軽量化やSEO対策もバッチリ！
検索上位も狙いやすいのでコーポレートサイトやブログなど様々なサイト運営にオススメできます！

全てのプランでドメイン・サーバーの契約から
サイト公開後のアフターフォローまでバッチリ対応いたしております！
完全初心者の方でも安心してサイト運営をすることができます！",DESIGN TOMATO（デザイントマト）,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/tzp,MEOハブ候補,https://design-tomato.com/category/demo/
,弊社代表は、もともとwebメディアの制作・開発に携わっていた人間です。webメディアは、インターネット上で様々なコンテンツを発信することができる素晴らしいツールだと思っています。しかし、webメディアを運営するのは、簡単なことではありません。企画や設計、制作や開発、運営や管理など、多くのノウハウやリソースが必要です。私は、webメディアの運営に困っている人たちに、自分の経験や知識を活かしてサポートしたいと思いました。そこで、「webメディア支援事業」を立ち上げました。,アイテクニック株式会社,keep,Web制作会社プロフィール,,,,,https://web-kanji.com/companies/technique,MEOハブ候補,https://www.technique.co.jp/
,"「どんなビジョンがあるの？」
「そのための課題は？」
「サイトを作る目的は？」
ホームページ制作会社とは違い
”お客様が作りたいサイト”ではなく”目的から逆算したユーザーが見やすいサイト”を作成します。
ページ構成からデザインの雰囲気、サイトの仕様までこちらで提案させて頂きますので「想いはあるけれど何を作ればいいか分からない…」とお悩みの方にピッタリの制作会社となっております。",たかラボ,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/takalabo,MEOハブ候補,https://takalabo.jp/archives/works
,短期納品でのスピード感をもったホームページ制作、いつでもコミュニケーションの取れるホームページ制作会社です。,Weboch Company,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/weboch,MEOハブ候補,https://liberal-ogu.world
,事業プランニングからコンテンツプランニング。そしてデザインからシステム構築、リリース後の運用、24時間365日のサーバー監視まで。コーポレートサイトからサービスサイト、ECサイトのフルフィルメントなど幅広く対応しております。Webサイト、コンテンツの制作などを通して、お客様に寄り添いながらお手伝いいたします。ECサイトを持ちたい、運用がわからない、という企業様向けに初期導入から運用サポートまで課題に伴走し、解決する安心のサポートサービス「まるっとEC]をリリースしております。https://www.fourmix.co.jp/ec-service/,株式会社フォーミックス,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/fourmix,MEOハブ候補,http://www.fourmix.co.jp/portfolio/
,"【ホームページからの集客にこだわる】株式会社Webマーケティング総合研究所の公認パートナー。ホームページの構築にはビジネス特化CMS「Buddy」を用いており、100種類以上のテンプレートからデザインを選択するスタイルのプランを提供し、低価格でのホームページ構築を実現する。その他、WordPress制作、完全オリジナルサイト、Yahoo・楽天市場サイト制作などマルチに対応可能。
レスポンスの速さ＆フットワークの軽さが顧客から人気。ランディングページを含む５ページ程度なら最短１週間で納品可能です。",株式会社ブルーミング,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/bloom-ing,MEOハブ候補,https://www.bloom-ing.jp/ourworks
,"私たちは『ぐるっと福島』『福島経済新聞』『GURUTTO HOMES』などのサイト運営を通して、地域で一番のプラットフォームカンパニーになることを目指しております。
オリジナルWebサイトの制作も行っており、サイトがない方はもちろん、すでにあるサイトへの集客にもおすすめです。",ファンギミックス株式会社,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/fungimmicks,MEOハブ候補,https://www.fungimmicks.com/
,"東京都新宿を拠点にする、Web制作・マーケティング会社です。
制作実績に関してはBtoB、BtoC幅広くございますので、お打ち合わせ等で実績の公開もさせて頂きます。

制作をして終わりではなく、集客やブランディング等の施策実行についても一気通貫で対応可能です。
また、強みとしているSEO対策におきましては、4,000社様を超える対応実績がございます。

「やりたいことはあるけど、どのようなカタチにすればいいのか分からない」という方はぜひご相談ください。",株式会社eclore,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/eclr,MEOハブ候補,https://rank-quest.jp/
,"Webサイトの構築リニューアルだけでなく、顧客管理システム(CRM)、営業支援ツール（SFA）、マーケティングオートメーション（MA）の導入と伴走型支援を行います。
導入だけではなく、御社の中に課題解決のプロフェッショナルを育てることで御社内でシステムの活用や自走ができる環境を提供します。",ドットシンク株式会社,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/dot-think,MEOハブ候補,https://www.dot-think.com/case
,"CREARISは熊本県を拠点に、全国の小規模事業者向けにホームページ制作を中心としたWeb周りの支援を行なっている会社です。
他にも検索順位対策（SEO、MEO）や動画制作、ロゴ制作など包括的にサービスの提供が可能です。
サイト制作後の運用なども考慮した戦略設定を行い、お客様に寄り添った支援を心がけております。
料金プランも複数ご用意しており、起業当初など資金を抑えた方や初めてホームページを作る方でもご安心していただけるように、個別のニーズに応じた最適なサービスの支援を目指しております。",CREARIS,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/crearis-2141,MEOハブ候補,https://crearis-2141.com/works/
,"弊社では越境含むECサイト・ホームページ制作からVR/AR技術の導入まで幅広くサービスを提供しております。
得意とするスクロールアニメーションでサイトへの訪問者をしっかり惹きつけ、誰にでも親しまれ一貫性のあるウェブデザインを追求しています。
さらに、サイト製作だけでなく、AR（拡張現実）技術も扱えることが強みの一つです。
3Dモデルの制作からウェブサイトへの導入までワンストップで対応しています。
他にもアプリ開発も行っているため、複雑な機能をウェブサイトに導入することも可能です。
このように、様々なITスキルをもってクライアントのニーズに合わせたサービスを幅広く提供しております。",コーナーズプロダクションズ株式会社,keep,Web制作会社プロフィール,,,,,https://web-kanji.com/companies/cornerz,MEOハブ候補,https://cornerz.jp/works/
,ユーザーが求めている情報を整理し、集客力を上げるWEBサイト制作に強みを持つWEBマーケティング会社。多種多様な業種の実績を持ち、サイト運用のノウハウが豊富。様々な強みを持つパートナーが在籍する事で目的に応じたデザイナー選定をしているのも特徴。,Bsidefunny株式会社,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/bsidefunny,MEOハブ候補,https://www.bsidefunny.com/works
,"弊社は、WEB制作を主軸に、サービス、メディアの3つの事業を展開しております。
WEB制作のプロフェッショナルとして、創業以来、WEB制作に特化して事業展開してまいりました。
これまでにお付き合いさせていただいたお客様は約2,200社に上ります。
東京都港区に拠点を構え、Webサイト制作やコンテンツの企画・制作などの事業を行っており、企画から開発、デザイン、プロモーションまでワンストップで依頼できるため、制作に関わる過程を全て任せることが可能です。
自社にWebサイト運営のノウハウがなくても安心してお任せください。",株式会社エッセンティア,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/essentia,MEOハブ候補,https://www.essentia.co.jp/
