address,business_description,company_name,decision,maps_url,phone,reason,source_url,status,url
1500001 東京都,最終更新日時： 2026/08/24 17:16 法人番号 6430001084159 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社ＲＡＣＥコンサルティング レイスコンサルティング コンサルティング業界 小売業界 デザイン業界 その他の業界 コンサルティング業界 / 経営戦略コンサル コンサルティング業界 / IT・DXコンサル デザイン業界 / グラフィックデザイン その他の業界 / その他 ECサイトにおけるコンサルティング業務 （マーケティング・広告運用・ブランディング・構築・運営・商品開発・開発・デザイン、各種グラフィックデザイン、撮影） ,株式会社ＲＡＣＥコンサルティング,keep,,代表者名 代表取締役 高橋 瑞樹,,https://db.grip.website/detail/6430001084159,MEOハブ候補,https://raceconsul.com/
2470056 神奈川県鎌倉市大船２丁目１４番１３号,最終更新日時： 2026/08/24 17:13 法人番号 5021001008802 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社アボック社 アボックシャ IT・ソフトウェア業界 建設・工事業界 素材・一般製造業界 外食業界 デザイン業界 その他の業界 IT・ソフトウェア業界 / クラウド・SaaS(自社製品) 建設・工事業界 / 総合建設(ゼネコン) 素材・一般製造業界 / 印刷・同関連業 外食業界 / 居酒屋・ダイニング デザイン業界 / グラフィックデザイン デザイン業界 / 空間・インテリアデザイン その他の業界 / その他 広告業界 / イベント企画・運営 樹名板（ラベル）および公共標識（サイン）の専門メーカー。公共緑地樹名板の独自開発、ラベル、公共サイン、防災標識の制作、設計協力、改修相談を承る。ラベルはWebで見積・注文可能。 ,株式会社アボック社,keep,,代表者名 代表取締役社長／毛藤 マリコ,,https://db.grip.website/detail/5021001008802,MEOハブ候補,http://www.aboc.co.jp/
9188034 福井県福井市南居町第８１号１番地３５,最終更新日時： 2026/08/24 17:14 法人番号 8210001000895 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社カツクラ カツクラ 素材・一般製造業界 機械・産業装置業界 生活用品業界 アパレル・美容業界 デザイン業界 機械・産業装置業界 / 工作機械・精密測定器 デザイン業界 / グラフィックデザイン 織物製造販売 ,株式会社カツクラ,keep,,0776338580,,https://db.grip.website/detail/8210001000895,MEOハブ候補,http://www.katsukura-corp.co.jp/
4442121 愛知県岡崎市鴨田町字広元１９５番地,最終更新日時： 2026/08/24 17:12 法人番号 1180001121058 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社ネオユニバーサル ネオユニバーサル IT・ソフトウェア業界 自動車・乗り物業界 エンタメ業界 デザイン業界 出版業界 通信業界 IT・ソフトウェア業界 / AI・データ分析・DX推進 エンタメ業界 / アニメ制作 デザイン業界 / グラフィックデザイン 出版業界 / 書籍出版 出版業界 / 雑誌・情報誌 通信業界 / 移動体通信(キャリア) 通信業界 / ISP(プロバイダ) 通信業界 / データセンター 通信業界 / 放送事業(CATV等) ■マニュアル作成 ■テクニカルイラスト作成 ■企画・編集 ■データ処理・加工 ,株式会社ネオユニバーサル,keep,,代表者名 代表取締役社長 古市 貴彦,,https://db.grip.website/detail/1180001121058,MEOハブ候補,https://www.neo-universal.co.jp/
1060046 東京都,最終更新日時： 2026/08/24 17:16 法人番号 1011001049743 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 カゼプロ株式会社 カゼプロ エンタメ業界 外食業界 デザイン業界 広告業界 マスコミ業界 外食業界 / 居酒屋・ダイニング デザイン業界 / グラフィックデザイン デザイン業界 / 空間・インテリアデザイン 広告業界 / 総合広告代理店 広告業界 / イベント企画・運営 ●クリエイティブプランニング、ディレクション ●キャンペーンプランニング、ディレクション ●アカウントプランニング、ディレクション ●商品企画、開発、プロデュース ●広告代理業 ,カゼプロ株式会社,keep,,代表者名 代表取締役 戸練 直木,,https://db.grip.website/detail/1011001049743,MEOハブ候補,https://kazepro.com/
1070061 東京都港区北青山１丁目４番３号,最終更新日時： 2026/08/20 18:25 法人番号 4010401001674 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社アドバンスクリエイティブ エンタメ業界 デザイン業界 広告業界 マスコミ業界 通信業界 デザイン業界 / グラフィックデザイン 広告業界 / 総合広告代理店 通信業界 / 放送事業(CATV等) Webサイト制作、システム開発、UI/UXデザイン、グラフィックデザイン、ブランディング、デジタルマーケティング支援など、企業のデジタル戦略を包括的にサポートするクリエイティブカンパニー。 ,株式会社アドバンスクリエイティブ,keep,,0354120852,,https://db.grip.website/detail/4010401001674,MEOハブ候補,http://creative.advns.co.jp/
4600002 愛知県名古屋市中区丸の内１丁目１６番１５号,最終更新日時： 2026/08/24 17:15 法人番号 8180001112059 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社アイディーアール アイディーアール IT・ソフトウェア業界 デザイン業界 その他の業界 通信業界 IT・ソフトウェア業界 / システム受託開発(SIer・SES) デザイン業界 / グラフィックデザイン その他の業界 / その他 通信業界 / 放送事業(CATV等) 【開発】 業務システム開発 WEBアプリケーション開発 【支援・運用】 エンジニアリングサポート テクニカルサポートサービス 【クリエイティブ】 WEBデザイン制作 グラフィックデザイン制作 ブランディングディレクション ,株式会社アイディーアール,keep,,代表者名 上谷 昌嗣,,https://db.grip.website/detail/8180001112059,MEOハブ候補,https://1dr.co.jp/company/
7400018 山口県岩国市麻里布町３丁目１４番１４号,最終更新日時： 2026/07/05 19:10 法人番号 8250001011484 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社ＣＧＳコ－ポレ－ション シージーエスコーポーレション デザイン業界 デザイン業界 / グラフィックデザイン 技術と創造力で、人、街、暮らしを守る事業を展開しています。 ,株式会社ＣＧＳコ－ポレ－ション,keep,,0827232081,,https://db.grip.website/detail/8250001011484,MEOハブ候補,https://cgs1.co.jp/recruitment/
1710022 東京都豊島区南池袋１丁目１３番２１号,最終更新日時： 2026/04/11 11:21 法人番号 6010001125112 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社デザインネットワーク デザインネットワーク Web・デジタルマーケティング業界 デザイン業界 Web・デジタルマーケティング業界 / Webシステム開発・アプリ開発 デザイン業界 / グラフィックデザイン 設計開発支援 ,株式会社デザインネットワーク,keep,,03-3234-3366,,https://db.grip.website/detail/6010001125112,MEOハブ候補,https://www.design-network.co.jp/corporate/
9518152 新潟県新潟市中央区信濃町１１番７号,最終更新日時： 2026/04/11 11:21 法人番号 2110002009142 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 有限会社オン・デザイン オンデザイン 有限会社オン・デザイン の制作実績・料金を 「ホームページ制作会社データベース」で見る → デザイン業界 Web・デジタルマーケティング業界 / Webサイト制作・デザイン デザイン業界 / グラフィックデザイン パンフレット・カタログ・名刺・チラシなど各種広告デザイン制作、ホームページ（web）企画・制作、レンタルスタジオ運営 ,有限会社オン・デザイン,keep,,代表者名,,https://db.grip.website/detail/2110002009142,MEOハブ候補,http://on-design.jp/company/
0600042 北海道札幌市中央区大通西１６丁目２－３ルーブル１６ ７０２,最終更新日時： 2026/04/16 23:32 法人番号 6430003004197 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社ｖａｌｏｖａ． ヴァロヴァ 株式会社ｖａｌｏｖａ． の制作実績・料金を 「ホームページ制作会社データベース」で見る → Web・デジタルマーケティング業界 デザイン業界 Web・デジタルマーケティング業界 / Webサイト制作・デザイン デザイン業界 / グラフィックデザイン 北海道札幌市中央区に拠点を置く、2015年設立の総合デザイン制作会社です。「クリエイティブの力で価値を可視化する」ことを軸に、グラフィックデザイン、Webサイト制作、映像制作（CM・PV・VP）など、多角的な広告制作・プロモーション事業を展開しています。主な事業内容は、企業のブランディングを支えるロゴやカタログのグラフィックデザイン、UI/UXを重視したWeb制作、ならびにテレビCMやプロモーションビデオの企画・撮影・編集です。最大の特徴は、静止画から動画までを一貫して手掛ける「トータルクリエイティブ力」にあり、ウェディングシーンにおける写真・動画撮影や編集といった、個人の想いを形にするサービスにも定評があります。札幌という地域性を活かしつつ、洗練されたビジュアル表現とメッセージ性の高い映像表現を融合させた、ハイクオリティな成果品が強みです。クライアントの課題に対して柔軟かつクリエイティブな解法を提示し、デジタルとリアルの両面から企業のコミュニケーション活動を支援し続けている、精鋭のクリエイター集団です。 ,株式会社ｖａｌｏｖａ．,keep,,代表者名,,https://db.grip.website/detail/6430003004197,MEOハブ候補,https://valova.jp/
2760036 千葉県八千代市高津７００番２,最終更新日時： 2026/04/11 11:21 法人番号 5040001023891 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 エクセレント株式会社 エクセレント 素材・一般製造業界 デザイン業界 素材・一般製造業界 / 印刷・同関連業 デザイン業界 / グラフィックデザイン パッケージの企画・デザイン、印刷物制作・加工、アッセンブリ・梱包、発送・納品代行までを一貫して提供し、マーケティング活動をサポートします。 ,エクセレント株式会社,keep,,047-458-6050,,https://db.grip.website/detail/5040001023891,MEOハブ候補,https://www.excellent-ex.co.jp/
1500021 東京都,最終更新日時： 2026/08/24 20:22 法人番号 8011001159032 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社ＯＮＥ ＳＴＲＩＫＥ ワンストライク IT・ソフトウェア業界 教育業界 デザイン業界 IT・ソフトウェア業界 / システム受託開発(SIer・SES) 教育業界 / 通信教育・eラーニング デザイン業界 / グラフィックデザイン クリエイティブ・IT教育事業 各種クリエイティブ事業 システム開発・管理事業 クリエイター紹介事業 ,株式会社ＯＮＥ　ＳＴＲＩＫＥ,keep,,-,,https://db.grip.website/detail/8011001159032,MEOハブ候補,https://onestrike.jp/
4700344 愛知県豊田市保見町井ノ口７２番地２,最終更新日時： 2026/04/11 11:21 法人番号 8180301020754 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社サン・プロテック サンプロテック デザイン業界 出版業界 デザイン業界 / グラフィックデザイン 出版業界 / 編集プロダクション マンガ・イラストの制作、マニュアル・パンフレットの編集、デザイン業務 ,株式会社サン・プロテック,keep,,0565-41-3353,,https://db.grip.website/detail/8180301020754,MEOハブ候補,https://www.purotec.co.jp/
1120015 東京都文京区目白台２丁目１７番１２号,最終更新日時： 2026/04/11 11:21 法人番号 4010001008054 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社ユー・エス・エス デザイン業界 デザイン業界 / グラフィックデザイン 護国寺を拠点にデザイン制作会社 ,株式会社ユー・エス・エス,keep,,代表者名,,https://db.grip.website/detail/4010001008054,MEOハブ候補,https://www.uss-ueda.co.jp/web/index.html
1600023 東京都新宿区西新宿２丁目６番１号,最終更新日時： 2026/04/12 17:51 法人番号 6011101010740 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 住友不動産シスコン株式会社 スミトモフドウサンシスコン 生活用品業界 デザイン業界 生活用品業界 / 家具・寝具製造 デザイン業界 / グラフィックデザイン ・インテリア販売 家具、照明器具、カーテン、ブラインド等のインテリア商品及びエクステリア商品の販売 ・企画、設計、デザイン 企画、建築設計、インテリアデザイン、インテリアコーディネート ・駐車場事業 等 ,住友不動産シスコン株式会社,keep,,代表者名 利根川 智,,https://db.grip.website/detail/6011101010740,MEOハブ候補,https://www.sumitomo-syscon.com/
2430815 神奈川県厚木市妻田西１丁目２１番２号,最終更新日時： 2026/04/11 11:21 法人番号 7021002031041 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社オーエスアート デザイン業界 デザイン業界 / グラフィックデザイン 株式会社オーエスアートは、看板製作・施工を主たる事業としています。店舗の成長に不可欠な看板を、「単なる目印」ではなく「ブランドの価値を語る媒体」と捉え、洗練されたデザインと適切な表現で店舗の個性を際立たせ、信頼感を築き、成長を後押しする提案を行っています。平安時代から続く集客ツールとしての看板の歴史を踏まえつつ、デザイン性と機能性を融合させた看板を通して店舗の成長を創造します。プロの看板屋として、お客様の想いを形にする「伝える力」を大切にし、デザインの細部、素材選び、照明、設置方法まで妥協せず検討し、店舗や企業の魅力を最大限に引き出すことを使命としています。創業30年の信頼と経験に裏打ちされた提案力で、未来に誇れる看板を提供します。対応エリアは東京都、神奈川県、埼玉県、千葉県ですが、その他のエリアのお客様には通販サイト「WEB CAN」を通じてサービスを提供しています。 ,株式会社オーエスアート,keep,,046-296-1688,,https://db.grip.website/detail/7021002031041,MEOハブ候補,http://www.os-art.co.jp/company/
0600807 北海道札幌市北区北七条西１丁目１番地２,最終更新日時： 2026/07/04 09:30 法人番号 6430001032588 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社ＧＳＩ ジーエスアイ IT・ソフトウェア業界 Web・デジタルマーケティング業界 デザイン業界 その他の業界 ゲーム業界 通信業界 IT・ソフトウェア業界 / システム受託開発(SIer・SES) IT・ソフトウェア業界 / ソフトウェア・パッケージ IT・ソフトウェア業界 / クラウド・SaaS(自社製品) Web・デジタルマーケティング業界 / Webシステム開発・アプリ開発 デザイン業界 / グラフィックデザイン その他の業界 / その他 ゲーム業界 / スマホ・オンラインゲーム 通信業界 / 移動体通信(キャリア) 通信業界 / ISP(プロバイダ) 通信業界 / データセンター インターネット付随サービス業 ,株式会社ＧＳＩ,keep,,代表者名 代表取締役社長 小沢 隆徳,,https://db.grip.website/detail/6430001032588,MEOハブ候補,https://glue-si.com/
1040054 東京都,最終更新日時： 2026/06/24 12:18 法人番号 3010001129033 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社メック・デザイン・インターナショナル メックデザインインターナショナル 株式会社メック・デザイン・インターナショナル の制作実績・料金を 「ホームページ制作会社データベース」で見る → Web・デジタルマーケティング業界 デザイン業界 Web・デジタルマーケティング業界 / Webサイト制作・デザイン デザイン業界 / グラフィックデザイン Webサイト、UI/UXデザイン、ブランディング、グラフィックデザイン、映像制作、空間デザインなど、多岐にわたるデザイン制作事業を展開。企業の課題解決に貢献するクリエイティブを提供。 ,株式会社メック・デザイン・インターナショナル,keep,,0367040100,,https://db.grip.website/detail/3010001129033,MEOハブ候補,https://www.mecdesign.co.jp/
1010042 東京都,最終更新日時： 2026/07/04 09:30 法人番号 6030001040549 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社グローバー グローバー IT・ソフトウェア業界 デザイン業界 IT・ソフトウェア業界 / システム受託開発(SIer・SES) IT・ソフトウェア業界 / AI・データ分析・DX推進 デザイン業界 / グラフィックデザイン Webサイト制作、システム開発、UI/UXデザイン、デジタルマーケティング支援。企業のDX推進を支援し、最適なデジタルソリューションを提供します。 ,株式会社グローバー,keep,,03-3527-1020,,https://db.grip.website/detail/6030001040549,MEOハブ候補,https://www.globar.co.jp/
1130033 東京都文京区本郷５丁目３３番１４号,最終更新日時： 2026/04/11 11:21 法人番号 1010001000187 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社アーバン・コミュニケーション アーバンコミュニケーション 株式会社アーバン・コミュニケーション の制作実績・料金を 「ホームページ制作会社データベース」で見る → Web・デジタルマーケティング業界 デザイン業界 Web・デジタルマーケティング業界 / Webサイト制作・デザイン デザイン業界 / グラフィックデザイン 株式会社アーバン・コミュニケーションは、東京都文京区本郷に本社を置くデザイン・Web制作会社。名刺デザイン、Webデザイン・コーディング、各種印刷物制作を主要事業とする。 ,株式会社アーバン・コミュニケーション,keep,,代表者名,,https://db.grip.website/detail/1010001000187,MEOハブ候補,http://www.urbancommunication.jp/
1500001 東京都渋谷区神宮前５丁目５３番６７号,最終更新日時： 2026/04/11 11:21 法人番号 1010701006244 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社ＦＩＥＬＤ ＭＡＮＡＧＥＭＥＮＴ ＥＸＰＡＮＤ フィールドマネージメントエクスパンド デザイン業界 デザイン業界 / グラフィックデザイン 設計から実行までを担うコミュニケーションデザインの提供 ,株式会社ＦＩＥＬＤ　ＭＡＮＡＧＥＭＥＮＴ　ＥＸＰＡＮＤ,keep,,代表者名 代表取締役 安田 浩之,,https://db.grip.website/detail/1010701006244,MEOハブ候補,https://group-fm.com/
5770065 大阪府東大阪市高井田中４丁目１番１９号,最終更新日時： 2026/04/11 11:21 法人番号 8122001009554 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社宣伝館 デザイン業界 広告業界 デザイン業界 / グラフィックデザイン 広告業界 / 総合広告代理店 株式会社宣伝館は、総合広告代理業として、デザイン制作（印刷物全般、販促ツール、営業ツール、SNSバナー、イラスト、ロゴマーク）、企画、印刷を手掛けています。また、新聞折込、ぱど折込、リビング新聞折込の手配や、チラッシュ配布、ポスティング手配、DM発送手配も行っています。さらに、3D制作、VCM制作、ホームページ制作・最適化、広告企画全般、WEBコンテストサイト運営（投票館）なども事業内容に含まれます。お客様の広告に関するお困りごとを解決へと導く会社です。特に、チラシ・販促ツールのデザインから配布までを一括で依頼できる総合広告代理店として、集客できるホームページ制作や、広告媒体の貸し借りサイトの運営なども行っています。価格面だけでなく、手間と時間がかかる作業にも注力し、お客様の業務効率アップやイメージアップに貢献することを目指しています。紙媒体とWEBの融合も重視し、中長期的な集客やコストダウン、イメージアップへの取り組みを追及しています。 ,株式会社宣伝館,keep,,06-4308-3300,,https://db.grip.website/detail/8122001009554,MEOハブ候補,https://sendenkan.com/company/
1710021 東京都,最終更新日時： 2026/07/07 08:43 法人番号 2013301036024 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 ＥＧテスティングサービス株式会社 イージーテスティングサービス IT・ソフトウェア業界 コンサルティング業界 Web・デジタルマーケティング業界 デザイン業界 人材業界 その他の業界 IT・ソフトウェア業界 / システム受託開発(SIer・SES) IT・ソフトウェア業界 / クラウド・SaaS(自社製品) IT・ソフトウェア業界 / 情報セキュリティ コンサルティング業界 / マーケティングコンサル Web・デジタルマーケティング業界 / Webシステム開発・アプリ開発 デザイン業界 / グラフィックデザイン 人材業界 / 人材紹介 人材業界 / 人材派遣 その他の業界 / その他 スマートフォンアプリ、WEBシステムなどの専門性を持ったテスト事業。アプリケーション、システム、サービスの不具合を検出・報告するテスト作業において、人、実績に強みを持つ。関連会社との連携も可能。 ,ＥＧテスティングサービス株式会社,keep,,03-5956-2077,,https://db.grip.website/detail/2013301036024,MEOハブ候補,https://eg-testing.co.jp/
1300025 東京都墨田区千歳３丁目１８番４号,最終更新日時： 2026/07/22 12:08 法人番号 7010601041641 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社クリエイティブサテライト クリエイティブサテライト デザイン業界 デザイン業界 / グラフィックデザイン ■グラフィックデザインの企画立案、制作、印刷（カタログ・ポスター・チラシ・IRツールなど） ,株式会社クリエイティブサテライト,keep,,代表者名 岡野 弘,,https://db.grip.website/detail/7010601041641,MEOハブ候補,http://www.c-satellite.com/
1680064 東京都杉並区永福２丁目９番１４号,最終更新日時： 2026/07/04 17:34 法人番号 3011302008933 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 有限会社水野プロダクション ミズノプロダクション デザイン業界 デザイン業界 / グラフィックデザイン ◇パッケージ、カードゲーム、ロゴデザイン ◇商品やキャラクターの企画デザイン ,有限会社水野プロダクション,keep,,代表者名 代表取締役 秋山 伸二,,https://db.grip.website/detail/3011302008933,MEOハブ候補,https://www.mizunopro.co.jp/
