display_name,url,contact_url,evidence,source_url,company_name,fetch
FOOD & LIFE INNOVATIONS,https://inv.food-and-life.co.jp/,https://inv.food-and-life.co.jp/#top-contact,「鮨酒肴 杉玉」は回転寿司のスシローグループの調達力と当社の商品開発力を掛け合わせて、鮮度・味・見た目にもこだわった寿司や一品料理、食事と相性抜群の自慢のお酒を提供する大衆寿司居酒屋です。全国にフランチャイズ展開を推進しております。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25344/,,ok
FRANCHISE PEOPLE,https://www.fig-cop.co.jp/,,フランチャイズビジネスの正しい情報発信を行うため、フランチャイズ本部企業やフランチャイズ加盟企業の生の声にアンテナを張る、日本では数少ないフランチャイズビジネスの専門企業が厳選されたFCブランドを紹介。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25401/,,ok
GIANT SWING PRODUCTIONS,https://giantswingproductions.com/,https://giantswingproductions.com/contact,トレーラーハウスを活用し、「美容×サウナ×グランピング」を融合させたウェルネス複合事業モデル。 低コスト・短工期で導入可能な可動式トレーラーハウスにより、小規模から開始でき、遊休地活用や新規事業に適したモデルである。 本部委託型フランチャイズであり、固定費はゼロ。 日々の運営は本部が担うため、オーナーは本業を持ちながらの副業・Wワークでの参画も可能である。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25859/,株式会社GIANT,ok
GTキャピタルファンド,https://capital-funds.co.jp/,https://capital-funds.co.jp/contact.html,【外貨両替機のオーナー様募集】 自動外貨両替機を購入し、設置するだけで事業がスタートできます。 外貨を円に両替する際の手数料で稼げる自動外貨両替機ビジネスです。 設置費無料、人件費不要! 本業に集中しながら副収入が得られます。 設置場所も弊社にお任せください! 是非この機会にお立ち寄りください。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25742/,GTキャピタルファンド株式会社,ok
HER,https://www.her.co.jp/,https://www.her.co.jp/contact/,環境計量証明事業を主体とした環境分析、測定、水質検査等の環境計量証明フランチャイズシステム。 創業以来34年以上で培ったノウハウを基に、各都道府県に1店舗限定のFC事業を展開。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25469/,株式会社HER,ok
HITOSUKE,https://hitosuke.com/,https://hitosuke.com/contact,ラーメン GINZA TON BOX のフランチャイズモデルを紹介するとともに、フードコートにて看板商品である「醤油ラーメン」を販売する。 ミシュラン12年連続掲載の店主が監修した豚清湯スープのラーメンを提供し、味のクオリティやオペレーションの実際を来場者が直接確認できる構成である。 出店後の営業イメージを具体的に把握できる展示内容となっている。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25546/,株式会社HITOSUKE,ok
HITOWA ライフパートナーカンパニー,https://www.hitowa.com/,https://www.hitowa.com/contact/,2025年におそうじ本舗は25周年を迎えた。ハウスクリーニングは、お客様のプライベート空間である自宅において数時間サービスを提供する、信頼性が強く求められる業務である。見ず知らずのスタッフを迎え入れるという特性上、ブランドへの信頼は不可欠である。おそうじ本舗は25年にわたり培った実績と高い認知度により、多くの顧客から信頼を獲得しているチェーンである。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25409/,株式会社HITOWA,ok
HLC「ソレイルミナーレ(リハビリ特化型デイサービス)」,https://s-hlc.co.jp/,https://s-hlc.co.jp/contact/,昭和のデイサービスはもう終わり!検証に検証を重ね、負ける気がしない圧倒的自信作を見て感じて頂きたい! どこの地域でも圧倒的に魅了され、顧客ニーズにマッチ!今まで無かった新しく斬新なリハビリ特化型デイサービス!!! 経験とノウハウを生かし、業界の当たり前を変えてやります! ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25335/,株式会社,ok
HYV,https://hyv.co.jp/,https://hyv.co.jp/contact,【Olive pilates by the SILK】 【オーダーメイド整体 TADASU】 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25716/,株式会社HYV,ok
IBJ,https://www.ibjapan.com/kaisetu/,https://www.ibjapan.com/kaisetu/form_kamei/,IBJは業界唯一の東証プライム上場企業。成婚数・会員数ともに国内最大級のネットワークを誇り、未経験からでも「成婚を生み出すプロ」として開業可能である。 店舗不要、在庫なし、1人での運営ができ、粗利率90%超という高い収益性が特長。副業や主婦の起業、法人の新規事業として選ばれ、事業継続率は97%に達する。 少子化という社会課題に挑み、感謝の言葉が直接届く「やり,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25276/,,ok
Italian Kitchen VANSAN,https://vansan-ltd.jp/,https://vansan-ltd.jp/information/,郊外住宅街立地で地域の子育てママを中心にお洒落体験を提供するカジュアルイタリアン。コロナ前は全店黒字で平均投資回収2.5年を実現。商品は本格的ながらもチェーンオペレーション化を徹底追求し、未経験者でも複数店舗展開している。遂に地方都市でのロードサイド展開もスタートし、大変好調に推移している。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25168/,株式会社VANSAN,ok
K Village 韓国語教室,https://fc.kvillage.jp/lp01-1/,https://fc.kvillage.jp/lp01-1/#contact,"全国27校・生徒数16,000人超の韓国語教室「K Village韓国語」のフランチャイズ募集である。月間1,500件超の体験問い合わせを基盤に、開業後の集客・運営を本部が仕組みで支援する。直営全校黒字の再現性を強みに、初心者でも取り組める教育サービス型FCモデルを提案する。 ",https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25940/,株式会社K,ok
K-ブランドオフ,https://www.brandoff.co.jp/fc/,https://www.brandoff.co.jp/fc/contact/,これまで直営店舗のみで展開してきたノウハウをフランチャイズショーで公開。 展示ブースでは、グループ独自開発のブランド品のAI真贋鑑定を体験できる。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25065/,株式会社K,ok
KOKO,https://ko-ko.world/,,〈外貨両替機事業〉 外貨両替機を活用する事業オーナー様を募集 少ない手元資金で、人件費・労力をかけずに、中長期的に成長する分野に等とお考えの方々に特におすすめ 〈レンタルスペース〉 低コスト・高利回りの空間レンタルビジネスで稼ぐ副業術をご紹介 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25098/,,ok
LeaguE,https://league-jp.com/,https://league-jp.com/contact/,株式会社LeaguEは、海外の隠れた逸品を発掘し日本市場に展開するほか、商品をお持ちでない方でも独自ブランドを立ち上げられる様、商品選定から運用までトータルサポートしている。さらに、クラウドファンディングでの資金調達支援やネット業務の丸投げ代行サービスを通じて、ビジネスの壁を解消する。これまでに多くのプロジェクトを成功へと導いた実績を活かし、お客様の事業成長,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/24878/,株式会社LeaguE,ok
Lime,https://lime-fit.com/,https://lime-fit.com/company.html,【ハーブピーリング│ニキビケア専門店 韓国肌管理Belle】肌状態が印象の8割を決める。もうエステサロンで失敗をしたくないというお客様に「高単価・高技術」の施術を提供する。マンションの1室でも営業可能でランニングコストが低いため利益率が高く、かつ手離れがよいビジネスモデルである。現在全国200店舗(2026年1月時点)展開中で、さらなる店舗拡大のために加盟店,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25430/,,ok
MEホールディングス,https://mefudosan.jp/index.html,https://mefudosan.jp/contact/index.html,不動産流通業で22年 集客、採用、育成すべてのノウハウを提供します 「不動産業に挑戦したい」「事業を成長させたい」と考えてる方に、力強いサポート・環境を提供します ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25155/,,ok
Mobility Box,https://www.mobilitybox.co.jp/,https://www.mobilitybox.co.jp/contact/,水を使わずに専用薬剤を使用したウォーターレス洗車のFC事業募集。 モビリティボックスのフランチャイズは、出張型ビジネスのため事業所・店舗の設備工事や改修工事はゼロ円。 新規の物件契約も不要。 初期コストが低い分、早い段階で手元にキャッシュを残すことが可能。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25180/,会社名株式会社,ok
NAYUTAS,https://nayutas.net/,https://nayutas.net/contact/,"在籍生徒数10,000人を突破した、ボイストレーニングスクール「ナユタス」のFC加盟案内資料、収益モデル、既存加盟校の声などを展示する。 ",https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25433/,,ok
NEXT,https://nextjp.co.jp/next-company/,https://nextjp.co.jp/next-contact/,PC1台で、場所や時間を問わず1日1時間から取り組める兼業ビジネスである。本部開発の独自システムが商品リサーチや在庫管理を自動代行するため、専門知識やスキルは一切不要である。未経験者による月商200万円超の実績も多数あり、短時間で高い成果が見込める。開業後もノウハウ提供や勉強会などのサポートが充実しており、本業と両立しながら収益化を目指せる仕組みとなっている,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25143/,株式会社NEXT,ok
NEXYZ.,https://www.nexyz.jp/,https://www.nexyz.jp/contact/general/,厨房機器や、照明・空調を中心とした店舗設備を取り扱う。初期コストが一切かからない独自のサービス『ネクシーズ・ゼロシリーズ』を展開しており、古い設備の入れ替えから、新店オープン時の設備導入まで幅広く対応。契約終了後は所有権がお客様へ移行するため掛け捨てにならない。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/24806/,,ok
NSEリアルエステート,https://www.nse-r.com/,https://www.nse-r.com/FormMail/,大阪をはじめとする関西地域における新規店舗の出店、商業テナントのリーシングを行い、幅広い物件情報を扱っている。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/24558/,,ok
OKULAB,https://okulab.co.jp/,https://okulab.co.jp/contact,洗濯をより便利に、心地よくするランドリー「Baluko Laundry Place」の運営会社、株式会社OKULABが低リスク・利回り・管理しやすいコインランドリー出店を提案。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25352/,,ok
ONKURI,https://onkuri.jp/,https://onkuri.jp/index.php/info/,シニア向けお弁当宅配サービスをベースとしたボランタリーチェーンの本部である。未経験者でも開業ができるようフランチャイズと同じノウハウを持ち、なおかつ自身に合わせた経営が可能である。現在の事業とシニア向けの事業をかけ合わせる事が可能になり、大きくなるシニア市場へ参画が可能。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25503/,株式会社ONKURI,ok
PINK TOKYO JAPAN,https://pinktokyo.co.jp/,,スマートフォンケース自動プリント販売機の展示。自分のデータフォルダーの写真から自動販売機に送信するとその場で約3分でオリジナルケースが完成する装置。 インバウンドや子供の写真ペット等、若い人からシニア層まで幅広い年齢層やニーズに対応。 特定のターゲットに偏らず、安定した集客と高い回転率を実現します。今までにない超高収益自動販売機。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25839/,,ok
ROYAL FOOD SERVICE,https://www.tenya.co.jp/,https://www.tenya.co.jp/contact/,日本の伝統的な食文化である「天ぷら」の大衆化をコンセプトに、高級専門店でしか味わえなかった高品質の天丼・天ぷらを清潔な店舗・気持ちの良いサービス・お値打ち価格で提供している。現在地方にはまだ店舗が少ないため、2026フランチャイズショー出展を契機に広く募集を行いFC方式で全国展開を目指している。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/24915/,,ok
Repilates,https://repilates.jp/,https://repilates.jp/contact/,マシンピラティススタジオ「Repilates」のフランチャイズモデルの展示。 スタジオプログラムの核となるオリジナルのピラティスマシンの展示と、インストラクターの養成コースの展示。ピラティス事業に必要な要素を全て自社にてご提供することで通常より低コストで出店をサポート ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25724/,repilates株式会社,ok
SAHANJI,https://www.fit-it.co.jp/,https://www.fit-it.co.jp/%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B/,抹茶、わらび餅ドリンク、タピオカドリンク、クレープ、ソフトクリームなど若者に人気の和スイーツ専門店「SAHANJI(サハンジ)」。希望エリアと予算に合わせて条件に合った店舗を提案する。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25104/,株式会社フィットイット,ok
SBIアルヒ,https://www.sbiaruhi-group.jp/,https://www.sbiaruhi-group.jp/ir/contact,【首都圏FCショー初出展】SBIアルヒは全国に約100店舗を展開する東証プライム上場企業でSBIグループの国内最大手の住宅ローン専門金融機関である。全期間固定金利のフラット35は15年連続実行シェアNo.1の実績を誇り、独自の変動金利商品や各種保険商品なども幅広く提供。新規貸出額が年間20兆円を超える巨大マーケットへと成長している住宅ローン業界へ代理店として,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25418/,SBIアルヒ株式会社,ok
STREET CHURROS JAPAN,https://streetchurros.jp/,https://streetchurros.jp/#form,STREET CHURROSは韓国で生まれ、韓国120店舗・世界9ヶ国に展開する世界一のチュロスカフェブランドである。小スペース・少人数・高収益を実現できる効率的なモデルで、未経験でも再現性の高い運営が可能となる。シンプルな導入ハードルと強いブランド力で、低リスクで始められる成長ビジネスである。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/24716/,,ok
SUMiTAS,https://sumitas-fc.com/,https://sumitas-fc.com/whitepaper/,全国に展開する不動産売買専門のフランチャイズ「SUMiTAS」ブランドの、ノウハウ・システム・ブランディングを紹介。販促ツール以外はサービスの提供のため、サービスの概要資料やシステム運用時のデモンストレーション画面は、来場者の要望に応じて適宜個別にて展開する。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/24252/,株式会社SUMiTASの会社概要,ok
SheepMedical,https://bioport-plus.my.canva.site/bio-lp,,"BIOPORT+は、サロンなど多様な店舗で処方薬の案内を可能にするオンライン医療・処方サービスである。 リリース約1年半で約1,000店舗が導入。 AGAや美白・美肌、ダイエット薬など幅広く対応可能である。 事業連携・代理店など、共に市場拡大を目指すビジネスパートナー様を募集している。 ",https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25658/,,ok
TOYO EVERYDAY HOLDINGS,https://www.toyo-egroup.jp/,https://www.toyo-egroup.jp/contact,"クレーンゲームのテーマパーク「エブリデイとってき屋」の運営実績と商品企画を基に、クレーンとカプセルトイを融合した新業態『ロッカーズ』を提案する。100円から遊べ1,000円で必ず当たる信頼感と大型景品による高揚感を実現しつつ、自社開発システムにより20坪からの低投資・ローコスト運営を可能としている。ブースでは実機とレイアウトを再現しており、次世代の楽しさと収",https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25822/,株式会社TOYO,ok
Trapped,https://trapped.com/,https://trapped.com/contact,カナダ・トロントに本社をおくTRAPPEDは、北米最大級のエスケープルーム(脱出ゲーム)チェーンである。カナダおよびアメリカにおいて計48拠点を展開し、シネマ型脱出体験、T-Bar、T-Labを融合した複合型エンターテインメントモデルを展開している。オーストラリア、インド、UAEではすでにマスターフランチャイズ契約を締結済みである。現在、日本およびアジア地域,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25944/,,ok
UBX BOXING + STRENGTH,https://promo.ubxtraining.co.jp/,https://promo.ubxtraining.co.jp/,オーストラリア発のブティック型フィットネススタジオ『UBX BOXING + STRENGTH』(ユーボックス)のサービスを紹介。UBXが提供するスタジオモデルのイメージを展示し、サービス内容の紹介をワークアウトを実演しながら行う。UBXビジネスモデルの何がユニークなのか?従来のフィットネス業界が持つビジネスモデルとの違いや差別化ポイントを、フランチャイズ加,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25116/,株式会社UBX,ok
UMAMI BURGER JAPAN,https://www.umamiburger.jp/,https://www.umamiburger.jp/information/,ロサンゼルス発祥のグルメバーガーブランド、UMAMI BURGER。 日本語の「うま味」をコンセプトに、食材のうま味を最大限に引き出す調理法を追求している。 本展示では、安定した品質を実現するフランチャイズの仕組みと事業モデルに加え、導入から運営までの具体的なサポート体制をご紹介。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/24981/,,ok
VISA TO AMERICA,https://e2visatoamerica.com/,https://e2visatoamerica.com/contact/,33年以上の実績を持つ当社はE-2、E-1、L-1、およびEB-5ヴィザに特化し、企業と投資家に円滑な米国移民プロセスをご案内。お客様のニーズに合わせた専門的なアドバイスをご提供。The JAPAN INTERNATIONAL FRANCHISE SHOWの私達のブースで待っている。共に未来を築こう! ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25962/,,ok
WATAYOSHI KITCHEN,https://www.watayoshi.co.jp/,https://www.watayoshi.co.jp/category/information/,WATAYOSHI KITCHENは、高級弁当市場に特化したフランチャイズ対応ブランドである。少人数運営とセントラルキッチン連携により、品質の均一化と安定した収益モデルを構築。法人・団体需要を軸に、継続受注が見込める業態である。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25610/,株式会社,ok
WriteVideo,https://www.writevideo.ai/,https://www.writevideo.ai/contact,文章を書くだけで動画ができるWriteVideo。何度も繰り返し行う説明業務をAIが皆さんの代わりに説明。AIにキーワードを入力するだけで、最適な動画の構成・セリフ・レイアウトを生成。業務で活用しているお手持ちのPDFやPowerPoint、文字しかない分かりにくいWordのマニュアルをアップロードするだけでも、最短5分でAIが分かりやすく説明動画を作成して,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25328/,株式会社X,ok
Xiamen Suxiang Technology,https://www.sx3d.ai/,,プロフェッショナルな統合型3Dイメージングソリューションを提供 【製品】リアルな3Dポートレート再構築、3Dカートゥーン生成、3Dエンボス加工制作、フルカラー3Dプリンティング 【技術力】AIによる3D再構築、3Dモデルのインテリジェント修復、ハードウェアイメージングアルゴリズム、フルカラー3Dプリントの大量一括納品体制ならびにEnd-to-Endのデジタル,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25932/,,ok
ZEAL,https://zeal-b.com/company/,https://zeal-b.com/lpallcontact/,「動けるカラダは美しい」を掲げるZEAL BOXING FITNESSは、ボクシングの高揚感とフィットネスを融合させたジムである。プロボクサーの知見と独自のコンディショニング理論により、未経験者でも楽しみながら理想の体作りが可能だ。洗練された空間でパーソナルとグループの通い放題プランを提供し、わずか1年で全国30店舗以上に拡大。高い継続率を誇る、新時代の運動,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25956/,社名株式会社,ok
double,https://double0703.com/,https://double0703.com/contact/,"全国90店舗展開! 「餃子のかっちゃん」等の成長の秘訣を公開します。 SNS集客×職人不要の省オペレーションにより、 未経験でも月商1,650万円を狙える高収益モデルを提案。 20〜40代に刺さる「ネオ大衆酒場」のブランディングから、 空中階での成功事例、開業後の伴走支援まで実例を交えて解説します。 新規事業や多角化を検討中の法人様、ぜひ当ブースへお越しくだ",https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25881/,株式会社,ok
eeeats,https://eeeats.jp/,,予約の取れないラーメン店として有名になった「むかん」! 食べログラーメンランキングTOP3 東京3位 全国5位(2025年9月時点) 圧倒的人気を誇るラーメン店「むかん」のFC加盟募集! ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25572/,株式会社eeeats,ok
nobitel,https://corporate.nobitel.co.jp/,,WECLE(ウィークル)は、1回たった30分間でマシンを順番に使うだけの“サーキット型ピラティス” を導入した「予約不要」「着替え不要」「通い放題」の マシンピラティススタジオです。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25144/,株式会社nobitel,ok
tocotoco,https://to-co-to-co.co.jp/,,"景気などの外的要因に左右されない「超安定型」の収益構造で年商4億円も可能! 障がい者数は年間50万人のペースで増加し、グループホームが不足しています! 運営を本部が行う代行プランも登場!2,000拠点の圧倒的なノウハウ量でサポートいたします! ",https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25182/,tocotoco株式会社,ok
おめで鯛焼き本舗,https://www.del-sole.co.jp/brand/product_sales/omedetaiyaki/,,目元と口元がにっこり笑っていると笑顔の鯛焼き。表と裏に「昇運・招福」をかついでいる、縁起の良い鯛焼き。あんこは厳選十勝産小豆100%、特製ベーコンとオリジナルソース、新鮮なキャベツをたっぷりはさんだお好み焼き風の「お好み鯛焼き」は濃厚なソースとキャベツのさっぱりした甘みのバランスが絶妙な人気メニュー。総投資1千万円以内で出店可能、全国FCオーナー募集中。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/24531/,,ok
お酒の美術館,https://osakeno-museum.com/,https://osakeno-museum.com/otoiawase/,路面店を中心に世界の酒をお手頃価格で提供してきた【お酒の美術館】が、ローソンに続きファミリーマートとも提携。コンビニのイートインスペースを活用した、立地・集客に不安のないバー経営を実現。おつまみはコンビニからの持ち込みが可能なため、調理などの手間がかからず、アルバイト1名での運営も可能。コンビニバー以外にもさらに駅直結店舗や空港、商業施設へも続々OPEN。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25030/,,ok
かめや,https://www.yakitateya.com/,https://www.yakitateya.com/information,長野県発祥のローカルチェーンとして、30年以上の展開実績を持つ「たこ焼、たい焼」のテイクアウト業態です。現在では全国に約70店舗を展開しており、地域密着型の営業スタイルと低投資のビジネスモデルで個人オーナー様も多数ご活躍中です。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25595/,かめやグループ株式会社,ok
からあげ専門店 鶏笑,https://nis-torisho.com/,https://nis-torisho.com/contact/,からあげ専門店「鶏笑」は、からあげグランプリ最高金賞を受賞した商品力を強みとするフランチャイズブランドである。国産鶏肉100%と秘伝の味付けにより高いリピート率を実現している。小規模・低投資での出店が可能で、業態転換や多店舗展開を検討する法人に適したモデルである。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25780/,株式会社NIS,ok
からだ元気治療院,http://www.karada-genki.com/,https://www.karada-genki.com/franchise-inquiry/,訪問専門の鍼灸マッサージ治療院のフランチャイズのパイオニア! 社会貢献と安定収益を両輪で推進できます! 店舗を持たない訪問型の治療院だから開業費最安水準! オーナーさんは施術不要! 国の制度ビジネスなので安定経営ができる需要拡大の介護事業へ参入しませんか! ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25815/,株式会社からだ元気治療院,ok
きたえないジム,https://zero-softness.jp/,https://zero-softness.jp/#section-114,生涯続けられるフィットネス「きたえないジム」の紹介。ミドル～シニア層・運動嫌いをターゲットにした健康増進・介護予防フィットネス。従来の筋トレ重視のフィットネスとは違い、誰でも簡単に動くカラダを手に入れる事ができる「きたえないジム」の開業サポートを行う。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25187/,小野医療器株式会社,ok
さかい珈琲,https://www.sakaicoffee.jp/,,当社がフランチャイズビジネスとして展開する「さかい珈琲」は、東海地区発祥の郊外型喫茶店として、居心地の良い空間で珈琲などの飲み物やバリエーション豊富なモーニングサービス、美味しい食事メニューを提供する店である。珈琲1杯でゆっくりとくつろいでいただける場所を提供する店として、高齢者や女性のお客様に多くご来店いただくことで、安定的かつ長期的なビジネスとして提案す,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/24826/,,ok
つえ屋,https://www.e-104.info/,https://www.e-104.info/contact,本格的な木製ステッキから旅行、携帯に便利な折りたたみ式ステッキや豊富なデザインの伸縮ステッキなどの実用ステッキまで幅広く、老若男女、年齢を選ばないデザインを取りそろえている他に類のない専門店。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25108/,株式会社つえ屋,ok
とろけるハンバーグ福よし,https://tgal.jp/,https://tgal.jp/contact.html,調理工程は『鉄板で焼く』だけなので、未経験でも簡単に調理可能。 店舗運営に関するマニュアルを完備しておりますので、経営・人材育成も安心です。 この度、元祖『育てる系ハンバーグ』の「とろけるハンバーグ」を全国のお客様に楽しんでいただくため、フランチャイズオーナー様を募集いたします! 全国に『美味しい』を届けていただける方を積極的に募集中! ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25130/,,ok
どこでもミュゼプラチナム,https://dokodemo-musee.com/,,どこでもミュゼプラチナムは、ミュゼプラチナムが22年かけて培ってきた脱毛技術・運営ノウハウ・会員基盤を、低投資・省スペースで導入できるエステ脱毛フランチャイズである。iPS care方式によるスキンケア脱毛と、都度払い中心のシンプルな運営モデルにより、専門知識がなくても安定したサロン経営を実現。既存店舗への併設や空きスペース活用にも対応する。 ,https://messe.nikkei.co.jp/exhibitor/info/FC/ja/25897/,,ok
