display_name,url,contact_url,evidence,source_url,company_name,fetch
GROWIT,https://www.growit.jp/,https://www.growit.jp/contact,カスタマイズ可能なBOSTEC製券売機、卓上型blayn製券売機を提案・展示。また小売業に特化したMDシステム「Unicage Retail」は、大量データの高速処理が可能。また、連携するiPadPOSレジは、レンタルにて必要機材を揃えることができる。BizELLオーダーは、POSレジに「スマホQRオーダー機能」「店員用ハンディ機能」をオールインワンにした飲,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25159/,GROWIT株式会社,ok
GS1 Japan(流通システム開発センター),https://www.gs1jp.org/,https://www.gs1jp.org/contact/index.html,サプライチェーン全体およびヘルスケア、リテール分野におけるGS1標準の普及活動や各種事業に関する情報をはじめ、ソリューション、事例、データベース、バーコード関連資料を紹介する。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25064/,,ok
Gausium,https://gausium.com/,https://gausium.com/contact/,"Gausiumは、AIを活用した自律型清掃ソリューションのグローバル市場リーダーで、70以上の国と地域に6,500社を超える顧客を持つ企業である。 Gausiumは、世界トップレベルの包括的な自律型床清掃ロボットの製品ラインアップを提供しており、同社の製品・サービスには、業務用床清掃ロボット、ドッキングステーション、クラウドプラットフォーム、アプリケーション",https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25898/,,ok
General Touch,https://www.generaltouch.com/,https://www.generaltouch.com/contact-us-2/,セルフサービスキオスク、EPOSシステム、受け取りロッカー、価格確認端末、案内表示、デジタルサイネージなど、General Touchはあらゆる用途に対応する幅広いタッチモニターとタッチコンピューターを提供している。 正確なタッチ操作、洗練されたモダンなデザイン、高解像度ディスプレイ、卓越した耐久性を備えた当社のソリューションは、顧客が喜ぶショッピング体験の,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24811/,,ok
Global Blue TFS Japan,https://www.globalblue.com/ja/business,https://www.globalblue.com/en/shoppers/legal-information/privacy-policy,訪日旅行者向け免税販売手続きのソリューションを紹介。2026年の税制改正後の新しい免税販売運用に対応した、免税書類発行、払戻し先情報を取得&払戻し、旅行者の免税手続きサポートなどのソリューションを紹介。免税販売手続きのトータルソリューションを検討している小売店、制度改正後に新しく始まる「払戻し」に関する部分だけのソリューションを検討している小売店の両方に対応,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24409/,,ok
HAHA VENDING,https://hahavending.com/,https://hahavending.com/contact/,2017年に設立されたHAHA Vendingは、自動販売ソリューション分野のグローバル企業であり、NAMAの会員である。米国、英国、欧州、中国、香港、シンガポールに子会社を擁しており、当社のグローバルネットワークは、統合されたOEMおよびAPIソリューションを通じてパートナーを支援している。80件以上の特許と300名の専門家チームを擁し、世界中で自動販売の,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24958/,,ok
HBA,https://www.hba.co.jp/,https://www.hba.co.jp/contact/,Hi-PARKSは、小売企業様向けEDIサービスであり、Web-EDI・流通BMSを利用できる。Web-EDIはカスタマイズ可能。 Hi-ReViewは、小売企業様向け発注仕入買掛システムであり、専用ハンディを利用し、手軽に発注・仕入業務が可能。 CHATGEARは、法人向けchatGPTサービスで、一般的な使い方から、RAG機能を利用し、事前に登録した資料,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24429/,株式会社HBA,ok
HataLuck and Person,https://hataluck.jp/,,①AI×サービス業に特化=マネジメント力向上 「はたLuck AIバディ」は独自のデータ、学術的な知見、コンサルタントとしての実績をもとに作られたAIエージェントが「職場ごとに」課題の特定・改善・習慣化に至るすべての工程をパーソナルコンサルタントとして支援 ②アプリ×サービス業に特化=生産性向上 「はたLuck」はシフト、チャット、マニュアルなど店舗運営に必,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25086/,,ok
ID TECH,https://idtechproducts.com/ja/,https://idtechproducts.com/ja/contact/,ID TECHは、支払いソリューションの製品ラインとして、NEO 3プラットフォームを展示する。Androidベースの無人決済端末AP6800、無人非接触型リーダーKiosk V、オールインワンモバイル決済リーダーVP3350、無人オールインワン決済端末VP6825、QRスキャン対応の非接触型ソリューションVP7200など。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24343/,,ok
IT SOLUTION,https://www.it-solution.jp/,https://www.it-solution.jp/contact/index.html,多店舗運営に伴う業務管理や制度対応コストにお悩みではありませんか。 小売・卸業向けPOS連動型基幹業務システム「IT-POS」は、100店舗以上を運営する企業にも導入実績を持つシステムです。月額3万円からの定額料金で、免税対応などのアップデートにも対応。コストを明確にしながら、常に最新環境でご利用いただけます。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24723/,,ok
J&J Tax Free,https://j-taxfree.jp:443/,https://j-taxfree.jp:443/contact/,「J-TaxFreeシステム」は免税手続きを端末1台で完結し、2026年11月の免税制度改正にも一気通貫対応するシステムである。「Beaver Delivery」は購入品を国外へ迅速配送し、訪日客の手ぶら観光を実現する。両サービスとも店舗業務を効率化し購買促進を図る。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24936/,株式会社J＆J,ok
JAIOTSOLUTION,https://koamtac.com/,https://koamtac.com/about-us/contact-us/,スマートデバイス向けのアクセサリーとして開発した、コードリーダー、RFID、産業用充電器や追加バッテリー等の製品を展示。 幅広いオプション装備と産業向け使用に向けたタフ設計製品により、お客様の最適な設備投資をサポートする。 iOS、Android OSに対応したウェアラブル製品、BluetoothコードリーダーやRFIDをお探しの方は是非ご来場ください。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24350/,,ok
KREO,https://kreo.jp/,,販促の現場では業務量が年々増加する中、人手不足や離職、業務の属人化などさまざまな課題が生じている。 販売促進活動のプロセスを知り尽くしたクレオだから提供できる販促DXが、これらの課題を解決し、ビジネスプロセスの最適化をリードする。加えて、従業員エンゲージメント向上ソリューション、採用ブランディングといったHR領域の案内も行いトータルでリテール企業のソリューシ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24668/,,ok
KiZUKAI,https://kizukai.com/,,現場と本部の間にある、見えない壁をなくす。 KiZUKAIは、売上や在庫などの数値変化を生成AIが読み解き、背景や要因を提示する小売向けAIプラットフォームである。 現場の判断や工夫を組織の知恵として蓄積し、次の意思決定につながる状態を支援している。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25295/,,ok
LABAU TECHNOLOGY,https://labau.com.tw/,https://labau.com.tw/contact/,USB、VGA、HDMIインターフェースを備えたあらゆるサイズのセカンドモニターを展示。また、USB、RS232、Wi-FIおよびBluetoothインターフェースを備えたVFDや、9.7インチから13.3インチまでのアンドロイドシステムも展示する。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24340/,,ok
LINE WORKS,https://line-works.com/,https://line-works.com/contactus/request/,コミュニケーションツール「LINE WORKS」をはじめ、各AI製品・新サービスを活用し、店舗運営と顧客分析、店舗と顧客コミュニケーションの問題・課題の解決に向けたご提案をさせていただきます。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25059/,WORKS株式会社,ok
LTS JAPAN,https://ltsgroup.tech/jp/,https://ltsgroup.tech/jp/contact/,LTS Japanは、グローバルIT企業 LTS Group の日本法人として、日本企業の DX・AI活用・システム開発の高度化を支援する。提供サービス:品質保証|デジタルBPO|国際ITベンダー推進 LTS Japanの強み: ①日本語・日本文化に精通したブリッジ体制 ②Retail / Payment / FinTech 領域での豊富な実績 ③AI × ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25327/,,ok
Lazuli,https://lazuli.ninja/,https://lazuli.ninja/contact/,Lazuliは、生成AIを活用した商品データ基盤「Lazuli PDP」を提供する。PDFや画像、バラバラな形式のExcelなど「非構造化データ」の自動構造化を実現する。高度なAIが商品情報を瞬時に解析・名寄せし、特徴タグを付与することで、人手に頼っていたデータ整備を劇的に効率化。商品マスタを「AIが即座に活用できる資産」へ変換し、企業のDXとマーケティング,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25835/,,ok
MICROTOUCH,https://microtouch.com/,https://microtouch.com/contact/,MicroTouch は、多様なタッチソリューションに対応する幅広い製品を提供している。40年以上の業界経験に基づく高度な静電容量方式技術で、信頼性の高い体験を実現する。セルフサービス、モバイルタブレット、POS、スマートロッカーなど、革新的なリテール向けソリューションを紹介する。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25277/,,ok
MJYコンサルタント,https://mjy-consult.com/,https://mjy-consult.com/guide,駅ビル・ショッピングモールなど商業施設に特化した、店舗出店・リーシングのリーディングカンパニーが手がけるビッグデータを活用した出店サポート ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25083/,株式会社MJYコンサルタントにて出店戦略を中心に年間100店舗以上の出店をサポ,ok
MORICASH,https://moricash.com/,https://moricash.com/pages/contact-us,紙幣計数機 ダブルポケット式混合金種紙幣計数機M-165 混合金種紙幣計数機M-55 混合金種紙幣計数機M-40 UV検出高速耐久紙幣カウンターM-30 硬貨計数機 硬貨計数機C3500 硬貨選別計数機C200/C600 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24358/,,ok
Milesight,https://www.milesight.com/,https://www.milesight.com/company/contactus,Milesightは、多様な可能性を持つセンシング製品のリーディングメーカーとして、価値あるデータを取得し、世界市場に向けてインテリジェントなソリューションを提供している。 AI、5G、IoTを統合することで、産業界が自動化を推進し、効率を向上させ、よりスマートなビジネス判断をくだすサポートをする。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25323/,,ok
Miura Systems,https://miurapay.com/ja/,https://miurapay.com/ja/hosted-platform,Miura Systemsは革新的な新製品とサービスを展示。Miura ASCEND決済プラットフォーム、Android決済端末のMiura PRO、Miura FLEX、Miura SOLOと、この次世代の製品ラインアップがこれからの決済処理の効率を大幅に向上させる。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24314/,,ok
NEXGO,https://www.nexgoglobal.com/,https://www.nexgoglobal.com/request,NEXGOは、POS (販売時点情報管理) 端末、SoftPOS (mPoC)、モバイル端末、ピンパッド端末、据置端末、無人セルフ端末、その他のデジタル決済ソリューションを提供しており、店舗と消費者の両方にとって安全で便利な取引を促進する。品質、セキュリティー、信頼性への取り組みにより、NEXGOは最先端の技術と卓越した顧客サービスを提供することで好評を得ら,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24288/,,ok
P2ACH AI,https://www.p2ach.ai,,本展示会では、リテール空間向けに設計されたAIサービスを紹介する。 当社のビジョンAI技術を活用し、物体を解析することで、パーソナライズされたコンテンツ配信、品切れ検知分析、メニュー推薦サービスを実現し、AIが顧客体験の向上と店舗運営の最適化にどのように貢献できるかを示す。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24954/,,SSLError
PARTRON ESL Japan,https://www.partronesl.com/en/company/company.php,,リテール業界のトレンドである店舗DXに必要不可欠な電子棚札(ESL)。 NewモデルのInforTab Slim Tagや、4色タグ、Dongle Gateway(ESL AP)など、新製品を中心に展示する。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24501/,,HTTPError
PFU,https://www.pfu.ricoh.com/,https://www.pfu.ricoh.com/registration/fiseries/inquiry.html,PFUブースでは、大量の伝票を高速で電子化するイメージスキャナー「RICOH fi-8950」、設置スペースが限られた場所でもご利用いただけるコンパクトスキャナー「RICOH fi-800R」、高精度の文字認識を実現するAI-OCRソフトウェア「DynaEye 11」を出展。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24297/,,ok
PagerDuty,https://www.pagerduty.co.jp/,https://www.pagerduty.co.jp/contact-us/,システムダウンは売上損失に直結。PagerDutyが運用を守る。 障害やシステムのダウンタイムを最小化。AI自動化とインシデント管理で、店舗・本部・物流を24時間365日監視。障害発生から復旧まで平均77%短縮、予期せぬダウンタイムを74%削減。イオンなどリテール企業の実績多数。顧客満足度を守り、オペレーション効率を最大化する、グローバル標準のインシデント管,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25682/,PagerDuty株式会社,ok
Pax Japan,https://www.paxjp.co.jp/,https://www.paxjp.co.jp/contact,オールインワンモバイル端末「A920MAX」、レジ周りの煩雑さを解消する据置端末「A8700」、自販機・精算機向け組込み端末「IM28」、ピンパッド端末「A35」などAndroid OSベースの決済端末に加え、店舗DXソリューション、端末管理システム、端末のオプション品なども公開。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24636/,Japan株式会社,ok
PlatON Japan,https://platon.network/,,PlatONは、LatticeX財団が発起し推進するオープン型Web3金融技術基盤です。TOPOS決済・清算ネットワークを基盤に、金融機関や決済サービス向けに決済・清算システムを提供し 、高頻度取引処理、迅速な清算、多資産スマートコントラクトなど金融業務向け機能を備えています。これにより、越境決済、金融機関間清算・決済、コンプライアンス対応のデジタル資産管理,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25696/,,ok
Point Mobile Japan,https://pointmobile.com/jp/,https://pointmobile.com/jp/contact/inquiry.php,当社は、業務モバイルデバイスメーカーポイントモバイルの日本法人である。全世界展開を拡大する中で、多くのお客様に高い評価をいただいているモバイル製品群を一同に展示する。海外メーカーでありながら、日本市場、日本企業のワーカーが求める機能を搭載した製品提供だけでなく、国内に配送センター、リペアセンターを保有することで日本企業に匹敵する短期間納期や修理サービスを提供,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24535/,,ok
Preferred Networks,https://www.preferred.jp/ja,https://www.preferred.jp/ja/contact,株式会社Preferred NetworksがDX・AI・ロボット技術を組み合わせたチェーンストア向け業務改善ソリューション「MiseMise™」を展示する。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24294/,株式会社Preferred,ok
Pudu Robotics Japan,https://www.pudurobotics.com/jp,https://www.pudurobotics.com/jp/contact-us,Pudu Roboticsは、世界のサービスロボット分野のリーダーであり、革新的なロボット技術を通じて人間の生産性と生活品質の向上に取り組んでいます。PUDUはサービスロボットの研究開発、製造、販売に特化しており、コア技術は移動能力、操作能力、人工知能の三つの領域をカバーしています。PUDUは専用ロボット、セミヒューマノイドロボット、ヒューマノイドロボットの,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24843/,,ok
ROMS,https://roms.inc/,,梱包現場の悩みを解決するSaaS「梱包アシストAI」を展示。「大きめの出荷箱箱を選んでしまう」「経験者しかスムーズに作業ができない」といったご課題を解決。 また日本製・フル内製の小型自動倉庫「ナノ・ストリーム」も紹介。倉庫・工場での省人化・保管効率の向上に寄与。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25006/,株式会社ROMS,ok
RONGTA TECHNOLOGY(XIAMEN)GROUP,https://www.rongtatech.com/,https://www.rongtatech.com/contact-us/,【出展製品】 58mm/80mm感熱レシートプリンター 76mmドットマトリクスプリンター 感熱式/熱転写式バーコードプリンター ポータブルラベルプリンター/レシートプリンター デジタルラベルスケール PC接続型スケール ハンディPOS/PDA端末 デスクトップPOS/PDA端末 インテリジェント自動サービス端末 パネルプリンター プリンターモジュール コン,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24364/,,ok
Recustomer,https://recustomer.me/,https://recustomer.me/contact,ECプラットフォームの返品・交換・注文キャンセル対応をシステム化することで、顧客体験の向上と業務効率化を実現する購入体験プラットフォーム”Recustomer ”についてデモや導入事例をご紹介 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25551/,Recustomer株式会社,ok
Ridgelinez,https://www.ridgelinez.com/,https://www.ridgelinez.com/contact/form/contact-service/,本展示は「成果から逆算したEnd to Endで設計・伴走」をコンセプトに、現場で使える形での課題解決を重視した内容である。業種・業務知見に基づく課題整理から、AI・テクノロジーを業務に組み込んだ意思決定・実行の高速化、現場施策の推進・管理まで、必要なパートナーとの連携スキームを含めて提供する。 展示では店舗売上拡大を例に、問題点の可視化からプロジェクト管理,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24702/,Ridgelinez株式会社,ok
SENSY,https://www.sensy.ai,,「SENSY」は、自然言語処理や画像解析技術などを組み合わせ、一人ひとりの感性を個別に解析するAI技術。この独自技術を活用し提供する様々なソリューションや、小売業の業務変革を実現するSaaS型AIソリューションを展示。発注や在庫最適化、品揃え、店舗開発をはじめとする様々な業務領域での活用事例をご紹介。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24911/,,SSLError
SJC,https://www.sjc-sendai.co.jp/,https://www.sjc-sendai.co.jp/contact/,・「iSYS」は様々な業態に対応可能な小売店様向けの基幹システム AIを活用した自動発注の取り組みもご紹介。 ・「NEXT」は食品製造業様向けの販売管理システム EDI連携実績も多くあり、製造原価管理機能や需要予測機能もご提供可能。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24320/,株式会社SJC,ok
SOLUM,https://www.solum-group.com/esl-n-iot/overview,https://www.solum-group.com/resources/contact-us,フルカラ―対応ESLは、鮮やかな画像で店舗を魅力的に演出し、デュアルスクリーンによって広告のインパクトをサステナブルな方法で効果を最大化。デジタルサイネージは、ターゲットに最適化された広告配信で顧客の関心を高めブランド力を強化して売上向上を促進する。SOLUM Solution Platformは、小売データのシームレスな管理と分析を可能にするプラットフォー,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24919/,,ok
STORES,https://www.st.inc/,https://www.st.inc/contact,多店舗運営を支える店舗管理プラットフォーム、マキトリ by STORES を紹介。 マキトリ by STORES は、チェーン展開する飲食店や小売店などにおいて、本部からの業務指示や店舗からの掲示物・ルーティン業務に関する報告等を可視化し、一元管理できるサービス。 本部・店舗・店舗内の情報流通の最適化により、複数店舗の管理業務の効率化や業務改善などにご活用い,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24472/,STORES株式会社,ok
Sansan,https://jp.sansan.com/,,Bill Oneは、請求書受領、経費精算、債権管理といった、 さまざまな業務領域の課題を解決する、経理AXサービス。 請求書や領収書といった証憑書類が関わる 全社の業務プロセスを根底から変えることで、 経理部門に限らず、企業全体の生産性を高める。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25711/,,ok
Scandit,https://www.scandit.com/jp/privacy/,https://www.scandit.com/jp/solutions/store-intelligence-platform/,RetailTech Japan にて、Scandit Smart Data Capture がバーコード、テキスト、ID、オブジェクトからデータを取得し、実用的な洞察を提供し、エンドツーエンドのプロセスを自動化する方法をご覧いただきたい。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24759/,,ok
Shanghai Pohang CMC Tech,https://jp.px-lcd.com/,https://jp.px-lcd.com/contact.html,POS・セルフレジ向けに、10.1、15.0、18.5、21.5インチのBOE製TFT-LCDモジュールをコスト効率の高い価格で提供。 10.1インチ品番:GV101WXM-N80 15.0インチ品番:DV150X0M-N10、DV150X0M-N12、DV150X0M-N17 18.5インチ品番:DV185WHM-NM1 21.5インチ品番:DV215FH,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24402/,,ok
Shenzhen Eire Smart Electronics,http://www.eiresmart.com/,http://www.eiresmart.com/page93,今回ご紹介するセルフサービスキオスクは、外食産業および小売業界におけるデジタルトランスフォーメーションを推進するために設計された、インテリジェントな端末である。堅牢なハードウェア、高度なソフトウェア、そして信頼性の高い性能を統合することで、業務効率を向上させ、顧客体験を最適化する。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24938/,,ok
Shenzhen KTC Commercial Display Technology,https://www.ktc.cn/,https://www.ktc.cn/contact.html,KTCは、タブレット、スマートビューティーミラー、サイネージモニター、電子棚札(ESL)など、多彩な製品を出展し、先進技術によって新たなビジュアル体験を創造する。 ぜひ会場にお越しいただき、共に広がる無限の未来をご体感いただきたい。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24916/,,ok
Shenzhen Minew Technologies,https://www.minewtag.com/,https://www.minewtag.com/contact.html,弊社は信頼性の高いサブブランド「MinewTag」を擁し、電子棚札を専門とするリーディングIoTソリューションプロバイダー。コンセプトから実製品までをシームレスに統合したカスタマイズソリューションを提供している。強力なR&Dチーム、1日あたり10万台の生産能力、そしてISO9001認証を備え、OEM/ODMプロジェクトを世界中で展開し、フォーチュン500に選,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24713/,,ok
