address,company_name,confidence,contact_url,discovery_note,evidence_detail,evidence_urls,generic_email,hub_type,last_verified_at,maps_url,margin_fit,phone,recurring_relationship,reject_reason,review_status,risk_notes,source_http_status,source_url,status,store_client_access,url,verification_version,why_fit
,株式会社ハヤシコーポレーション,B,https://www.hayashi-corp.co.jp/contact/,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://www.hayashi-corp.co.jp/about/"", ""text"": "") ・ 社団法人30人(学生・ボランティアメンバー含む) 事業内容 車両マーキングやラッピング・屋外広告看板・Web制作・ディスプレイ・空間装飾・各種イベント企画立案運営・印刷関連・アクリル制作・大型インクジェットプリント・ノベルティ制作・サスティナブル商品販売(アパレル・雑貨小物etc)""}]",https://www.hayashi-corp.co.jp/about/,,ADD_ON_HUB,2026-08-27T15:50:30,,unknown,,unknown,,EVIDENCE_CHECKED,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。",200,https://houjin.goo.to/corporations/3120001150416,MEOハブ候補,signal_only,https://www.hayashi-corp.co.jp/,20260827-service-pages-v2,公式ページで「) ・ 社団法人30人(学生・ボランティアメンバー含む) 事業内容 車両マーキングやラッピング・屋外広告看板・Web制作・ディスプレイ・空間装飾・各種イベント企画立案運営・印刷関連・アクリル制作・大型インクジェットプリント・ノベルティ制作・サスティナブル商品販売(アパレ」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
,株式会社バスク,B,https://basque.jp/contact/,,"[{""url"": ""https://basque.jp/"", ""text"": ""を実現。ものづくりの側から御社の魅力を具現化します。 詳しく見る Works 空間プロデュース 印刷・販促物 Web制作 DXツール Recruit 当社の仕事は、商品と消費者の交流の場をつくること。 あなたがつくった出会いの数だけ、新しい自分に出会えます。 採用情報""}, {""url"": ""https://basque.jp/company/"", ""text"": ""の企画・制作 ・ 展示 什器の設計・施工 空間プロデュース ・ 店舗の設計・施工 ◇コーポレート・採用等 各種ホームページ制作 ・ MA・SFA・CRMを活用したDX支援 ・ 各種イベント、キャンペーンのプランニングおよび実施 History 昭和4年 渡辺信人、門司市仲町に渡辺印刷所を創設 香""}, {""url"": ""https://basque.jp/company/"", ""text"": ""就任 資本金を4,500万円に増資 昭和60年 福岡ビル(鉄骨4階)を増築 平成元年 バスク企画開発部を開設 広告代理業へ進出 平成6年 プリントショップ「プリントミュージアム」開設 平成7年 産学官共同開発「マルチメディア健康管理システム」の開発に参加 平成12年 広告代理業を分離独立し""}, {""url"": ""https://basque.jp/company/"", ""text"": ""リントミュージアム」開設 平成7年 産学官共同開発「マルチメディア健康管理システム」の開発に参加 平成12年 広告代理業を分離独立し、株式会社バスク設立 平成17年 I 株式会社を子会社化 平成17年 東京営業所開設 平成27年 東京営業所移転 平成29年 福岡本社移転""}, {""url"": ""https://basque.jp/business/"", ""text"": ""・アプリ開発 詳しく見る 空間プロデュース ・イベント企画 ・会場運営 詳しく見る デジタルマーケティング ・WEBサイト制作 ・キャンペーン企画 ・プレスリリース ・web広告運用 詳しく見る クリエイティブ ・WEBデザイン ・グラフィックデザイン ・動画制作 ・立体物制作 詳しく見る""}]",https://basque.jp/ | https://basque.jp/company/ | https://basque.jp/business/,,ADD_ON_HUB,2026-08-27T15:52:10,,unknown,,unknown,,EVIDENCE_CHECKED,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。",,https://homepage-kimete.com/company/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e3%83%90%e3%82%b9%e3%82%af/,MEOハブ候補,signal_only,https://basque.jp/,20260827-service-pages-v2,公式ページで「を実現。ものづくりの側から御社の魅力を具現化します。 詳しく見る Works 空間プロデュース 印刷・販促物 Web制作 DXツール Recruit 当社の仕事は、商品と消費者の交流の場をつくること。 あなたがつくった出会いの数だけ、新しい自分に出会えます。 採用情報」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
,株式会社ビックウエストフロンティア,B,https://www.bigwestfrontier.co.jp/contact/,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://www.bigwestfrontier.co.jp/"", ""text"": ""ーション戦略と エンターテインメントの力で 新たな価値を提供 TV、新聞、雑誌、ラジオの4大メディアをはじめ、SNS運用、インターネット広告、交通広告、屋外広告に至るまで、幅広い広告事業を展開しています。 当社が誇る最大の強みは、豊富なコンテンツ事業経験とリアルマーケティングが融合した 総""}]",https://www.bigwestfrontier.co.jp/,,ADD_ON_HUB,2026-08-27T16:06:28,,unknown,,unknown,,EVIDENCE_CHECKED,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。",200,https://houjin.goo.to/corporations/4010001120445,MEOハブ候補,signal_only,https://www.bigwestfrontier.co.jp/,20260827-service-pages-v3,公式ページで「ーション戦略と エンターテインメントの力で 新たな価値を提供 TV、新聞、雑誌、ラジオの4大メディアをはじめ、SNS運用、インターネット広告、交通広告、屋外広告に至るまで、幅広い広告事業を展開しています。 当社が誇る最大の強みは、豊富なコンテンツ事業経験とリアルマーケテ」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
,株式会社ピー・プランニング,B,https://www.pplan.jp/contact.html,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://www.pplan.jp/corporate.html"", ""text"": ""ラザビル15F 連絡先 03-6825-7791(代表電話) 事業内容 広告のメディアプランニング・制作 屋外広告の企画・制作および関連媒体機器の販売と運営コンサルティング ホームページの企画・制作及びインターネットによる情報提供サービス コンピュータ関連映像情報ソフト及び映像番組の企画・制作・""}, {""url"": ""https://www.pplan.jp/corporate.html"", ""text"": ""業内容 広告のメディアプランニング・制作 屋外広告の企画・制作および関連媒体機器の販売と運営コンサルティング ホームページの企画・制作及びインターネットによる情報提供サービス コンピュータ関連映像情報ソフト及び映像番組の企画・制作・販売 書籍、印刷物の企画・制作及び出版・販売 マーケティングプロモーショ""}]",https://www.pplan.jp/corporate.html,,ADD_ON_HUB,2026-08-27T15:28:06,,unknown,,unknown,,EVIDENCE_CHECKED,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。",200,https://houjin.goo.to/corporations/2010401056927,MEOハブ候補,signal_only,https://www.pplan.jp/,,公式ページで「ラザビル15F 連絡先 03-6825-7791(代表電話) 事業内容 広告のメディアプランニング・制作 屋外広告の企画・制作および関連媒体機器の販売と運営コンサルティング ホームページの企画・制作及びインターネットによる情報提供サービス コンピュータ関連映像情報ソフト」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
,株式会社フリーラジカル,B,https://freeradical.co.jp/contact/,名簿ロゴ画像の配信元。公式性は別途確認必須,"[{""url"": ""https://freeradical.co.jp/"", ""text"": ""| FreeRadical | 広告や販促計画の企画立案から制作物の納品まで ホーム 事業概要 カタログ制作 Web制作 コンテンツ制作 制作実績 企業案内 自習室 お知らせ お問い合わせ 事業概要 カタログ制作 Web制作 コンテンツ制作 制作実績 企業案内 自習室 お知らせ お問い合わ""}, {""url"": ""https://freeradical.co.jp/"", ""text"": ""制作 Web制作 コンテンツ制作 制作実績 企業案内 自習室 お知らせ お問い合わせ 事業概要 カタログ制作 Web制作 コンテンツ制作 制作実績 企業案内 自習室 お知らせ お問い合わせ 事業概要 カタログ制作 Web制作 コンテンツ制作 制作実績 企業案内 自習室 お知らせ お問い合わ""}, {""url"": ""https://freeradical.co.jp/"", ""text"": ""制作 Web制作 コンテンツ制作 制作実績 企業案内 自習室 お知らせ お問い合わせ 事業概要 カタログ制作 Web制作 コンテンツ制作 制作実績 企業案内 自習室 お知らせ お問い合わせ 1,000ページを超える超厚物カタログが得意分野です 1,000ページを超える超厚物カタログが 得意""}, {""url"": ""https://freeradical.co.jp/"", ""text"": ""る超厚物カタログが得意分野です 1,000ページを超える超厚物カタログが 得意分野です ALL カタログ制作 Web制作 コンテンツ制作 求人広告制作 コンテンツ制作 ロボット導入支援サービスページ Web制作 FAメカニカル部品カタログ カタログ制作 センサカタログ カタログ制作 セット""}, {""url"": ""https://freeradical.co.jp/"", ""text"": ""LL カタログ制作 Web制作 コンテンツ制作 求人広告制作 コンテンツ制作 ロボット導入支援サービスページ Web制作 FAメカニカル部品カタログ カタログ制作 センサカタログ カタログ制作 セットアップマニュアル(日・英) コンテンツ制作 イベント展示物制作 コンテンツ制作 アクチュエ""}]",https://freeradical.co.jp/,,ADD_ON_HUB,2026-08-27T15:19:24,,unknown,,unknown,,EVIDENCE_CHECKED,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。",,https://houjin.goo.to/corporations/2010001028442,MEOハブ候補,signal_only,https://freeradical.co.jp/,,公式ページで「| FreeRadical | 広告や販促計画の企画立案から制作物の納品まで ホーム 事業概要 カタログ制作 Web制作 コンテンツ制作 制作実績 企業案内 自習室 お知らせ お問い合わせ 事業概要 カタログ制作 Web制作 コンテンツ制作 制作実績 企業案内 自習室 」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
,株式会社ブルー,B,https://ad-blue.jp/form.php,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://ad-blue.jp/"", ""text"": ""外ディスプレイ ペーパーディスプレイ ■イベント 超軽量!!折りたたみテーブル イベント施行・設営 映像制作 ホームページ制作 ITソリューションサービス Follow @blue_hansoku サイト内検索 NEWS&ブログ更新情報 【サイト更新】NEC LAVIE BT53C用ケースの予告""}, {""url"": ""https://ad-blue.jp/detail.php?p=corp#profile"", ""text"": ""外ディスプレイ ペーパーディスプレイ ■イベント 超軽量!!折りたたみテーブル イベント施行・設営 映像制作 ホームページ制作 ITソリューションサービス 企業情報 企業方針 営業方針 会社概要 アクセス 個人情報保護方針 お問い合わせ このページのTOPへ TOP >> 企業情報 企業方針 株""}, {""url"": ""https://ad-blue.jp/solution.php"", ""text"": ""外ディスプレイ ペーパーディスプレイ ■イベント 超軽量!!折りたたみテーブル イベント施行・設営 映像制作 ホームページ制作 ITソリューションサービス ITソリューションサービス システム展開サービス ネットワーク設計・構築 電気通信工事設計・施工 お問い合わせ このページのTOPへ TOP""}, {""url"": ""https://ad-blue.jp/detail.php?p=corp#business"", ""text"": ""外ディスプレイ ペーパーディスプレイ ■イベント 超軽量!!折りたたみテーブル イベント施行・設営 映像制作 ホームページ制作 ITソリューションサービス 企業情報 企業方針 営業方針 会社概要 アクセス 個人情報保護方針 お問い合わせ このページのTOPへ TOP >> 企業情報 企業方針 株""}]",https://ad-blue.jp/ | https://ad-blue.jp/detail.php?p=corp#profile | https://ad-blue.jp/solution.php | https://ad-blue.jp/detail.php?p=corp#business,,ADD_ON_HUB,2026-08-27T16:02:00,,unknown,0522656323,unknown,,EVIDENCE_CHECKED,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。",200,https://houjin.goo.to/corporations/3180001055196,MEOハブ候補,signal_only,https://ad-blue.jp/,20260827-service-pages-v3,公式ページで「外ディスプレイ ペーパーディスプレイ ■イベント 超軽量!!折りたたみテーブル イベント施行・設営 映像制作 ホームページ制作 ITソリューションサービス Follow @blue_hansoku サイト内検索 NEWS&ブログ更新情報 【サイト更新】NEC LAVIE」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
,株式会社プリントショップ・ミネ,B,https://printshopmine.co.jp/contact/,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://printshopmine.co.jp/"", ""text"": ""株式会社プリントショップ・ミネ - 各種印刷・Web制作・SNS広告・店舗のコスト削減まで、最適なご提案をさせて頂きます。お気軽にお問合せください。 各種印刷・Web制作・SNS広告・コスト削減まで、最適なご提案をさせて頂きま""}, {""url"": ""https://printshopmine.co.jp/"", ""text"": ""b制作・SNS広告・店舗のコスト削減まで、最適なご提案をさせて頂きます。お気軽にお問合せください。 各種印刷・Web制作・SNS広告・コスト削減まで、最適なご提案をさせて頂きます。お気軽にお問合せください。 ミネグループ 会社概要 事業内容 ニュース 採用情報 お問い合わせ 事業紹介 Ou""}, {""url"": ""https://printshopmine.co.jp/"", ""text"": ""殊印刷対応しております。 お気軽にご相談ください。 詳しくはこちら デザイン制作 印刷物のデザインはもちろん、Webサイト構築、HP作成、LPデザインまで広く対応します。 詳しくはこちら ショップコンサルティング 固定費のコスト削減、予算に合わせた効果的な販促活動・SNSなどの活用など、幅広くご""}, {""url"": ""https://printshopmine.co.jp/#company"", ""text"": ""株式会社プリントショップ・ミネ - 各種印刷・Web制作・SNS広告・店舗のコスト削減まで、最適なご提案をさせて頂きます。お気軽にお問合せください。 各種印刷・Web制作・SNS広告・コスト削減まで、最適なご提案をさせて頂きま""}, {""url"": ""https://printshopmine.co.jp/#company"", ""text"": ""b制作・SNS広告・店舗のコスト削減まで、最適なご提案をさせて頂きます。お気軽にお問合せください。 各種印刷・Web制作・SNS広告・コスト削減まで、最適なご提案をさせて頂きます。お気軽にお問合せください。 ミネグループ 会社概要 事業内容 ニュース 採用情報 お問い合わせ 事業紹介 Ou""}]",https://printshopmine.co.jp/ | https://printshopmine.co.jp/#company,,ADD_ON_HUB,2026-08-27T15:36:23,,unknown,0263351681,unknown,,EVIDENCE_CHECKED,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。",200,https://houjin.goo.to/corporations/1100001016414,MEOハブ候補,signal_only,https://printshopmine.co.jp/,20260827-service-pages-v2,公式ページで「株式会社プリントショップ・ミネ - 各種印刷・Web制作・SNS広告・店舗のコスト削減まで、最適なご提案をさせて頂きます。お気軽にお問合せください。 各種印刷・Web制作・SNS広告・コスト削減まで、最適なご提案をさせて頂きま」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
,株式会社ミリオン,B,https://1000000.co.jp/form.html,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://1000000.co.jp/"", ""text"": ""した。 様 2010.06.15 ホームページをリニューアルしました。 様 施工事例から見る当社の看板実績。 看板のデザイン、 看板 製作、看板を使って安定的な集客を図りたい など何でもご相談下さい。 当社は、創業60年の企業として、 大阪 では看板の老舗メーカーになります。 実績は嘘をつかな""}, {""url"": ""https://1000000.co.jp/"", ""text"": ""の老舗メーカーになります。 実績は嘘をつかない!! 施工事例=集客事例(イメージアップ事例)をご覧下さい!! 看板製作を依頼するなら当社でないといけない理由!! Copyright (C) 2010 大阪で60年!!大阪の看板作成・看板工事の依頼から看板の事なら何でもご相談に乗ります!!""}]",https://1000000.co.jp/,,ADD_ON_HUB,2026-08-27T16:04:42,,unknown,,unknown,,EVIDENCE_CHECKED,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。",200,https://houjin.goo.to/corporations/8420001015154,MEOハブ候補,signal_only,https://1000000.co.jp/,20260827-service-pages-v3,公式ページで「した。 様 2010.06.15 ホームページをリニューアルしました。 様 施工事例から見る当社の看板実績。 看板のデザイン、 看板 製作、看板を使って安定的な集客を図りたい など何でもご相談下さい。 当社は、創業60年の企業として、 大阪 では看板の老舗メーカーになり」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
,株式会社メディアワールド,B,https://media-w.co.jp/form/index.html,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://media-w.co.jp/"", ""text"": ""代理店となり、一切店舗を持たず、Webのみで販売しています。 Web販売代理事業は、弊社が代理店となり、独自でホームページ制作からプロモーション、受注・契約までをトータルに行っています。 美容健康商材の販路開拓を行っています。今までの代理店の展開やWeb販売の経験を活かします。 サプリメント・ス""}, {""url"": ""https://media-w.co.jp/"", ""text"": ""素水溶液「GM-Clean」などを取り扱っております。 Web販売代理やSEO対策等のリアルな経験から、売れるホームページ制作の提案をしています。 弊社のホームページ制作では、ホームページがあるだけの存在から、活かし、結果の出るホームページ制作のご提案しかしていません。 過去の経験や実績を活かし""}, {""url"": ""https://media-w.co.jp/"", ""text"": ""おります。 Web販売代理やSEO対策等のリアルな経験から、売れるホームページ制作の提案をしています。 弊社のホームページ制作では、ホームページがあるだけの存在から、活かし、結果の出るホームページ制作のご提案しかしていません。 過去の経験や実績を活かして、Yahooやgoogleの検索結果上位表""}, {""url"": ""https://media-w.co.jp/"", ""text"": ""ージ制作の提案をしています。 弊社のホームページ制作では、ホームページがあるだけの存在から、活かし、結果の出るホームページ制作のご提案しかしていません。 過去の経験や実績を活かして、Yahooやgoogleの検索結果上位表示を目指しています。 弊社のSEO対策サービス事業は、他社より成果報酬型で""}, {""url"": ""https://media-w.co.jp/company/index.html"", ""text"": ""販売をされている中小企業様の販売代理店となり、商品やサービスをインターネットを通じて、エリアを全国相手に出来るホームページの制作からプロモーション、管理運営までトータルに行っています。 自社で運営管理しているサイトから収益が出た時点で手数料をお支払いいただきます。御社と弊社がWinWinな関係作り""}]",https://media-w.co.jp/,,ADD_ON_HUB,2026-08-27T16:01:59,,unknown,0927386833,unknown,,EVIDENCE_CHECKED,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。",200,https://houjin.goo.to/corporations/9180301008022,MEOハブ候補,signal_only,https://media-w.co.jp/,20260827-service-pages-v3,自社販売の記述を除外。顧客向けホームページ制作とSEO・リスティング広告支援を確認。 MEO追加提案の候補という仮説であり、外注意向・採算は未確認。
,株式会社ユタカ,B,https://yutaka-i.net/inquiry.html,,"[{""url"": ""https://yutaka-i.net/business.html"", ""text"": ""・ポスティングなどの手配から、各種詰め合わせ個別発送などにも対応しております。海外への発送もご相談下さい。 ■ホームページ制作 飲食店・製造業・物販あらゆるホームページ制作いたします。 印刷のデザイン同様、完全オリジナルでクライアント様のご希望に近づけます。""}, {""url"": ""https://yutaka-i.net/business.html"", ""text"": ""別発送などにも対応しております。海外への発送もご相談下さい。 ■ホームページ制作 飲食店・製造業・物販あらゆるホームページ制作いたします。 印刷のデザイン同様、完全オリジナルでクライアント様のご希望に近づけます。""}]",https://yutaka-i.net/business.html,info@yutaka-i.net,ADD_ON_HUB,2026-08-27T15:23:54,,unknown,,unknown,,EVIDENCE_CHECKED,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。",,https://osaka-pia.or.jp/division03/,MEOハブ候補,signal_only,https://yutaka-i.net/,,公式ページで「・ポスティングなどの手配から、各種詰め合わせ個別発送などにも対応しております。海外への発送もご相談下さい。 ■ホームページ制作 飲食店・製造業・物販あらゆるホームページ制作いたします。 印刷のデザイン同様、完全オリジナルでクライアント様のご希望に近づけます。」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
埼玉県入間郡毛呂山町中央４丁目６番地２２,株式会社リードビジネス,B,https://readbusiness.co.jp/postmail/index.html,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://readbusiness.co.jp/"", ""text"": ""ト ■スキャン:PDF又はJPGデータに変換 ■筆記用具、ノート、コピー用紙、のし紙 ■印紙、はがき、切手 ■ホームページ作成 ▲ネットリコー好評です。詳細はお問合せください。 7 INFO 会社案内 お気軽にお立よりください。 〒350-0461 住所:埼玉県入間郡毛呂山町中央4丁目6番地22""}, {""url"": ""https://readbusiness.co.jp/index.html"", ""text"": ""ト ■スキャン:PDF又はJPGデータに変換 ■筆記用具、ノート、コピー用紙、のし紙 ■印紙、はがき、切手 ■ホームページ作成 ▲ネットリコー好評です。詳細はお問合せください。 7 INFO 会社案内 お気軽にお立よりください。 〒350-0461 住所:埼玉県入間郡毛呂山町中央4丁目6番地22""}, {""url"": ""https://readbusiness.co.jp/bungu/index.html"", ""text"": ""ライ はがき、印紙、切手 事業案内 フルカラー複合機 モノクロ複合機 広幅機 印刷機 シュレッダー パソコン ホームページ作成 TOP (株)リードビジネス 〒350-0461 埼玉県入間郡毛呂山町中央4丁目6番地22 TEL・049-295-4321 FAX・049-295-2050 営業時間""}, {""url"": ""https://readbusiness.co.jp/copy/index.html"", ""text"": ""ライ はがき、印紙、切手 事業案内 フルカラー複合機 モノクロ複合機 広幅機 印刷機 シュレッダー パソコン ホームページ作成 TOP (株)リードビジネス 〒350-0461 埼玉県入間郡毛呂山町中央4丁目6番地22 TEL・049-295-4321 FAX・049-295-2050 営業時間""}, {""url"": ""https://readbusiness.co.jp/insatsu/index.html"", ""text"": ""ライ はがき、印紙、切手 事業案内 フルカラー複合機 モノクロ複合機 広幅機 印刷機 シュレッダー パソコン ホームページ作成 TOP (株)リードビジネス 〒350-0461 埼玉県入間郡毛呂山町中央4丁目6番地22 TEL・049-295-4321 FAX・049-295-2050 営業時間""}]",https://readbusiness.co.jp/ | https://readbusiness.co.jp/index.html | https://readbusiness.co.jp/bungu/index.html | https://readbusiness.co.jp/copy/index.html | https://readbusiness.co.jp/insatsu/index.html,,ADD_ON_HUB,2026-08-27T16:01:49,,unknown,0492954321,unknown,,EVIDENCE_CHECKED,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。",200,https://houjin.goo.to/corporations/1030001069403,MEOハブ候補,signal_only,https://readbusiness.co.jp/,20260827-service-pages-v3,公式ページで「ト ■スキャン:PDF又はJPGデータに変換 ■筆記用具、ノート、コピー用紙、のし紙 ■印紙、はがき、切手 ■ホームページ作成 ▲ネットリコー好評です。詳細はお問合せください。 7 INFO 会社案内 お気軽にお立よりください。 〒350-0461 住所:埼玉県入間郡毛」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
,株式会社レイズ,B,https://www.rays-co.jp/contact/,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://www.rays-co.jp/"", ""text"": ""アプローチを行います。クライアントのニーズに応え、インターネット上の様々な広告媒体での成約率強化を図ります。 WEBサイト構築事業 品質の良いWebサイトは利益に直結します。レイズではサイトの新規構築・リニューアル・PDCA運用、効果検証まで専門スタッフが適切にリードいたします。システム開発・集""}, {""url"": ""https://www.rays-co.jp/"", ""text"": ""す。システム開発・集客・ブランディング等Webマーケティングの悩みを解決に導くサイト構築ならお任せください。 ホームページ制作事業 他社と差別化したブランド力のあるホームページ制作と丁寧なサポートが弊社の強みです。経験豊富なデザイナーや技術者が、お客様のご要望に応じた企画・構成・システム開発・デ""}, {""url"": ""https://www.rays-co.jp/"", ""text"": ""ィングの悩みを解決に導くサイト構築ならお任せください。 ホームページ制作事業 他社と差別化したブランド力のあるホームページ制作と丁寧なサポートが弊社の強みです。経験豊富なデザイナーや技術者が、お客様のご要望に応じた企画・構成・システム開発・デザイン制作・SEO対策・成長戦略など幅広くご提案させて""}, {""url"": ""https://www.rays-co.jp/about/"", ""text"": ""8475 FAX:03-6908-8476 設立 平成20年10月 資本金 10,000,000円 事業内容 総合広告代理店業/Webサイト運営・管理 主要取引銀行 三菱UFJ銀行 顧問 顧問税理士:税理士法人YFPクレア 顧問社労士:ウェルフェア社会保険労務士法人 顧問弁護士:鈴木 雄斗 株""}]",https://www.rays-co.jp/ | https://www.rays-co.jp/about/,,ADD_ON_HUB,2026-08-27T15:47:37,,unknown,,unknown,,EVIDENCE_CHECKED,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。",200,https://houjin.goo.to/corporations/7011101050926,MEOハブ候補,signal_only,https://www.rays-co.jp/,20260827-service-pages-v2,公式ページで「アプローチを行います。クライアントのニーズに応え、インターネット上の様々な広告媒体での成約率強化を図ります。 WEBサイト構築事業 品質の良いWebサイトは利益に直結します。レイズではサイトの新規構築・リニューアル・PDCA運用、効果検証まで専門スタッフが適切にリードい」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
,株式会社レジェンドプロモーション,B,https://legend-pro.co.jp/contact/,名簿ロゴ画像の配信元。公式性は別途確認必須,"[{""url"": ""https://legend-pro.co.jp/company/greetings/"", ""text"": ""一緒なのです。 仕事を通して自分自身を成長させ、仕事に対してやりがいを持ってもらう事が私の目標です。 そして、ホームページの作成がこのように出来た事、そして今のレジェンドプロモーションがあるのは大切なクライアント様のおかげでございます。 私は勿論でございますが、社員全員、心より感謝しております。 ""}]",https://legend-pro.co.jp/,,ADD_ON_HUB,2026-08-27T15:29:55,,unknown,,unknown,,EVIDENCE_CHECKED,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。",,https://houjin.goo.to/corporations/2013301026719,MEOハブ候補,signal_only,https://legend-pro.co.jp/,20260827-service-pages-v2,携帯電話のキャンペーンを含む販売促進イベントを企画から運営まで提供し、顧客店舗へのキャンペーン支援の接点がある。Web制作受託は未確認。 既存支援へのMEO追加提案候補。外注意向・採算は未確認。
,株式会社三栄社,B,https://saneisya.com/#contact_page,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://saneisya.com/"", ""text"": ""P、個人HPから、ポータルサイト、LP(ランディングページ)などを作成するにあたっての提案をしてまいります。 WEBサイト制作 LP作成 すべての販売の基本は小売りから。ECサイトを実際に運営する当社だから言えること、立ち上げの苦労や、仕入れ、販売、発送、管理など、目標達成にむけた効果的な提案を""}, {""url"": ""https://saneisya.com/"", ""text"": ""だから言えること、立ち上げの苦労や、仕入れ、販売、発送、管理など、目標達成にむけた効果的な提案をいたします。 ECサイト制作 ECサイト運営 ブライダルブランドSoiree(ソワレ)。サンシャインスカイブライダルなどの企業と提携し、スタジオでの個人様用の撮影、ブライダルなどの相談も受け付けてお""}, {""url"": ""https://saneisya.com/"", ""text"": "" URL:http://saneisya.com 設立 2012年7月 役員 代表取締役 生井隆行 事業内容 広告代理業 デザイン・印刷事業 WEB制作事業 ECサイト制作・運営事業 販促プロモーション事業 ブライダル・リース業 パートナーシップ募集 DTP・デザイン・翻訳・WEB制作のビ""}, {""url"": ""https://saneisya.com/"", ""text"": ""isya.com 設立 2012年7月 役員 代表取締役 生井隆行 事業内容 広告代理業 デザイン・印刷事業 WEB制作事業 ECサイト制作・運営事業 販促プロモーション事業 ブライダル・リース業 パートナーシップ募集 DTP・デザイン・翻訳・WEB制作のビジネスパートナーを募集しています""}, {""url"": ""https://saneisya.com/"", ""text"": "" 設立 2012年7月 役員 代表取締役 生井隆行 事業内容 広告代理業 デザイン・印刷事業 WEB制作事業 ECサイト制作・運営事業 販促プロモーション事業 ブライダル・リース業 パートナーシップ募集 DTP・デザイン・翻訳・WEB制作のビジネスパートナーを募集しています。 クライアントの満""}]",https://saneisya.com/,,ADD_ON_HUB,2026-08-27T16:01:58,,unknown,0424383200,unknown,,EVIDENCE_CHECKED,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。",200,https://houjin.goo.to/corporations/2010001147829,MEOハブ候補,signal_only,https://saneisya.com/,20260827-service-pages-v3,公式ページで「P、個人HPから、ポータルサイト、LP(ランディングページ)などを作成するにあたっての提案をしてまいります。 WEBサイト制作 LP作成 すべての販売の基本は小売りから。ECサイトを実際に運営する当社だから言えること、立ち上げの苦労や、仕入れ、販売、発送、管理など、目標」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
