_row,company_name,url,address,phone,maps_url,contact_url,message,sent_at,status,error_reason,screenshot_path,provider_used,提案区分,H1,区分,検出ワード,official_name,name_source,audit_state,audit_reason,category,evidence,resolved_url
687,株式会社アイティラーニング,https://it-learning.co.jp,〒007-0838 北海道札幌市東区 北3,011-311-2772,,,,,,,,,,,,,株式会社アイティラーニング,company_label,exclude,target_service_unconfirmed,,,https://it-learning.co.jp
694,IDEA株式会社採用サイト,https://recruit.ideajapan.com,〒541-0042 大阪府大阪市中央区今橋2,06-6121-2027,,,,,,,,,,,,,IDEA株式会社採用サイト,existing_english,review,official_domain_unconfirmed,,,https://recruit.ideajapan.com
710,"2025 サンプロ不動産株式会社 co.,ltd All rights reserverd.",https://www.sunpro-estate.jp,〒399-0036 長野県松本市村井町南4,0120-503-650,,https://www.sunpro-estate.jp/contact/sell#form,,,,,,,,,,,株式会社 co,existing,exclude,target_service_unconfirmed,,,https://www.sunpro-estate.jp
717,HP運営会社名 株式会社studio-DA,https://gunma-hojyokin.com,〒371-0816 群馬県前橋市上佐鳥町2,027-289-3938,,https://gunma-hojyokin.com/#topform,,,,,,,,,,,,unresolved,review,official_name_unresolved,,,https://gunma-hojyokin.com
750,運営事務局：株式会社スリーツリークリエイト内,https://fukushima-kurashi.com,〒521-7119 福島県ふくしまぐらし推進課 メールでのお問い合わせはこちら → 詳しくはこちら 福島県企画調整部ふくしまぐらし推進課,024-521-7119,,https://fukushima-kurashi.com/form,,,,,,,,,,,株式会社スリーツリークリエイト内,existing,review,official_domain_unconfirmed,,,https://fukushima-kurashi.com
752,株式会社 家元,https://kanazawaiemoto.jp,〒920-0061 石川県金沢市問屋町1,076-238-0201,,https://kanazawaiemoto.jp/contact/#request,,,,,,,,,,,株式会社 家元,company_label,exclude,target_service_unconfirmed,,,https://kanazawaiemoto.jp
771,株式会社 禾恵,https://nogie.co.jp,〒330-0846 埼玉県さいたま市大宮区大門町3,090-4667-0333,,https://nogie.co.jp/contact/,,,,,,,,,,,株式会社 禾恵,existing,review,official_domain_unconfirmed,,,https://nogie.co.jp
773,株式会社ラ・リューンドゥース,https://beauty-network-media.com,〒110-0015 東京都台東区東上野3,03-6886-9702,,https://beauty-network-media.com/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/,,,,,,,,,,,株式会社ラ・リューンドゥース,company_label,valid,,店舗・業種特化マーケティング,販促支援 / マーケティング支援,https://beauty-network-media.com
791,株式会社オンクリ,https://onkuri-web.com,〒384-2204 長野県佐久市協和8,,,https://onkuri-web.com/contact/,,,,,,,,,,,株式会社オンクリ,existing,valid,,Web制作・クリエイティブ,Web制作 / 動画制作 / ブランディング,https://onkuri-web.com
807,セサミストリートクリニックメンバープログラム日本事務局（CAPS株式会社内）,https://www.sesamestreetclinic.org,〒983-0862 宮城県仙台市宮城野区二十人町3,03-5771-2775,,,,,,,,,,,,,,unresolved,review,official_name_unresolved,,,https://www.sesamestreetclinic.org
863,新光株式会社. All Rights Reserved.,https://shinko9868.co.jp,〒871-0011 大分県中津市大字下池永1,0979-62-9868,,https://shinko9868.co.jp/contact,,,,,,,,,,,新光株式会社,existing_english,valid,,Web広告・デジタル集客,広告運用,https://shinko9868.co.jp
877,株式会社ROA,https://roa-estate.com,〒070-8011 北海道旭川市神居１,0166-73-5217,,,,,,,,,,,,,株式会社ROA,existing,exclude,target_service_unconfirmed,,,https://roa-estate.com
910,2026 合同会社8（8LLC）. All rights reserved.,https://www.8llc.jp,〒039-1101 青森県八戸市大字尻内町字熊ノ沢3,,,https://www.8llc.jp/contact,,,,,,,,,,,合同会社8,company_jsonld,valid,,店舗・業種特化マーケティング,マーケティング支援,https://www.8llc.jp
914,運営事務局：株式会社フォーバル,https://www.yokohama-dx.com,〒220-0004 神奈川県横浜市西区北幸１,,,https://www.yokohama-dx.com/contact/,,,,,,,,,,,株式会社フォーバル,existing,valid,,Web広告・デジタル集客,デジタルマーケティング,https://www.yokohama-dx.com
922,bamboo motion合同会社,https://bamboo-motion.jp,〒180-0003 東京都武蔵野市吉祥寺南町5,090-1763-9526,,,,,,,,,,,,,bamboo motion合同会社,existing_english,valid,,Web制作・クリエイティブ,動画制作 / 映像制作 / ブランディング,https://bamboo-motion.jp
998,（株式会社山川印刷所 内）,https://jitsugensuru-fukushima.jp,〒960-8670 福島県福島市杉妻町2,024-521-7124,,https://jitsugensuru-fukushima.jp/contact/,,,,,,,,,,,株式会社山川印刷所,existing,review,official_domain_unconfirmed,,,https://jitsugensuru-fukushima.jp
1035,株式会社ドリームホテル,https://dreamhotel.co.jp,〒390-0874 長野県松本市大手2,0263-39-7101,,https://dreamhotel.co.jp/contact/,,,,,,,,,,,株式会社ドリームホテル,company_label,exclude,primary_industry_mismatch,,,https://dreamhotel.co.jp
1113,2026 UPDATE inc. All rights reserved.,https://www.update-up.com,〒541-0056 大阪府大阪市中央区久太郎町2,,,https://www.update-up.com/contact,,,,,,,,,,,株式会社アップデート,company_jsonld,valid,,Web広告・デジタル集客,デジタルマーケティング,https://www.update-up.com
1123,株式会社リバティーフェローシップ（東京歯科経営ラボ）,https://tdmlabo.com,〒167-0051 東京都杉並区荻窪1,03-4405-6234,,https://tdmlabo.com/contact/,,,,,,,,,,,株式会社リバティーフェローシップ,company_label,valid,,Web制作・クリエイティブ,ブランディング,https://tdmlabo.com
1137,※本事業の事務局は、東京都より株式会社アクセスネクステージに運営を委託しております。,https://www.kaisyahakken.metro.tokyo.lg.jp,〒113-0033 東京都文京区本郷4,03-5803-2727,,https://www.kaisyahakken.metro.tokyo.lg.jp/ambassador/apply.html,,,,,,,,,,,,unresolved,review,official_name_unresolved,,,https://www.kaisyahakken.metro.tokyo.lg.jp
1160,株式会社Cledu,https://cledu-1.jp,〒460-0002 愛知県名古屋市中区丸の内2,052-686-3048,,https://cledu-1.jp/index.aspx?p=8,,,,,,,,,,,株式会社Cledu,company_jsonld,exclude,direct_meo_competitor,,,https://cledu-1.jp
1207,リックス工業株式会社,https://licks.co.jp,〒323-0807 栃木県小山市城東4,0285-25-6620,,https://licks.co.jp/?page_id=42,,,,,,,,,,,リックス工業株式会社,existing_english,exclude,primary_industry_mismatch,,,https://licks.co.jp
1224,TEGOU.llc All Rights Reserved.,https://tegou-web.com,〒709-4303 岡山県勝田郡勝央町豊久田1,080-2910-2742,,,,,,,,,,,,,合同会社ＴＥＧＯＵ／TEGOU.llc（法人番号 2260003003617,root_label,review,official_domain_unconfirmed,,,https://tegou-web.com
1229,TAQVIS Inc.,https://taqvis.jp,〒790-0011 愛媛県松山市千舟町五丁目,089-942-1218,,https://taqvis.jp/contact/,,,,,,,,,,,TAQVIS Inc,existing_english,valid,,Web制作・クリエイティブ,動画制作 / ブランディング,https://taqvis.jp
1232,(Name) 有限会社 池田セメント工業所,https://iweb-factory.site,〒848-0044 佐賀県伊万里市木須町4,080-6514-7880,,https://iweb-factory.site/contact/,,,,,,,,,,,有限会社 池田セメント工業所,existing,valid,,店舗・業種特化マーケティング,集客支援,https://iweb-factory.site
1255,株式会社CALICO DESIGN,https://calico-design.co.jp,〒103-0013 東京都中央区日本橋人形町3,03-3669-5200,,https://calico-design.co.jp/contact/,,,,,,,,,,,株式会社CALICO,company_label,exclude,target_service_unconfirmed,,,https://calico-design.co.jp
1301,C Channel株式会社,https://corp.cchan.tv,〒107-0062 東京都港区南青山7,,,https://corp.cchan.tv/contact-services,,,,,,,,,,,C Channel株式会社,existing_english,exclude,target_service_unconfirmed,,,https://corp.cchan.tv
1332,合同会社dock.,https://dock.boats,〒600-8846 京都府京都市下京区朱雀宝蔵町4,,,https://dock.boats/contact/,,,,,,,,,,,合同会社dock,company_jsonld,valid,,Web広告・デジタル集客,Webマーケティング / SEO対策 / SEOコンサルティング,https://dock.boats
1383,株式会社四国の右下木の会,https://mamezoudesign.com,〒779-2305 徳島県海部郡美波町奥河内字寺前1,,,https://mamezoudesign.com/contact/,,,,,,,,,,,株式会社まめぞうデザイン,company_jsonld,valid,,Web制作・クリエイティブ,Web制作 / 映像制作 / ブランディング,https://mamezoudesign.com
1397,ツカサ工業株式会社,https://www.tsukasa-ict.com,〒398-0003 長野県大町市社5,0261-22-4570,,https://www.tsukasa-ict.com/contact/,,,,,,,,,,,ツカサ工業株式会社,existing_english,valid,,Web制作・クリエイティブ,ウェブサイト制作 / 映像制作 / ブランディング,https://www.tsukasa-ict.com
1496,(C) AdListing Inc. All Right Reserved.,https://listing.co.jp,〒102-0074 東京都千代田区九段南4,03-6825-6831,,https://listing.co.jp/contact/,,,,,,,,,,,AdListing Inc. All Right Reserved,existing_english,review,official_domain_unconfirmed,,,https://listing.co.jp
1522,OCEAN GROUP株式会社,https://www.ocean-saiyou.com,〒220-0011 神奈川県 横浜市西区 高島2,045-620-6200,,https://www.ocean-saiyou.com/contact/,,,,,,,,,,,OCEAN GROUP株式会社,existing_english,review,official_domain_unconfirmed,,,https://www.ocean-saiyou.com
1573,株式会社TAKE,https://t-take.net,〒211-0012 神奈川県川崎市中原区中丸子3,,,https://t-take.net/contact/,,,,,,,,,,,株式会社TAKE,company_label,valid,,Web制作・クリエイティブ,Webサイト制作 / Web制作 / LP制作,https://t-take.net
1592,株式会社USEN パートナー,https://en-graphiction.com,〒675-1215 兵庫県加古川市上荘町都台1,070-8985-5946,,https://en-graphiction.com/contact,,,,,,,,,,,株式会社USEN,existing,valid,,Web制作・クリエイティブ,ホームページ制作,https://en-graphiction.com
1669,株式会社食料新聞社,https://www.syokuryou-shinbun.com,〒111-0053 東京都台東区浅草橋5,03-3272-1666,,https://www.syokuryou-shinbun.com/pages/3/,,,,,,,,,,,株式会社食料新聞社,company_label,exclude,target_service_unconfirmed,,,https://www.syokuryou-shinbun.com
1675,"株式会社はなやのミカタ hanayanomikata Co.,Ltd",https://hanayanomikata.com,〒381-0014 長野県長野市北尾張部7,,,https://hanayanomikata.com/contact,,,,,,,,,,,株式会社はなやのミカタ,company_label,valid,,店舗・業種特化マーケティング,店舗集客,https://hanayanomikata.com
1677,グッドプランニング株式会社,https://www.eizo-media.com,〒110-0012 東京都台東区竜泉1,03-6802-8616,,https://www.eizo-media.com/contact,,,,,,,,,,,グッドプランニング株式会社,existing_english,exclude,target_service_unconfirmed,,,https://www.eizo-media.com
1750,株式会社ルーフコネクト,https://www.roof-connect.jp,〒514-1113 三重県津市久居野村町5,059-271-8077,,https://www.roof-connect.jp/contact/,,,,,,,,,,,株式会社ルーフコネクト,existing,valid,,店舗・業種特化マーケティング,集客支援,https://www.roof-connect.jp
1785,2018 XROSS SPORTS MARKETING INC.,https://www.xsmktg.com,〒101-0054 東京都千代田区神田錦町3,03-5282-7655,,https://www.xsmktg.com/contact/,,,,,,,,,,,XROSS SPORTS MARKETING INC,existing_english,exclude,target_service_unconfirmed,,,https://www.xsmktg.com
1869,株式会社ウェイブ,http://www.wave-pro.net,〒702-8005 岡山県岡山市中区江崎3,086-274-8040,,http://www.wave-pro.net/contact/,,,,,,,,,,,株式会社ウェイブ,existing,exclude,target_service_unconfirmed,,,http://www.wave-pro.net
1890,有限会社studio108,https://vbm.link,〒162-0815 東京都新宿区筑土八幡町6,079-287-6522,,https://vbm.link/contact/,,,,,,,,,,,有限会社studio108,company_label,exclude,target_service_unconfirmed,,,https://vbm.link
1967,株式会社 中央廣告,https://www.chuokoukoku.co.jp,〒105-0012 東京都港区芝大門2,052-524-0101,,https://www.chuokoukoku.co.jp/contact/?d=2,,,,,,,,,,,株式会社 中央廣告,existing,exclude,target_service_unconfirmed,,,https://www.chuokoukoku.co.jp
1992,株式会社ビジネス・フォーラム事務局,https://www.b-forum.net,〒101-0047 東京都千代田区内神田1,03-3518-6531,,https://www.b-forum.net/quote/,,,,,,,,,,,,unresolved,review,official_name_unresolved,,,https://www.b-forum.net
2000,ジャンボフーズ株式会社,http://ec.jumbo-f.jp,〒578-0958 大阪府東大阪市新庄南6,06-6747-1050,,http://ec.jumbo-f.jp/,,,,,,,,,,,ジャンボフーズ株式会社,existing_english,exclude,target_service_unconfirmed,,,http://ec.jumbo-f.jp
2060,株式会社ANDO Business Partners< (KEN Carrer Consultant 運営会社),https://ken-career-consultant.jp,〒192-0081 東京都八王子市横山町５,042-641-1420,,https://ken-career-consultant.jp/information,,,,,,,,,,,株式会社ANDO,existing,review,official_domain_unconfirmed,,,https://ken-career-consultant.jp
2064,株式会社DARUMA,https://daruma-creative.com,〒422-8016 静岡県静岡市駿河区西平松4,,,https://daruma-creative.com#contact,,,,,,,,,,,株式会社DARUMA,company_label,valid,,Web制作・クリエイティブ,ホームページ制作 / Webサイト制作 / Web制作,https://daruma-creative.com
2116,"SATORI,Inc. All Rights reserved.",https://satori.marketing,〒150-0001 東京都渋谷区神宮前6,03-6455-0500,,https://satori.marketing/inquiry/,,,,,,,,,,,株式会社関東製作所,root_label,exclude,primary_industry_mismatch,,,https://satori.marketing
2138,株式会社 今橋製作所,https://www.compass-reach.jp,〒319-1301 茨城県日立市十王町伊師2,0294-32-7715,,https://www.compass-reach.jp/contact/,,,,,,,,,,,株式会社 今橋製作所,company_label,valid,,Web制作・クリエイティブ,ホームページ制作 / Web制作 / ランディングページ制作,https://www.compass-reach.jp
2168,株式会社坂井建設,https://i-dear.biz,〒533-0033 大阪府大阪市東淀川区東中島１,097-597-1953,,https://i-dear.biz/ido/contact/,,,,,,,,,,,株式会社坂井建設,company_label,exclude,primary_industry_mismatch,,,https://i-dear.biz
2186,株式会社シティライフNEW,https://citylife-new.com,〒566-0001 大阪府摂津市千里丘1,06-6338-0640,,,,,,,,,,,,,株式会社シティライフNEW,company_jsonld,exclude,target_service_unconfirmed,,,https://citylife-new.com
2225,株式会社サイジング,https://sizing.co.jp,〒651-0094 兵庫県神戸市中央区琴ノ緒町2,078-291-4190,,https://sizing.co.jp/contact/,,,,,,,,,,,株式会社サイジング,company_label,valid,,Web制作・クリエイティブ,ホームページ制作 / Webサイト制作,https://sizing.co.jp
2258,合同会社フォーエイチ,https://for-h.jp,〒036-8041 青森県弘前市大字俵元1,,,https://for-h.jp/contact/,,,,,,,,,,,合同会社フォーエイチ,company_label,valid,,Web制作・クリエイティブ,Webサイト制作 / Web制作,https://for-h.jp
2328,株式会社aio,https://aio-inc.co.jp,〒180-0004 東京都武蔵野市吉祥寺本町2,,,https://aio-inc.co.jp/contact/,,,,,,,,,,,株式会社aio,company_label,valid,,Web広告・デジタル集客,広告運用,https://aio-inc.co.jp
2338,有限会社 ミスズ,https://www.misuzu1948.com,〒836-0853 福岡県大牟田市上町1,0944-53-4367,,https://www.misuzu1948.com/contact/,,,,,,,,,,,有限会社 ミスズ,company_label,valid,,Web制作・クリエイティブ,Webサイト制作 / ブランディング,https://www.misuzu1948.com
2422,YOKOUN 物流サービス業 ヨコウン株式会社,https://www.yokoun.co.jp,〒013-0061 秋田県横手市横手町字大関越9,,,https://www.yokoun.co.jp/contact/,,,,,,,,,,,YOKOUN 物流サービス業 ヨコウン株式会社,existing_english,exclude,target_service_unconfirmed,,,https://www.yokoun.co.jp
2471,合同会社 上田ブランド研究所,https://www.u-brand.jp,〒386-0012 ／長野県上田市中央4,0268-75-8728,,https://www.u-brand.jp/contact,,,,,,,,,,,合同会社 上田ブランド研究所,existing,exclude,target_service_unconfirmed,,,https://www.u-brand.jp
2476,株式会社サービスマーケティング,https://s-mkg.com,〒112-0012 東京都文京区大塚２,03-3941-5639,,https://s-mkg.com/contact.html,,,,,,,,,,,株式会社サービスマーケティング,existing,exclude,target_service_unconfirmed,,,https://s-mkg.com
2504,ソニービズネットワークス株式会社,https://biz.nuro.jp,〒150-0043 東京都渋谷区道玄坂1,0120-963-350,,https://biz.nuro.jp/contact/enduser.php,,,,,,,,,,,ソニービズネットワークス株式会社,existing_english,exclude,target_service_unconfirmed,,,https://biz.nuro.jp
2508,合同会社 SOZO STADIUM,https://sozo-std.com,〒665-0876 兵庫県宝塚市中山台1,090-3033-3916,,https://sozo-std.com/contact,,,,,,,,,,,合同会社 SOZO,existing,exclude,target_service_unconfirmed,,,https://sozo-std.com
2544,株式会社 佐藤工務店,https://kk-satokoumuten.jp,〒080-0846 北海道帯広市緑が丘7,0155-34-4646,,https://www.kk-satokoumuten.jp/information/2018/03/post-12.html,,,,,,,,,,,株式会社 佐藤工務店,existing,exclude,target_service_unconfirmed,,,https://kk-satokoumuten.jp
2579,株式会社ザメディアジョン ※ 株式会社ザメディアジョンHRの会社概要はこちら ＞,https://mediasion.co.jp,〒141-0031 東京都品川区西五反田8,082-503-5035,,https://mediasion.co.jp/contact/,,,,,,,,,,,株式会社ザメディアジョン,company_label,valid,,Web制作・クリエイティブ,動画制作 / ブランディング,https://mediasion.co.jp
2611,株式会社スプラム®,https://www.spram.jp,〒104-0061 東京都中央区銀座6,03-5537-7775,,https://www.spram.jp/問合せ/,,,,,,,,,,,株式会社スプラム,existing,valid,,Web広告・デジタル集客,Webマーケティング / ウェブマーケティング,https://www.spram.jp
2647,LUXES Inc,https://www.luxces.jp,〒569-0071 大阪府高槻市城北町２,,,https://www.luxces.jp/contact,,,,,,,,,,,株式会社ルクセス,root_jsonld,exclude,target_service_unconfirmed,,,https://www.luxces.jp
2732,"Howdys,Inc",https://site.howdys.co.jp,〒373-0851 群馬県太田市飯田町1,0276-52-8761,,https://site.howdys.co.jp/contact,,,,,,,,,,,"Howdys,Inc",existing_english,exclude,target_service_unconfirmed,,,https://site.howdys.co.jp
2747,職業訓練・就職支援の株式会社JMTC,https://japan-mtc.com,〒987-0511 宮城県登米市迫町佐沼字沼向1,0172-29-1715,,https://japan-mtc.com/page-74/,,,,,,,,,,,株式会社JMTC,company_jsonld,valid,,Web制作・クリエイティブ,Web制作,https://japan-mtc.com
2782,"■ 商号 有限会社アイシス （英文ではAisis Co., Ltd.と表示）",https://www.aisis.ne.jp,〒530-0041 大阪府大阪市北区天神橋3,06-6136-1090,,https://www.aisis.ne.jp#contact,,,,,,,,,,,"■ 商号 有限会社アイシス （英文ではAisis Co., Ltd.と表示",existing_english,exclude,target_service_unconfirmed,,,https://www.aisis.ne.jp
2799,株式会社住宅サービス,https://tokyoroof.com,〒312-0042 茨城県ひたちなか市東大島1,0120-03-5517,,https://tokyoroof.com/contact_us/,,,,,,,,,,,株式会社住宅サービス,company_label,exclude,target_service_unconfirmed,,,https://tokyoroof.com
2821,伊藤商事合同会社 IT事業部,https://std.itocorp.jp,〒261-0023 千葉県千葉市美浜区中瀬1,050-5476-3069,,https://std.itocorp.jp/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/,,,,,,,,,,,伊藤商事合同会社 IT事業部,existing_english,exclude,target_service_unconfirmed,,,https://std.itocorp.jp
2827,株式会社ビリーデザイン,https://www.billy-design.co.jp,〒180-0004 東京都武蔵野市吉祥寺本町1,042-229-3045,,https://www.billy-design.co.jp/script/mailform/contact.php/,,,,,,,,,,,株式会社ビリーデザイン,company_label,valid,,Web制作・クリエイティブ,Web制作,https://www.billy-design.co.jp
2897,株式会社MS&Consulting（エムエス・アンド・コンサルティング）,https://www.msandc.co.jp,〒103-0001 東京都中央区日本橋小伝馬町4,,,https://www.msandc.co.jp/consulting,,,,,,,,,,,株式会社MS&Consulting,company_label,valid,,店舗・業種特化マーケティング,販売促進,https://www.msandc.co.jp
2946,不動技研工業株式会社,https://www.fudo-giken.co.jp,〒850-0042 長崎県長崎市御船蔵町2,095-861-1638,,https://www.fudo-giken.co.jp/contact,,,,,,,,,,,株式会社 PAL構造,company_label,valid,,SNS運用・SNS広告,SNS運用,https://www.fudo-giken.co.jp
2980,株式会社カレッタ,https://caretta-corp.com,〒107-0062 東京都港区南青山4,03-6447-1498,,https://caretta-corp.com/contact/,,,,,,,,,,,株式会社カレッタ,company_label,valid,,Web広告・デジタル集客,Webマーケティング,https://caretta-corp.com
3026,株式会社ツインバード,https://www.twinbird.jp,〒959-0292 新潟県燕市吉田西太田2,03-3663-8778,,https://www.twinbird.jp/support/inquiry/,,,,,,,,,,,株式会社ツインバード,existing,valid,,店舗・業種特化マーケティング,販売促進,https://www.twinbird.jp
