"company_name","url","address","phone","maps_url","source_file"
"株式会社アドプロコミュニケーションズ","https://adpro-com.co.jp/","〒930-0916 富山県富山市向新庄町5-5-33 ADMスクエアビル2F","076-452-0551","https://www.google.com/maps/search/?api=1&query=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%A2%E3%83%89%E3%83%97%E3%83%AD%E3%82%B3%E3%83%9F%E3%83%A5%E3%83%8B%E3%82%B1%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E3%82%BA%20%E5%AF%8C%E5%B1%B1%E7%9C%8C%E5%AF%8C%E5%B1%B1%E5%B8%82%E5%90%91%E6%96%B0%E5%BA%84%E7%94%BA5-5-33","agent_round16_hokkaido_tohoku_hokuriku_marketing.csv"
"セーラー広告株式会社","https://www.saylor.co.jp/","〒700-0922 岡山県岡山市北区東古松南町6-29","086-231-2301","","agent_round18_chugoku_marketing_prefiltered.csv"
"株式会社マルシン広告社","https://www.ad-marushin.co.jp/","〒700-0942 岡山県岡山市南区豊成2-10","086-263-4141","","agent_round18_chugoku_marketing_prefiltered.csv"
"株式会社第一エージェンシー","https://www.dia.ne.jp/","〒720-0067 広島県福山市西町1-16-1","084-931-1245","","agent_round18_chugoku_marketing_raw.csv"
"株式会社NDPマーケティング","https://www.ndpmarketing.co.jp/","〒150-0013 東京都渋谷区恵比寿1-21-8 VORT恵比寿III 4F","03-3280-8811","https://www.google.com/maps/search/?api=1&query=東京都渋谷区恵比寿1-21-8","agent_round21_social_ads_partners_candidates.csv"
"株式会社W-ENDLESS","https://www.w-endless.co.jp/","〒550-0013 大阪府大阪市西区新町1丁目4番24号 大阪四ツ橋新町ビル7階","06-6534-3939","https://www.google.com/maps/search/?api=1&query=大阪府大阪市西区新町1丁目4番24号","agent_round21_social_ads_partners_candidates.csv"
"株式会社WEBGRAM","https://webgram.jp/","〒541-0042 大阪府大阪市中央区今橋2丁目5-8 トレードピア淀屋橋3F","06-6809-5033","https://www.google.com/maps/search/?api=1&query=大阪府大阪市中央区今橋2丁目5-8","agent_round21_social_ads_partners_candidates.csv"
"株式会社東急エージェンシー","https://www.tokyu-agc.co.jp/","東京都港区西新橋1-1-1 日比谷フォートタワー","","https://www.google.com/maps/search/?api=1&query=東京都港区西新橋1-1-1+日比谷フォートタワー","agent_round24_bbaa_members_prefilter.csv"
"（株）ｅｃｂｅｉｎｇ","https://www.ecbeing.net/","東京都渋谷区渋谷2-15-1渋谷クロスタワー","03-3486-5259","https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%8B%E8%B0%B7%E5%8C%BA%E6%B8%8B%E8%B0%B72-15-1%E6%B8%8B%E8%B0%B7%E3%82%AF%E3%83%AD%E3%82%B9%E3%82%BF%E3%83%AF%E3%83%BC","agent_round27_direct_ec_marketing_members_precore.csv"
"株式会社ADKマーケティング・ソリューションズ","https://www.adk.jp","〒060-0807 札幌市北区北7条西2丁目8-1 札幌北ビル4F","011-746-1311","","agent_round28_regional_ad_associations_prefiltered.csv"
"株式会社えんれいしゃ","http://www.enleysha.co.jp","〒060-0001 札幌市中央区北1条西2丁目1番地 札幌時計台ビル9F","011-223-6626","","agent_round28_regional_ad_associations_prefiltered.csv"
"廣告社株式会社","http://www.kokokusha.co.jp/","〒060-0005 札幌市中央区北5条西6丁目 札幌セン夕一ビル","011-271-4571","","agent_round28_regional_ad_associations_prefiltered.csv"
"株式会社創文","http://www.soubunn.co.jp","〒161-0061 札幌市中央区南１条西４丁目13番地 日之出ビル7Ｆ","011-200-8611","","agent_round28_regional_ad_associations_prefiltered.csv"
"株式会社北海道博報堂","http://www.hokkaido.hakuhodo.co.jp","〒060-0002 札幌市中央区北2条西1-1 マルイト札幌ビル11F","011-251-0176","","agent_round28_regional_ad_associations_prefiltered.csv"
"Omnicom Content Experiences 株式会社","https://ocex.jp//","〒810-0001 福岡市中央区天神4丁目1-32 天神リバーフロントビル7Ｆ","092-751-7316","","agent_round28_regional_ad_associations_prefiltered.csv"
"株式会社 九州博報堂","https://www.kyushu.hakuhodo.co.jp/","〒810-0001 福岡市中央区天神1丁目4-1 西日本新聞会館14F","092-711-3111","","agent_round28_regional_ad_associations_prefiltered.csv"
"株式会社 大広九州","https://www.daiko-kyushu.co.jp/","〒810-0001 福岡市中央区天神1丁目4-2 エルガーラ11F","092-762-7600","","agent_round28_regional_ad_associations_prefiltered.csv"
"株式会社 電通九州","https://dentsu-kyu.co.jp/","〒810-8675 福岡市中央区赤坂1丁目16-10","092-713-2555","","agent_round28_regional_ad_associations_prefiltered.csv"
"株式会社 読宣WEST","https://himeori.jp/","〒030-0131 青森県青森市問屋町1-5-12 017-718-5160 (株)北東北読売IS 〒020-0836 岩手県盛岡市津志田西1丁目23番8号 019-635-5866 (株)北東北読売IS秋田支社 〒","079-235-5500","","agent_round2_prefiltered.csv"
"株式会社 HOME 私たちの看板づくり カッティング文字 LEDビジョン 施工事例 会社概要 ご注","https://globarc.jp/","〒690-0015 島根県松江市上乃木8丁目1-7 茶山ビル203号 ","0852-33-7637","","agent_round2_prefiltered.csv"
"株式会社タイムリ","https://www.timely-group.jp/","〒730-0051 広島県広島市中区大手町1丁目1番26号 大手町一番ビル305 アクセス方法はこちら 香川営業所 〒760－0007 香川県高松市中央町1－5 MBSセントラルオフィス5階 アクセス方法はこちら 福","03-6275-2370","","agent_round2_prefiltered.csv"
"株式会社","https://m-hands.net/","〒730-0051 広島県広島市中区大手町１丁目1-26 大手町一番ビル 402 Webなんでも相談 無料サイト分析 サービス 01.マーケティング支援 SEO対策 MEO対策 コラム制作代行 コンテンツSEO LP","050-3708-0206","","agent_round2_prefiltered.csv"
"株式会社イ","https://eac711.com/","〒760-0023 香川県高松市寿町2-2-10 高松寿町プライムビル4階 ","089-905-1720","","agent_round2_prefiltered.csv"
"株式会社ゴ","https://www.gofield.co.jp/","〒775-0203 徳島県海部郡海陽町大里字北山下4-1 コワーキングセンター城山荘 設立 2000年6月2日 ","087-840-3611","","agent_round2_prefiltered.csv"
"有限会社ポップア","https://popart-2nd.com/","〒780-0963 高知県高知市口細山208-43 □大阪支店/〒558-0032 大阪府大阪市住吉区遠里小野7-4-24-308 ","050-7119-0707","","agent_round2_prefiltered.csv"
"株式会社の営業拠点で地域に密着し","https://ad-nagata.com/","北海道 東北 関東 北信越 東海 近畿 中国 四国 九州・沖縄 北海道 札幌営業所 詳しくはこちら 北海道札幌市東区東苗穂６条２丁目１３−３１ ","011-789-7077","","agent_round2_prefiltered.csv"
"株式会社総合広告アドバンス top of page TEL.0138-55-3399 ホ","https://www.h-adv.jp/","北海道・道南圏を中心とした総合広告代理店 営業種目 創業30年以上、私たちは広告に携わってきました","0138-55-3399","","agent_round2_prefiltered.csv"
"有限会社エイチ・ア","https://hragency.jimdoweb.com/","北海道以外のご成約施設 MEO 札幌MEO LINKS Googleストリートビュー室内360度撮影とは 医療系の施設 札幌有料老人ホーム フィトネスジム＆スポーツクラブ ネパールインドカレー ス","","","agent_round2_prefiltered.csv"
"株式会社","https://h-ad.com/","北海道広告社","011-876-8221","","agent_round2_prefiltered.csv"
"株式会社レブ・ジャポン","https://revejapon.com/","北海道札幌市の広告会社 トップページ サービス WEBサイト WEBサイトリニューアル 採用サイト WEB広告 TV CM ラジオCM 新聞広告 イベント企画 札幌市内の看板製作・施工ならお任せく","011-290-1111","","agent_round2_prefiltered.csv"
"株式会社YMO21","https://ymo21.jp/","北海道札幌市の格安で高品質なホームページ・WEB制作会社","011-221-7737","","agent_round2_prefiltered.csv"
"株式会社の佐宗氏をお迎えし","https://sam-com.co.jp/","宮城県住みます芸人バクコメさんのお二人と当スクールに通っていただいている子供たちが出演","023-687-1925","","agent_round2_prefiltered.csv"
"株式会社 top of page ミラクル","https://www.miracleone.net/","山口県SNSマーケテイング","","","agent_round2_prefiltered.csv"
"株式会社ハイスタッフ","https://highstaff.co.jp/","山形県山形市の広告代理店 TOP BUSINESS WORKS COMPANY RECRUIT CONTACT STAFF BLOG STAFF BLOG MENU scroll Face cha","023-632-6030","","agent_round2_prefiltered.csv"
"株式会社 山形IS","https://www.yamagata-is.jp/","山形県新聞折込広告枚数表《2026年6月改定》を掲載しました","023-645-3273","","agent_round2_prefiltered.csv"
"株式会社山形アドビューロ","http://y-ab.co.jp/","山形県産フルーツを使った 特別感のあるスイーツの提供を通した観光周遊Instagramキャンペーンを展開","","","agent_round2_prefiltered.csv"
"sakuraisan.net","https://www.sakuraisan.net/","山形県鶴岡市のSNS運用・Web制作 コンテンツへスキップ ナビゲーションに移動 ホーム Home ブログ Blog お知らせ News 事業内容 Business details 実績一覧 Wo","","","agent_round2_prefiltered.csv"
"株式会社コネクト MENU TOP トップ PRODUCTS 製品紹介 SERVICE 事業紹介","https://www.ni-connect.co.jp/","岩手県に根差したITソリューションカンパニーとして、企業の課題に寄り添いながら幅広いサービスを展開しています","0197-62-7790","","agent_round2_prefiltered.csv"
"株式会社オオバクリエイティブ","https://ohba-cr.co.jp/","島根県、広島市、下関市、福岡県、福岡市、北九州市、佐賀県、長崎県、長崎市、熊本県、熊本市、大分県、大分市、鹿児島県、鹿児島市） 加入団体 山口県広告業協会 一般社団法人 山口県デザイン協会 公益社","083-922-1039","","agent_round2_prefiltered.csv"
"株式会社バリュ","https://www.v-agency.co.jp/","島根県奥出雲そろばんのカタログ ☆島根広告賞パンフレット部門金賞受賞 デザイン LPCグループCM「都会の自分・地元の自分」篇 CM（TV、Web）120秒 ☆島根広告賞TVCM部門金賞受賞 動画","0853-21-0022","","agent_round2_prefiltered.csv"
"有限会社 中川広告","https://www.nakagawa-koukoku.com/","広島県三原市の広告代理店 中川広告は 瀬戸内のまち 「三原」 で 60年以上に渡り 広告代理業を生業としています 地域に息づいている 「ひと」 「もの」 「こと」 を つなぎ 結びつけていく それ","0848-62-5555","","agent_round2_prefiltered.csv"
"株式会社ドリ","https://www.dream-realize.co.jp/","広島県福山市でインターネットショップでの商品販売と地域活性型ショッピングサイト瀬戸内プレミアムの運営を行っています","084-999-0715","","agent_round2_prefiltered.csv"
"株式会社 鳴門広告社 088-685-5513 088-685-3790 メ","https://www.naruto-ad.com/","徳島県海事振興会・徳島県旅客船協会様の 制作事例をアップしました","088-685-5513","","agent_round2_prefiltered.csv"
"株式会社エス・ピ","https://spslabo.co.jp/","福島県】 TOP TECHNOLOGY SERVICE WORKS CHARGE COMPANY CONTACT CONTACT まるでその場所にいるかのような臨場感 リアル空間をバーチャル空間に","024-573-9701","","agent_round2_prefiltered.csv"
"株式会社ケンオリ サ","https://kenori.com/","福島県折込部数表（5月15日改定版）を更新しました","024-944-8400","","agent_round2_prefiltered.csv"
"株式会社ビオス","https://www.b-i-o-s.co.jp/","福島県郡山市 BIOS 総合広告会社 株式会社ビオス MENU サービス 実績紹介 私たちについて 採用情報 コラム お問い合わせ あらゆる課題・問題・社会に対し、最善の一石を投じることで、「効果","024-936-4177","","agent_round2_prefiltered.csv"
"株式会社ホワイトインタラクティブティブ","https://www.white-interactive.co.jp/","福島県郡山市の総合広告代理店 top of page Menu Home ホーム Service 事業内容 Works 制作実績 Company 会社情報 News お知らせ Contact ​お","024-954-8699","","agent_round2_prefiltered.csv"
"株式会社サキガケアドバ","https://www.s-adv.co.jp/","秋田県「自殺予防」TVCM 2023年 実績をもっと見る 2026.06.10 2025年度秋田広告協会賞 受賞 2025.05.13 2024年度広告協会賞 受賞式 2024.06.07 コレア","018-888-3311","","agent_round2_prefiltered.csv"
"有限会社岩田広告社 各種広告企画・制作・プロデュ","https://www.iwaco.jp/","青森県広告業協会・全日本広告連盟 青森観光コンベンション協会・青森商工会議所 青森観光連盟・中小企業家同友会 他 平成7年2月 有限会社岩田広告社設立（青森市花園） 青森朝日放送、エフエム青森、","017-743-3521","","agent_round2_prefiltered.csv"
"株式会社 MENU ABOUT SERVICE WORKS CONTACT Re","https://gainz.co.jp/","青森県青森市、八戸市を中心にホームページ制作、WEB広告、チラシ・パンフレット等印刷物のデザイン、動画制作等広告全般取り扱う広告代理店","017-752-6364","","agent_round2_prefiltered.csv"
"ANUN","https://www.anun-japan.com/","香川県映像制作","","","agent_round2_prefiltered.csv"
"株式会社 ユ","https://www.usk-ad.com/","高知県の広告代理店 新着情報 What’s new Topics 業務内容 業務実績 会社概要 健康経営 スタッフインタビュー 採用情報 業務内容 会社概要 業務実績 採用情報 「伝える」を広げる","088-883-3322","","agent_round2_prefiltered.csv"
"株式会社アリガトウデザインコンサルティング Home News Works About Conta","https://arigatodesign.com/","高知県商店街振興組合連合会：H29年冬期商店街歩行者通行量調査 AM10:00〜PM6:00、国土交通省道路局：高知自動車類交通量調査より オンライン広告全盛時代になぜ？ 屋外広告はWEB、SNS","050-1722-4323","","agent_round2_prefiltered.csv"
"株式会社バイスリ","https://www.bythree.jp/","鳥取県 top of page ホーム 制作実績 サービス DAGANA お問い合わせ Menu Close ホーム 制作実績 サービス DAGANA お問い合わせ Menu Close CONT","0857-30-6142","","agent_round2_prefiltered.csv"
"株式会社広告通信社 当社について サ","https://www.cocots.jp/","鳥取県、鳥取市、山口県、下関市、愛媛県、松山市、高松市 有資格者一覧 屋外広告士 10名、屋外広告物点検技能講習修了者 9名、屋外広告物講習会修了資格 14名、第2種電気工事士 3名、第2種衛生管","","","agent_round2_prefiltered.csv"
"株式会社MOVE ABOUT US 私たちについて NEWS お知らせ CONTACT お問い合わ","https://move-web.co.jp/","鳥取県東部全域の日本海新聞へチラシを折り込み、弊社ホームページへも掲載いたします","0857-50-1525","","agent_round2_prefiltered.csv"
"anon creative","https://www.anon-c.com/","鳥取県米子市のWEB制作・SNS運用 top of page HOME anon creative 事業内容 お問い合わせ ビジネスに ""温度""をONする anon creativeについて AI","","","agent_round2_prefiltered.csv"
"ASUE株式会社","https://asue.jp","〒105-0014 東京都港区芝一丁目15番13号 オフィスニューガイア浜松町No.17 10F","0120-212-183","","agent_round2_recruiting_verified.csv"
"トガル株式会社","https://togaru.co.jp","〒453-0016 愛知県名古屋市中村区竹橋町５番５号 さかえビル4B","","","agent_round2_recruiting_verified.csv"
"株式会社ITreat","https://itreat.co.jp","〒502-0817 岐阜県岐阜市長良福光2588 辻文ビル 3F","058-201-0240","","agent_round2_recruiting_verified.csv"
"株式会社ヒダネ","https://hidane.co.jp/","北海道札幌市","","","agent_round3_verified_seed.csv"
"株式会社Ao","https://aoinc.co.jp/","〒150-0001 東京都渋谷区神宮前6丁目23-4 桑野ビル2F","","","agent_round3_verified_seed.csv"
"MEDITEX株式会社","https://meditex.jp","沖縄県 形成外科・美容外科系 過去4年で、歴代最高の売上に。 貴クリニック様 集患支援 沖縄県 事例紹介/お客様の声 > COLUMN コラム 記事準備中です。 コラム一覧 > MESSAGE","","","agent_round3_vertical_verified.csv"
"株式会社Cloudil","https://cloudil.jp","〒107-0062 東京都港区南青山2丁目2番15号 045-900-8254 info@textrade.org Copyright © Textrade All Rights Reserved.","045-900-8254","","agent_round3_vertical_verified.csv"
"株式会社cantik","https://cantik.co.jp","〒252-0314 神奈川県相模原市南区南台5-21-17 セレス南台203号 最寄り 小田急小田原線「小田急相模原駅」徒歩7分","080-7084-3102","","agent_round3_vertical_verified.csv"
"株式会社デジタルコンバージェンス","https://digitalconvergence.jp","東京都出身 1993年 二級ガソリン・ジーゼル自動車整備士 2002年 古物商・自動車査定士 2005年 （有）デジタル・コンバージェンス","","","agent_round3_vertical_verified.csv"
"株式会社Loco","https://www.loco-inc.net","東京都新宿区中落合3-5-1","","","agent_round4_verified_seed.csv"
"Grandir株式会社","https://grandir-official-sz.jp","〒420-0035 静岡県静岡市葵区七間町7-8 セブンセンタービル2F","","","agent_round4_verified_seed.csv"
"なるほど福岡","https://www.naruhodo-fukuoka.com/","福岡県糟屋郡久山町にある大型ショッピングモール・トリアス久山内で営業し… 2026.7.30 大島 大地 お出かけ・観光 【福岡】糸島フォレストアドベンチャーは子供も大人も楽しいアスレチック！服装や料金など","","","agent_west_marketing_raw.csv"
"アドリブ株式会社","https://globalsearch.co.jp/","東京都千代田区麹町4-4-7 アトム麹町タワー3F","03-6679-2750","","all_verified_historical_candidates.csv"
"株式会社エマージ","https://emerge.co.jp/","東京都新宿区新宿6-29-7 ウィステリアウッズ2F","","","all_verified_historical_candidates.csv"
"株式会社ブルームプロモーション","https://www.bloom-promotion.jp","〒060-0042 北海道札幌市中央区大通西7丁目2-5 大通青木ビル7F","011-596-7500","","all_verified_historical_candidates.csv"
"株式会社パイロットン","https://pilotton.jp","〒101-0047 東京都千代田区内神田1-14-8 KANDA SQUARE GATE 3F","03-6262-9855","","all_verified_historical_candidates.csv"
"合同会社ネットランド","https://www.netland-gk.co.jp","〒819-0030 福岡県福岡市西区室見が丘1-20-14","090-7920-6976","","all_verified_historical_candidates.csv"
"セキ株式会社","https://www.seki.co.jp","〒790-8686 愛媛県松山市湊町7丁目7番地1","089-945-0111","","all_verified_historical_candidates.csv"
"株式会社アドブレイン","https://www.ad-brain.co.jp/","〒320-0806 栃木県宇都宮市中央5-1-8 KAMAGAWA LIVING 1F","028-678-6831","","all_verified_historical_candidates.csv"
"株式会社インソースマーケティングデザイン","https://insource-mkd.co.jp/","〒321-0953 栃木県宇都宮市東宿郷3-1-12 吉田ビル8F","028-614-8330","","all_verified_historical_candidates.csv"
"株式会社日宣","https://www.nissenad.co.jp/","〒101-0048 東京都千代田区神田司町2-6-5 日宣神田第2ビル","03-5209-7222","","all_verified_historical_candidates.csv"
"（株）アテナ","http://www.atena.co.jp/","東京都江戸川区臨海町5-2-2","","","jadma_candidates.csv"
"（株）アド・ダイセン","http://www.ad-daisen.co.jp/","大阪府大阪市西区阿波座1-3-15関電不動産西本町ビル7Ｆ","","","jadma_candidates.csv"
"ｅＢａｙ　Ｊａｐａｎ（同）","https://www.qoo10.jp/gmkt.inc/Company/AboutCompany.aspx","108-0075 東京都港区元赤坂1丁目3-13赤坂センタービルディング13階","050-5840-9100","","jadma_candidates.csv"
"（株）エスプールセールスサポート","https://sales.spool.co.jp/","101-0021 東京都千代田区外神田1-18-13秋葉原ダイビル10F","03-6859-6545","","jadma_candidates.csv"
"ＮＴＴドコモビジネス（株）","http://www.ntt.com/","東京都千代田区大手町2-3-1大手町ﾌﾟﾚｲｽｳｴｽﾄﾀﾜｰ","","","jadma_candidates.csv"
"（株）ＦＣＥ","https://fce-pat.co.jp/","東京都新宿区西新宿2丁目4番1号新宿NSﾋﾞﾙ10階","","","jadma_candidates.csv"
"（株）オービービー","http://obbc.jp/","京都府京都市右京区西京極南庄境町２番地","","","jadma_candidates.csv"
"キャリアリンク（株）","https://www.careerlink.co.jp/","163-0433 東京都新宿区西新宿2-1-1新宿三井ビル33階","03-3340-5077","","jadma_candidates.csv"
"ギグワークスアドバリュー（株）","https://add.gig.co.jp/","大阪府大阪市中央区北浜2-6-18淀屋橋スクエア5階","","","jadma_candidates.csv"
"（株）グローバル・メディア・プラネッツ","http://www.gmplanets.co.jp","東京都港区麻布台2-3-14","","","jadma_candidates.csv"
"（有）ゴッドキッズ","https://www.godxids.com/","東京都渋谷区神宮前3-18-12","","","jadma_candidates.csv"
"佐川印刷（株）","http://www.spcom.co.jp/","京都府向日市森本町戌亥5-3","","","jadma_candidates.csv"
"シービーアールイー（株）","https://www.cbre.co.jp/","東京都千代田区丸の内2-1-1","","","jadma_candidates.csv"
"（株）システムリサーチ","https://www.ilii.jp/","東京都新宿区西新宿2-7-1小田急第一生命ビル24F","","","jadma_candidates.csv"
"（株）シップス","http://www.cips.co.jp/","大阪府大阪市北区本庄東2-5-27","","","jadma_candidates.csv"
"（株）新広社","https://www.shinkosha.net/","大阪府大阪市西区西本町1-4-1ｵﾘｯｸｽ本町ﾋﾞﾙ14F","","","jadma_candidates.csv"
"（株）ジンテック","http://www.jintec.com/","東京都千代田区二番町11-7住友不動産二番町ﾋﾞﾙ3F","","","jadma_candidates.csv"
"（株）ＳＵＰＥＲ　ＳＴＵＤＩＯ","https://www.super-studio.jp/","1530064 東京都目黒区下目黒2-23-18目黒山手通ビル8F","03-5759-6380","","jadma_candidates.csv"
"（株）ストリート","https://www.street-inc.com/","東京都港区海岸1-2-20汐留ビルディング21F","","","jadma_candidates.csv"
"（株）ｓｏｇｎｏ","https://sognojapan.jp/","東京都中央区築地4-12-2シグネットビル9階","03-6450-1978","","jadma_candidates.csv"
"大日本印刷（株）","https://www.dnp.co.jp/","東京都新宿区市谷加賀町1-1-1","","","jadma_candidates.csv"
"ディーエムソリューションズ（株）","https://ul-logi.jp/","180-0005 東京都武蔵野市御殿山1-1-3クリスタルパークビル2F","0120-489-017","","jadma_candidates.csv"
"ＤＣアーキテクト（株）","http://89ji.com","東京都中央区京橋2-7-14ﾋﾞｭﾚｯｸｽ京橋5階","","","jadma_candidates.csv"
"（株）ドリーム","http://www.mydream.co.jp/","愛知県名古屋市東区徳川町403I・C・Cクオリアビル","","","jadma_candidates.csv"
"（株）博報堂コンタクト&ロジスティクス","https://hakuhodo-cl.co.jp/","135-8118 東京都江東区豊洲5-6-15NBF豊洲ｶﾞｰﾃﾞﾝﾌﾛﾝﾄ9F","","","jadma_candidates.csv"
"パーソルコミュニケーションサービス（株）","https://www.persol-bd.co.jp/csl/","220-0012 神奈川県横浜市西区みなとみらい4-4-5横浜アイマークプレイス","050-3163-8300","","jadma_candidates.csv"
"ヒガ・アーツアンドメタル（株）","http://higa-bull.com/","東京都大田区大森北6-26-23","","","jadma_candidates.csv"
"秘書センター（株）","https://www.hishocenter.com/","108-0014 東京都中央区銀座8丁目13-1銀座三井ビルディング","03-3457-9052","","jadma_candidates.csv"
"ビーウィズ（株）","https://www.bewith.net/","大阪府大阪市北区梅田3-3-20","","","jadma_candidates.csv"
"富士フイルムビジネスイノベーションジャパン（株）","https://www.fujifilm.com/fb/company/fbj?Lnk=flyout","135-0061 東京都江東区豊洲２丁目2番1号","03-6630-8000","","jadma_candidates.csv"
"ボストン・コンサルティング・グループ（同）","https://www.bcg.com/ja-jp/","103-0022 東京都中央区日本橋室町三丁目2番1号","03-6387-2000","","jadma_candidates.csv"
"（株）読売新聞東京本社","https://www.yomiuri.co.jp","東京都千代田区大手町1-7-1","","","jadma_candidates.csv"
"株式会社アドワン","https://www.ad-one.jp/","〒550-0003 大阪府大阪市西区京町堀一丁目11番7号 京旺ビル4階B号室","","","main_aca_ad_candidates_1.csv"
"株式会社インファクト","https://www.infact1.co.jp/","〒110-0008 東京都台東区池之端2-9-3","03-5685-7311","","main_aca_ad_candidates_2.csv"
"株式会社ブレイブ","https://www.bravec.co.jp","東京都千代田区外神田5‐2‐1 外神田Sビル 8F","03‐5207‐6061","","main_aca_official_members_clean.csv"
"株式会社ブレインズ・コミュニケーション","http://www.b-com.jp","〒150-0002 東京都渋谷区渋谷2-11-13 松田渋谷ビル1Ｆ","03-5774-1391","","main_aca_official_members_clean.csv"
"株式会社あどＱ","https://www.okugaikoukoku.com","〒160-0012 東京都新宿区新宿5-11-2 SOBLD 508","03-5368-3958","","main_aca_official_members_raw.csv"
"株式会社アクセスグループ・ホールディングス","https://www.access-t.co.jp/","〒107-0062 東京都港区南青山1-1-1 新青山ビル東館15階","03-5413-3001（代）","","main_aca_official_members_raw.csv"
"株式会社アントレ","http://corp.entrenet.jp/","〒100-0005 東京都千代田区丸の内1-4-1 丸の内永楽ビルディング26F","0120-66-4410","","main_aca_official_members_raw.csv"
"株式会社エス・エム・エス","http://www.bm-sms.co.jp/","〒105-0011 東京都港区芝公園2-11-1 住友不動産芝公園タワー","03-6721-2400","","main_aca_official_members_raw.csv"
"株式会社ＫＲＳ","https://krs-hr.jp/","〒150-0002 東京都渋谷区渋谷1-8-1 第3西青山ビル2階","03-3498-7111","","main_aca_official_members_raw.csv"
"株式会社favy","https://favy.co.jp/","〒160-0022 東京都新宿区新宿3丁目15−11アドホック新宿ビル3F","050-1746-3240","","main_aca_official_members_raw.csv"
"株式会社SAKIYOMI","https://corp.sns-sakiyomi.com","大阪府大阪市北区曾根崎新地2丁目6-24 MF桜橋2ビル7階","06-6476-8920","","main_corporatized_marketing_candidates.csv"
"SKY PRODUCTION株式会社","https://skyproduction.jp","大阪府大阪市西区南堀江1丁目24-17 サウスサイドなにわ筋208","","","main_corporatized_marketing_candidates.csv"
"株式会社ブリッジ","https://f-bridge.net/","〒311-4163 茨城県水戸市加倉井町2099","029-297-9520","","main_ibaraki_marketing_candidates_1.csv"
"株式会社 アクアスター","https://aqua-star.co.jp/","〒104-0045 東京都中央区築地1-13-1銀座松竹スクエア7F","03-5550-8511","","main_jaaa_official_candidates_clean.csv"
"株式会社 大手広告通信社","https://www.ohte-ad.co.jp/","〒101-0051 東京都千代田区神田神保町2-38 いちご九段ビル5F","03-5226-2001","","main_jaaa_official_candidates_clean.csv"
"株式会社 電通名鉄コミュニケーションズ","https://www.dm-c.co.jp/","〒450-0002 名古屋市中村区名駅四丁目8番18号","052-571-0550","","main_jaaa_official_candidates_clean.csv"
"株式会社 メディックス","https://www.medix-inc.co.jp/","〒101-0051 東京都千代田区神田神保町1-105 神保町三井ビルディング 19階","03-5280-9471","","main_jaaa_official_candidates_clean.csv"
"アクセンチュア 株式会社","https://www.accenture.com/jp-ja","〒107-8672 東京都港区赤坂1-8-1 赤坂インターシティAIR（受付: 8階）","03-3588-3000","","main_jaaa_official_candidates_filtered.csv"
"株式会社 神奈中商事","https://kanachushoji.co.jp/","〒254-0016 神奈川県平塚市東八幡3丁目15番3号","0463-27-2201","","main_jaaa_official_candidates_filtered.csv"
