_row,company_name,url,address,phone,maps_url,contact_url,message,sent_at,status,error_reason,screenshot_path,provider_used,提案区分,,区分,検出ワード,official_name,name_source,audit_state,audit_reason,category,evidence,resolved_url
12,株式会社 LAM COMPANY,https://www.moji-lamcompany.com,〒801-0863 福岡県北九州市門司区栄町2,093-342-7321,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE+LAM+COMPANY/data=!4m7!3m6!1s0x3543bf7f628ed251:0xb1a7ccb88c6b4353!8m2!3d33.9447457!4d130.9650354!16s%2Fg%2F11ffv3p7jn!19sChIJUdKOYn-_QzURU0NrjLjMp7E?authuser=0&hl=ja&rclk=1,https://www.moji-lamcompany.com#contact,,,,,,,,,,,株式会社 LAM COMPANY 代表取締役 篠崎友寿,official,exclude,target_service_unconfirmed,,,https://www.moji-lamcompany.com
13,IG株式会社,https://www.mediaimpact.co.jp,京都市 甲斐守町９７ 2F,075-406-1349,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%A1%E3%83%87%E3%82%A3%E3%82%A2%E3%82%A4%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88/data=!4m7!3m6!1s0x60010876358172a5:0xdf92be212ccb0b20!8m2!3d35.0248989!4d135.7533519!16s%2Fg%2F1hc3vfmkq!19sChIJpXKBNXYIAWARIAvLLCG-kt8?authuser=0&hl=ja&rclk=1,https://www.mediaimpact.co.jp/contact/,,,,,,,,,,,株式会社メディアインパクト,official,valid,,Web制作・クリエイティブ,ホームページ制作 / Webサイト制作 / Web制作,https://www.mediaimpact.co.jp
14,Pasolack -パソラック-,https://pasolack.salty.style,水戸市 東原３丁目６−４４,090-4748-8643,https://www.google.com/maps/place/Pasolack+-%E3%83%91%E3%82%BD%E3%83%A9%E3%83%83%E3%82%AF-/data=!4m7!3m6!1s0xa44d44eff1e2bc7:0x49567f6c277b2a22!8m2!3d36.3858771!4d140.4460593!16s%2Fg%2F11krgc76v7!19sChIJxyse_07URAoRIip7J2x_Vkk?authuser=0&hl=ja&rclk=1,https://pasolack.salty.style/contact/,,,,,,,,,,,,unresolved,review,official_name_unresolved,,,https://pasolack.salty.style
15,テコハブ株式会社,https://teco-hub.com,熊本市 迎町１丁目４−１４ 石橋ビル 202,096-240-3217,https://www.google.com/maps/place/%E3%83%86%E3%82%B3%E3%83%8F%E3%83%96%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE/data=!4m7!3m6!1s0x3540f391f05d9909:0x7f1e13b0ca741e43!8m2!3d32.7915759!4d130.7020472!16s%2Fg%2F11gy68bjph!19sChIJCZld8JHzQDURQx50yrATHn8?authuser=0&hl=ja&rclk=1,https://teco-hub.com/contact/,,,,,,,,,,,テコハブ株式会社,official,valid,,Web広告・デジタル集客,Webマーケティング / デジタルマーケティング / Web広告,https://teco-hub.com
16,株式会社ogawa.,https://www.ogawa-cnct.com,〒431-3752 静岡県浜松市天竜区小川1,080-5117-1286,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEogawa./data=!4m7!3m6!1s0xa15bd168e25f1231:0xfa67269192e81554!8m2!3d32.9998961!4d138.4293072!16s%2Fg%2F11msb8b2m2!19sChIJMRJf4mjRW6ERVBXokpEmZ_o?authuser=0&hl=ja&rclk=1,https://www.ogawa-cnct.com,,,,,,,,,,,株式会社ogawa,official,exclude,target_service_unconfirmed,,,https://www.ogawa-cnct.com
17,株式会社EAVEL,https://eavel.co.jp,〒703-8261 岡山県岡山市中区海吉1,086-238-2962,https://www.google.com/maps/place/%28%E6%A0%AA%29EAVEL/data=!4m7!3m6!1s0x35540924c3cbbd3b:0x1da5e726a5e68416!8m2!3d34.6622541!4d133.9874534!16s%2Fg%2F11vr6p3_xy!19sChIJO73LwyQJVDURFoTmpSbnpR0?authuser=0&hl=ja&rclk=1,https://eavel.co.jp/contact/,,,,,,,,,,,株式会社EAVEL,official,valid,,Web広告・デジタル集客,Webマーケティング / 広告運用 / SEO対策,https://eavel.co.jp
18,株式会社火燵（こたつ）,https://kotatsu.info,〒112-0004 東京都文京区後楽2,03-6822-5629,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E7%81%AB%E7%87%B5%EF%BC%88%E3%81%93%E3%81%9F%E3%81%A4%EF%BC%89/data=!4m7!3m6!1s0x3553df2edcde018b:0x23b2f422502e40b!8m2!3d34.2981109!4d133.8349974!16s%2Fg%2F11_rqby07!19sChIJiwHe3C7fUzURC-QCJUIvOwI?authuser=0&hl=ja&rclk=1,https://kotatsu.info/contact/form/,,,,,,,,,,,株式会社火燵(こたつ,official,valid,,Web広告・デジタル集客,Webマーケティング / Web広告 / インターネット広告,https://kotatsu.info
19,株式会社ソフィットウェブコンサルティング,https://sophit.biz,横浜市 不老町１丁目２−１,050-7108-5882,https://www.google.com/maps/place/%EF%BC%88%E6%A0%AA%EF%BC%89%E3%82%BD%E3%83%95%E3%82%A3%E3%83%83%E3%83%88%E3%82%A6%E3%82%A7%E3%83%96%E3%82%B3%E3%83%B3%E3%82%B5%E3%83%AB%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0/data=!4m7!3m6!1s0x60185cf1b668dfe3:0x4af5a9d40c319611!8m2!3d35.4425327!4d139.6371745!16s%2Fg%2F11fm3ptdwn!19sChIJ499otvFcGGAREZYxDNSp9Uo?authuser=0&hl=ja&rclk=1,https://sophit.biz/yokohamajyoseikigyou/,,,,,,,,,,,株式会社ソフィットウェブコンサルティング,official,valid,,Web制作・クリエイティブ,ホームページ制作 / ブランディング,https://sophit.biz
20,特定非営利活動法人 木更CoN,https://kisacon.com,木更津市 太田４丁目３−７,0438-25-1377,https://www.google.com/maps/place/%E7%89%B9%E5%AE%9A%E9%9D%9E%E5%96%B6%E5%88%A9%E6%B4%BB%E5%8B%95%E6%B3%95%E4%BA%BA+%E6%9C%A8%E6%9B%B4CoN/data=!4m7!3m6!1s0x60180b14df9e41e1:0x74245c1ee230ccc9!8m2!3d35.3736054!4d139.9583461!16s%2Fg%2F11c3trkf2n!19sChIJ4UGe3xQLGGARycww4h5cJHQ?authuser=0&hl=ja&rclk=1,https://kisacon.com/contact/,,,,,,,,,,,,unresolved,review,official_name_unresolved,,,https://kisacon.com
21,株式会社モノクロマーケティング,https://monochro-marketing.co.jp,横浜市 金港町5−１４ クアドリフォリオ 8階,050-1807-1567,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%A2%E3%83%8E%E3%82%AF%E3%83%AD%E3%83%9E%E3%83%BC%E3%82%B1%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0/data=!4m7!3m6!1s0x60185de03f299fed:0x13b4c8bcb902eaaa!8m2!3d35.4681882!4d139.625026!16s%2Fg%2F11x2xfgdjy!19sChIJ7Z8pP-BdGGARquoCubzItBM?authuser=0&hl=ja&rclk=1,https://monochro-marketing.co.jp/contact/,,,,,,,,,,,株式会社モノクロマーケティング,existing,valid,,Web制作・クリエイティブ,LP制作 / 映像制作 / クリエイティブ制作,https://monochro-marketing.co.jp
22,株式会社 CAPサービス,https://cap-service.jp,〒541-0047 大阪府大阪市中央区淡路町3,0120-14-4551,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE+CAP%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9/data=!4m7!3m6!1s0x6000e7c39cd4ec91:0x16c574318640c1c7!8m2!3d34.6871413!4d135.5012215!16s%2Fg%2F11h6x6147l!19sChIJkezUnMPnAGARx8FAhjF0xRY?authuser=0&hl=ja&rclk=1,https://cap-service.jp/contact/,,,,,,,,,,,株式会社 CAP SERVICE,official,valid,,SNS運用・SNS広告,SNS運用,https://cap-service.jp
23,株式会社カンドタカメ,https://www.candotakeme.com,〒446-0058 愛知県安城市三河安城南町1,050-1808-8619,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%AB%E3%83%B3%E3%83%89%E3%82%BF%E3%82%AB%E3%83%A1/data=!4m7!3m6!1s0x600499b066069861:0x37af47e9c782c458!8m2!3d34.9661675!4d137.0601357!16s%2Fg%2F11m6tqynxv!19sChIJYZgGZrCZBGARWMSCx-lHrzc?authuser=0&hl=ja&rclk=1,https://www.candotakeme.com,,,,,,,,,,,株式会社カンドタカメ,official,valid,,Web制作・クリエイティブ,Webサイト制作 / Web制作 / 映像制作,https://www.candotakeme.com
24,株式会社Heart Seed（ハートシード） 相模原,https://heart-seed.jp,〒194-0021 東京都町田市中町3,042-850-9249,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEHeart+Seed%EF%BC%88%E3%83%8F%E3%83%BC%E3%83%88%E3%82%B7%E3%83%BC%E3%83%89%EF%BC%89+%E7%9B%B8%E6%A8%A1%E5%8E%9F/data=!4m7!3m6!1s0x8107c0bdb7c05d6f:0x28b1549bdae3c771!8m2!3d35.5783565!4d139.3716854!16s%2Fg%2F11t6p3qptg!19sChIJb13At73AB4ERccfj2ptUsSg?authuser=0&hl=ja&rclk=1,https://heart-seed.jp/contact/,,,,,,,,,,,株式会社Heart Seed（ハートシード） 相模原,existing,valid,,SNS運用・SNS広告,SNS運用,https://heart-seed.jp
25,イツモスマイルデジタルソリューションズ株式会社,https://itsumo-app.net,〒770-0022 徳島県徳島市佐古二番,088-677-8866,https://www.google.com/maps/place/%E3%82%A4%E3%83%84%E3%83%A2%E3%82%B9%E3%83%9E%E3%82%A4%E3%83%AB%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%BD%E3%83%AA%E3%83%A5%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E3%82%BA%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE/data=!4m7!3m6!1s0x3553730051124cb7:0xdb04409a2e397bd0!8m2!3d34.0775506!4d134.538559!16s%2Fg%2F11z15h4dnl!19sChIJt0wSUQBzUzUR0Hs5LppABNs?authuser=0&hl=ja&rclk=1,https://itsumo-app.net/itsumo-app.net/contact/,,,,,,,,,,,イツモスマイルデジタルソリューションズ株式会社,official,exclude,target_service_unconfirmed,,,https://itsumo-app.net
26,株式会社Next Vision,https://www.nextvisionjp.net,〒663-8004 兵庫県西宮市下大市東町4,080-2527-3115,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BENext+Vision/data=!4m7!3m6!1s0x842c5fe48f543c53:0x67e989f1f34d9863!8m2!3d34.7570081!4d135.358472!16s%2Fg%2F11z7p7b941!19sChIJUzxUj-RfLIQRY5hN8_GJ6Wc?authuser=0&hl=ja&rclk=1,https://www.nextvisionjp.net/blank-3,,,,,,,,,,,株式会社Next Vision,existing,valid,,Web制作・クリエイティブ,動画制作 / 映像制作,https://www.nextvisionjp.net
27,スタッフソリューション,https://staffsolution.jp,〒310-0852 茨城県水戸市笠原町1,029-306-8244,https://www.google.com/maps/place/%E3%82%B9%E3%82%BF%E3%83%83%E3%83%95%E3%82%BD%E3%83%AA%E3%83%A5%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3/data=!4m7!3m6!1s0x602224379611a29f:0xc1ee8971ed839023!8m2!3d36.3436689!4d140.4566466!16s%2Fg%2F11c46h0_l1!19sChIJn6IRljckImARI5CD7XGJ7sE?authuser=0&hl=ja&rclk=1,https://staffsolution.jp/contact,,,,,,,,,,,,unresolved,review,official_name_unresolved,,,https://staffsolution.jp
28,株式会社西村,https://24mura.co.jp,福岡市 大名２丁目１−１３ 3F,092-260-5424,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E8%A5%BF%E6%9D%91/data=!4m7!3m6!1s0x354191872bf83d09:0x60c33f077442930f!8m2!3d33.5883521!4d130.3950766!16s%2Fg%2F11j13lyhp8!19sChIJCT34K4eRQTURD5NCdAc_w2A?authuser=0&hl=ja&rclk=1,,,,,,,,,,,,株式会社西村,official,valid,,SNS運用・SNS広告,SNSマーケティング / SNS広告,https://24mura.co.jp
29,ハンドルワークス 広告デザイン・ホームページ制作,https://handl-works.com,宇都宮市 台新田１丁目１−３,090-6787-2890,https://www.google.com/maps/place/%E3%83%8F%E3%83%B3%E3%83%89%E3%83%AB%E3%83%AF%E3%83%BC%E3%82%AF%E3%82%B9+%E5%BA%83%E5%91%8A%E3%83%87%E3%82%B6%E3%82%A4%E3%83%B3%E3%83%BB%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8%E5%88%B6%E4%BD%9C/data=!4m7!3m6!1s0x4f1ee690e139c39f:0x4f293e12a75dcdd9!8m2!3d36.5204701!4d139.8820546!16s%2Fg%2F11kbk_yydt!19sChIJn8M54ZDmHk8R2c1dpxI-KU8?authuser=0&hl=ja&rclk=1,,,,,,,,,,,,,unresolved,review,official_name_unresolved,,,https://handl-works.com
30,Gastroduce Japan株式会社,https://gastroduce-japan.co.jp,〒812-0027 福岡県福岡市博多区下川端町１,092-292-3104,https://www.google.com/maps/place/%E9%A3%9F%E5%93%81EC%E7%89%B9%E5%8C%96%E3%82%B5%E3%83%9D%E3%83%BC%E3%83%88-GastroduceJapan%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE/data=!4m7!3m6!1s0x354191efd81fd4b3:0xc49c013df286e6ac!8m2!3d33.5862907!4d130.4177899!16s%2Fg%2F11vjkz2svf!19sChIJs9Qf2O-RQTURrOaG8j0BnMQ?authuser=0&hl=ja&rclk=1,https://gastroduce-japan.co.jp/contact/,,,,,,,,,,,GastroduceJapan株式会社,official,valid,,Web制作・クリエイティブ,ホームページ制作 / Web制作 / LP制作,https://gastroduce-japan.co.jp
31,株式会社コッツ,https://innosence.co.jp,〒921-8062 石川県金沢市新保本4,076-240-2052,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%A4%E3%83%8E%E3%82%BB%E3%83%B3%E3%82%B9/data=!4m7!3m6!1s0x5ff834c2adddf005:0x6a10b61f44605727!8m2!3d36.5586722!4d136.6041675!16s%2Fg%2F1vg_cqd1!19sChIJBfDdrcI0-F8RJ1dgRB-2EGo?authuser=0&hl=ja&rclk=1,https://innosence.co.jp/contact/,,,,,,,,,,,株式会社イノセンス,official,valid,,Web制作・クリエイティブ,Web制作 / 動画制作 / 映像制作,https://innosence.co.jp
32,㈱財産コンサルティング,https://www.zaisan-consulting.co.jp,〒010-0904 秋田県秋田市保戸野原の町8,018-824-0234,https://www.google.com/maps/place/%E3%88%B1%E8%B2%A1%E7%94%A3%E3%82%B3%E3%83%B3%E3%82%B5%E3%83%AB%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0/data=!4m7!3m6!1s0x5f8fc2b9adea3c87:0xf15ff7e6b4b5687d!8m2!3d39.725615!4d140.1142606!16s%2Fg%2F11b7y82qkg!19sChIJhzzqrbnCj18RfWi1tOb3X_E?authuser=0&hl=ja&rclk=1,https://www.zaisan-consulting.co.jp/contact/,,,,,,,,,,,,unresolved,review,official_name_unresolved,,,https://www.zaisan-consulting.co.jp
33,岡山人材採用コンサルティング株式会社,https://ojs-consulting.com,岡山市 川入９５７−２４,050-5362-8177,https://www.google.com/maps/place/%E5%B2%A1%E5%B1%B1%E4%BA%BA%E6%9D%90%E6%8E%A1%E7%94%A8%E3%82%B3%E3%83%B3%E3%82%B5%E3%83%AB%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0%28%E6%A0%AA%29/data=!4m7!3m6!1s0x3553ff069ae44d15:0x819d3d9f6edc71a2!8m2!3d34.6549412!4d133.8447963!16s%2Fg%2F11j0yccc0p!19sChIJFU3kmgb_UzURonHcbp89nYE?authuser=0&hl=ja&rclk=1,https://ojs-consulting.com/youtube,,,,,,,,,,,岡山人材採用コンサルティング株式会社,official,valid,,Web広告・デジタル集客,SEO対策,https://ojs-consulting.com
34,株式会社フード・マーケティング,https://food-marketing.jp,名古屋市 名駅３丁目２３−１６,052-433-2516,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%95%E3%83%BC%E3%83%89%E3%83%BB%E3%83%9E%E3%83%BC%E3%82%B1%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0/data=!4m7!3m6!1s0x600377ae18c672a1:0x6bbd9b195a1dec45!8m2!3d35.172403!4d136.8871312!16s%2Fg%2F11rnk35732!19sChIJoXLGGK53A2ARRewdWhmbvWs?authuser=0&hl=ja&rclk=1,https://food-marketing.jp/contact/,,,,,,,,,,,株式会社フード・マーケティング,official,valid,,Web広告・デジタル集客,広告運用,https://food-marketing.jp
35,株式会社UHB,https://uhbank.co.jp,千葉市 中央３丁目９−９ エレル千葉中央ビル ３階,043-306-5001,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEUHB/data=!4m7!3m6!1s0x602284cb20e2ac25:0xaf956808bff0a656!8m2!3d35.6087251!4d140.1242477!16s%2Fg%2F11c58qzdg7!19sChIJJaziIMuEImARVqbwvwhola8?authuser=0&hl=ja&rclk=1,https://uhbank.co.jp/contact/,,,,,,,,,,,株式会社UHB,official,valid,,Web広告・デジタル集客,Webマーケティング / リスティング広告 / 広告運用,https://uhbank.co.jp
36,株式会社and.W、and.M,https://www.andw.jp,〒887-2359 広島県福山市霞町一丁目,050-8887-2358,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEand.W%E3%80%81and.M/data=!4m7!3m6!1s0x3551110014a9bd35:0xfb052a739b1935fa!8m2!3d34.4879982!4d133.3624212!16s%2Fg%2F11yv_3w9f5!19sChIJNb2pFAARUTUR-jUZm3MqBfs?authuser=0&hl=ja&rclk=1,https://www.andw.jp/複製-相続コンサルティング,,,,,,,,,,,株式会社and.W、and.M,existing,valid,,SNS運用・SNS広告,SNS運用,https://www.andw.jp
37,ベストリンク株式会社,https://bestlnk.jp,〒004-0803 北海道札幌市清田区里塚３,011-887-3735,,https://bestlnk.jp/contact.html,,,,,,,,,,,ベストリンク株式会社,existing,exclude,target_service_unconfirmed,,,https://bestlnk.jp
38,株式会社 TOKINO,https://tokino-fudousan.com,那覇市 久米２丁目３−１５ 5階,098-880-6126,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE+TOKINO/data=!4m7!3m6!1s0x34e569ca3631335b:0xda52c6634d85f299!8m2!3d26.2152154!4d127.6773632!16s%2Fg%2F11y5ftblv6!19sChIJWzMxNspp5TQRmfKFTWPGUto?authuser=0&hl=ja&rclk=1,https://tokino-fudousan.com/contact,,,,,,,,,,,株式会社 TOKINO,official,valid,,SNS運用・SNS広告,SNS運用,https://tokino-fudousan.com
39,株式会社ラボーラ・クリエイト,https://lbl-c.com,〒980-0021 宮城県仙台市青葉区中央4,050-6883-9320,,https://lbl-c.com/form/,,,,,,,,,,,株式会社ラボーラ・クリエイト,official,valid,,SNS運用・SNS広告,SNS運用代行 / SNS運用 / SNSマーケティング,https://lbl-c.com
40,株式会社レイヤーワークス,https://layerworks.co.jp,〒444-0031 愛知県岡崎市梅園町字山添2,0564-26-0015,https://www.google.com/maps/place/%E3%83%AC%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%AF%E3%83%BC%E3%82%AF%E3%82%B9/data=!4m7!3m6!1s0x6004bd2e9b37db6f:0x751f7b0e3a280110!8m2!3d34.9595689!4d137.1685388!16s%2Fg%2F1v3lpxcf!19sChIJb9s3my69BGAREAEoOg57H3U?authuser=0&hl=ja&rclk=1,https://layerworks.co.jp/inquiry,,,,,,,,,,,株式会社レイヤーワークス,official,valid,,Web制作・クリエイティブ,ホームページ制作 / Web制作,https://layerworks.co.jp
41,株式会社ARISEARISE,https://www.arise-y.com,〒990-0064 山形県山形市和合町2,023-674-0902,,https://www.arise-y.com/contact,,,,,,,,,,,株式会社ARISEARISE,existing,valid,,Web制作・クリエイティブ,Web制作 / LP制作 / ブランディング,https://www.arise-y.com
