_row,_row,company_name,url,address,phone,maps_url,contact_url,message,sent_at,status,error_reason,screenshot_path,provider_used,提案区分,,区分,検出ワード,official_name,name_source,audit_state,audit_reason,category,evidence,resolved_url
15,15,ドリーム北海道株式会社,https://www.dreamhokkaido.com,〒060-0806 北海道札幌市北区北6,011-206-8561,,https://www.dreamhokkaido.com/contact.html,,,,,,,,,,,ドリーム北海道株式会社,existing_english,exclude,target_service_unconfirmed,,,https://www.dreamhokkaido.com
16,16,株式会社トラベーション 本社,https://travation.co.jp,〒569-1022 大阪府高槻市日吉台二番,,https://www.google.com/maps/place/%EF%BC%88%E6%A0%AA%EF%BC%89%E3%83%88%E3%83%A9%E3%83%99%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3+%E6%9C%AC%E7%A4%BE/data=!4m7!3m6!1s0x60010300185ac137:0x60979cb02e0e58d4!8m2!3d34.8727056!4d135.6132346!16s%2Fg%2F11wnd_qh9n!19sChIJN8FaGAADAWAR1FgOLrCcl2A?authuser=0&hl=ja&rclk=1,https://travation.co.jp/contact/,,,,,,,,,,,株式会社トラベーション,company_label,exclude,target_service_unconfirmed,,,https://travation.co.jp
17,17,(c) 2024 UP RISING INC.,https://up-rising.jp,〒062-0055 北海道札幌市豊平区月寒東5,011-302-7758,,https://up-rising.jp/contact/flow/,,,,,,,,,,,株式会社アットプラスデザイン,root_jsonld,exclude,direct_meo_competitor,,,https://up-rising.jp
18,18,Rn Inc,https://rncompany.jp,〒980-0014 宮城県仙台市青葉区本町一丁目,011-252-7415,,https://rncompany.jp/contact/,,,,,,,,,,,Rn Inc,existing_english,exclude,target_service_unconfirmed,,,https://rncompany.jp
19,19,株式会社TSUTA-WORLD,https://tsuta-world.com,〒150-0045 東京都渋谷区神泉町1,03-6722-6776,,https://tsuta-world.com/contact,,,,,,,,,,,株式会社TSUTA-WORLD,company_label,exclude,target_service_unconfirmed,,,https://tsuta-world.com
20,20,LANTERN inc.,https://lantern-inc.jp,〒060-0908 北海道札幌市東区北8,050-8892-6129,,https://lantern-inc.jp/contact/partner,,,,,,,,,,,LANTERN inc,existing_english,exclude,target_service_unconfirmed,,,https://lantern-inc.jp
21,21,エシカル・スカイジャパン株式会社,https://ethicalskyjapan.com,〒160-0023 東京都新宿区西新宿3,080-7152-0315,,https://ethicalskyjapan.com/contact,,,,,,,,,,,エシカル・スカイジャパン株式会社,existing_english,exclude,target_service_unconfirmed,,,https://ethicalskyjapan.com
22,22,新日本一会株式会社,https://nj-ichie.com,〒102-0073 東京都千代田区九段北1,03-6272-3792,,,,,,,,,,,,,新日本一会株式会社,existing_english,exclude,target_service_unconfirmed,,,https://nj-ichie.com
23,23,えびすけ株式会社公式,http://ebisuke.co.jp,〒070-0875 北海道旭川市春光５,0166-85-6014,,,,,,,,,,,,,株式会社公式,existing,exclude,target_service_unconfirmed,,,https://www.ebisuke.com
24,24,株式会社アシスト 東京本社,https://assist-all.co.jp,〒102-0072 東京都千代田区飯田橋３,03-6866-7521,,https://assist-all.co.jp/contact/,,,,,,,,,,,株式会社アシスト,company_label,exclude,direct_meo_competitor,,,https://assist-all.co.jp
25,25,CARTA MARKETING FIRM Inc.,https://carta-marketing-firm.co.jp,〒105-5536 東京都港区虎ノ門2,03-6845-0227,,https://carta-marketing-firm.co.jp/contact/,,,,,,,,,,,CARTA MARKETING FIRM Inc,existing_english,exclude,target_service_unconfirmed,,,https://carta-marketing-firm.co.jp
26,26,冊子印刷・カタログ印刷・パンフレット印刷、印刷・製本のことなら福井の印刷会社、伊部印刷株式会社にお任せください。,https://ibeinsatsu.co.jp,〒915-0801 福井県越前市家久町2,0778-23-5037,,https://ibeinsatsu.co.jp/contact,,,,,,,,,,,株式会社にお任せください,existing,exclude,target_service_unconfirmed,,,https://ibeinsatsu.co.jp
27,27,Puzzle Inc.,https://www.kansai-ap.biz,〒553-0003 大阪府大阪市福島区福島7,06-7777-1560,,https://www.kansai-ap.biz/contactus/,,,,,,,,,,,Puzzle Inc,existing_english,exclude,target_service_unconfirmed,,,https://www.kansai-ap.biz
28,28,株式会社マインドファクトリー,https://www.mindfactory.co.jp,〒460-0007 愛知県名古屋市中区新栄二丁目,052-880-2131,,https://www.mindfactory.co.jp/contact,,,,,,,,,,,株式会社マインドファクトリー,existing,exclude,direct_meo_competitor,,,https://www.mindfactory.co.jp
29,29,- 2026 © FELLOWS Inc.,https://www.creators-station.jp,〒150-0021 東京都渋谷区恵比寿西1,03-5728-5580,,https://www.creators-station.jp/contact,,,,,,,,,,,FELLOWS Inc,existing_english,exclude,project_or_media_site,,,https://www.creators-station.jp
30,30,plus1株式会社,https://plus1nara.com,〒639-1017 奈良県大和郡山市藤原町2,050-5469-9723,,https://plus1nara.com/contact/,,,,,,,,,,,plus1株式会社,existing_english,exclude,target_service_unconfirmed,,,https://plus1nara.com
31,31,株式会社文化堂,https://bunkado-web.co.jp,〒960-8101 福島県福島市上町2,024-572-4443,,https://bunkado-web.co.jp/contact/,,,,,,,,,,,株式会社文化堂,company_label,exclude,target_service_unconfirmed,,,https://bunkado-web.co.jp
32,32,株式会社LINK PhotoWorks,https://link-photoworks.com,〒939-2706 富山県富山市婦中町速星8,076-464-5445,,https://link-photoworks.com#contact,,,,,,,,,,,株式会社LINK,existing,exclude,target_service_unconfirmed,,,https://link-photoworks.com
33,33,株式会社サマンサハート,https://samanthaheart.com,〒959-0215 新潟県燕市吉田下中野7,0256-92-3724,,https://samanthaheart.com/contact/,,,,,,,,,,,株式会社サマンサハート,company_jsonld,exclude,target_service_unconfirmed,,,https://samanthaheart.com
34,34,株式会社アグローヴ,https://www.aglobe.co.jp,〒542-0081 大阪府大阪市中央区南船場3,06-4704-6969,,https://www.aglobe.co.jp/contact,,,,,,,,,,,株式会社アグローヴ,company_label,exclude,weak_incidental_keyword,,,https://www.aglobe.co.jp
35,35,イノベーションズアイ株式会社,https://www.innovations-i.com,〒980-0013 宮城県 宮城県仙台市青葉区花京院1,,,https://www.innovations-i.com/contact/,,,,,,,,,,,イノベーションズアイ株式会社,existing_english,exclude,target_service_unconfirmed,,,https://www.innovations-i.com
36,36,新潟ベンチャーキャピタル株式会社,https://niigata-vc.co.jp,〒940-0061 新潟県長岡市城内町3,025-250-6306,,https://niigata-vc.co.jp/contact/,,,,,,,,,,,新潟ベンチャーキャピタル株式会社,existing_english,exclude,target_service_unconfirmed,,,https://niigata-vc.co.jp
37,37,株式会社NIAHO,https://niaho.co.jp,〒018-0311 秋田県にかほ市金浦字堀切6,,,https://niaho.co.jp/contact,,,,,,,,,,,株式会社NIAHO,existing,exclude,target_service_unconfirmed,,,https://niaho.co.jp
38,38,株式会社ヤギヤエンタープライズ,https://yagiya.co.jp,〒939-1383 富山県砺波市高道3,0763-32-1941,,https://yagiya.co.jp/contact/,,,,,,,,,,,株式会社ヤギヤエンタープライズ,company_label,exclude,target_service_unconfirmed,,,https://yagiya.co.jp
39,39,︎ 2023 ECAIB・AGENT Inc.,https://ecaib.co.jp,〒692-0011 島根県安来市安来町1,0854-26-4937,,https://ecaib.co.jp#contact,,,,,,,,,,,株式会社 ECAIB・AGENT,company_label,exclude,target_service_unconfirmed,,,https://ecaib.co.jp
40,40,aaoo inc.,https://aaoo.jp,〒980-0014 宮城県仙台市青葉区本町2,,,https://aaoo.jp/contact/,,,,,,,,,,,株式会社 aaoo,company_label,exclude,target_service_unconfirmed,,,https://aaoo.jp
41,41,株式会社 PLANT PLAN,https://plantplan.jp,〒150-0043 東京都渋谷区道玄坂1,,,https://plantplan.jp/contact/index.html,,,,,,,,,,,株式会社 PLANT,existing,exclude,target_service_unconfirmed,,,https://plantplan.jp
42,42,Dayalive Inc.,https://dayalive.jp,〒140-0001 東京都品川区北品川1,050-3204-2983,,https://dayalive.jp/contact,,,,,,,,,,,株式会社デイアライブ,company_label,exclude,target_service_unconfirmed,,,https://dayalive.jp
43,43,ファーストトレード株式会社,https://fast-trade.co.jp,〒919-0628 福井県あわら市大溝3,0776-73-0606,,https://fast-trade.co.jp/contact/,,,,,,,,,,,ファーストトレード株式会社,existing_english,exclude,target_service_unconfirmed,,,https://fast-trade.co.jp
44,44,knit Inc.,https://knit-inc.com,〒390-0874 長野県松本市大手3,050-5212-5574,,https://knit-inc.com/contact/,,,,,,,,,,,株式会社ニット,root_jsonld,exclude,target_service_unconfirmed,,,https://knit-inc.com
45,45,株式会社 山梨社,https://soie.jp,〒400-0015 山梨県甲府市大手1,055-252-9211,,https://soie.jp/contact/,,,,,,,,,,,株式会社 山梨社,company_label,exclude,target_service_unconfirmed,,,https://soie.jp
46,46,株式会社 日本ネットワークサービス,https://www.nns-catv.co.jp,〒400-8509 山梨県甲府市北口2,055-251-7111,,https://www.nns-catv.co.jp/contact/shuzai/,,,,,,,,,,,株式会社 日本ネットワークサービス,existing,exclude,target_service_unconfirmed,,,https://www.nns-catv.co.jp
47,47,株式会社セブンフィッシュホールディングス,https://seven-fish.jp,〒310-0011 茨城県水戸市三の丸2,029-352-9670,,,,,,,,,,,,,株式会社セブンフィッシュホールディングス,company_label,exclude,target_service_unconfirmed,,,https://seven-fish.jp
48,48,キャップクラウド株式会社 地域創生事業部,https://dotworkpj.com,〒403-0005 山梨県富士吉田市上吉田2,050-2018-7054,,https://dotworkpj.com/contact/,,,,,,,,,,,株式会社 地域創生事業部,existing,exclude,target_service_unconfirmed,,,https://dotworkpj.com
49,49,株式会社Genie,https://genie-inc.net,〒310-0836 茨城県水戸市元吉田町1,090-7725-6423,,https://genie-inc.net/inquiry/,,,,,,,,,,,株式会社Genie,existing,exclude,target_service_unconfirmed,,,https://genie-inc.net
50,50,株式会社コンライズ,https://i-kidsvillage.net,〒310-0841 茨城県水戸市酒門町3,029-306-6730,,https://i-kidsvillage.net/contact/,,,,,,,,,,,株式会社コンライズ,existing,exclude,target_service_unconfirmed,,,https://i-kidsvillage.net
51,51,Yappe株式会社,https://yappe-inc.jp,〒963-8814 福島県郡山市石渕町1,,,https://yappe-inc.jp/contact,,,,,,,,,,,Yappe株式会社,existing_english,exclude,target_service_unconfirmed,,,https://yappe-inc.jp
52,52,GoodNews株式会社,https://goodnews-inc.jp,〒305-0821 茨城県つくば市春日１,080-4403-6563,,https://goodnews-inc.jp#contact,,,,,,,,,,,GoodNews株式会社,existing_english,exclude,target_service_unconfirmed,,,https://goodnews-inc.jp
53,53,コア・イノベーション株式会社（旧 唐沢農機サービス）,https://recruit.karasawanouki.co.jp,〒389-0518 長野県東御市本海野1,0268-62-5262,,https://recruit.karasawanouki.co.jp/information,,,,,,,,,,,株式会社唐沢農機サービス,company_jsonld,exclude,target_service_unconfirmed,,,https://recruit.karasawanouki.co.jp
54,54,お客様、社員、社会から応援されて、お客様が自然に集まる仕組みづくりを支援する株式会社エムディー,https://www.mdinc.jp,〒300-1544 茨城県取手市山王８,0297-44-4622,,https://www.mdinc.jp/contact,,,,,,,,,,,株式会社エムディー,existing,exclude,target_service_unconfirmed,,,https://www.mdinc.jp
55,55,株式会社シーエスエム,https://csm-it.co.jp,〒370-0845 群馬県高崎市新後閑町4,0120-72-6633,,https://csm-it.co.jp/contact/,,,,,,,,,,,株式会社シーエスエム,root_jsonld,exclude,target_service_unconfirmed,,,https://csm-it.co.jp
56,56,株式会社ラストコンパス,https://lastcompass.co.jp,〒531-0072 大阪府大阪市北区豊崎3,06-6459-9690,,https://lastcompass.co.jp/contact,,,,,,,,,,,株式会社LAST,company_label,exclude,target_service_unconfirmed,,,https://lastcompass.co.jp
57,57,KOTOBUKI Medical 株式会社,https://kotobukimedical.com,〒340-0816 埼玉県八潮市中央4,048-951-5211,,https://kotobukimedical.com/contact/,,,,,,,,,,,KOTOBUKI Medical 株式会社,existing_english,exclude,target_service_unconfirmed,,,https://kotobukimedical.com
58,58,株式会社Griteen,https://company.griteen.com,〒305-0031 茨城県つくば市吾妻2,,,https://company.griteen.com/contact,,,,,,,,,,,株式会社Griteen,existing,exclude,target_service_unconfirmed,,,https://company.griteen.com
59,59,いしむら経営コンサルタント株式会社,https://www.ismrco.com,〒260-0031 千葉県千葉市中央区新千葉１,070-1304-5743,,https://www.ismrco.com/お問い合わせ/,,,,,,,,,,,いしむら経営コンサルタント株式会社,existing_english,exclude,target_service_unconfirmed,,,https://www.ismrco.com
60,60,株式会社 ARX,https://www.arx26.site,〒231-0027 神奈川県横浜市中区扇町3,045-278-6874,,https://www.arx26.site/contact/index.html,,,,,,,,,,,株式会社 ARX,existing,exclude,target_service_unconfirmed,,,https://www.arx26.site
61,61,株式会社ainak,https://ixmile.jp,〒262-0033 千葉県千葉市花見川区幕張本郷1,,,https://ixmile.jp#anc_contact,,,,,,,,,,,株式会社IXMILE,company_label,exclude,weak_incidental_keyword,,,https://ixmile.jp
62,62,株式会社コーセーコーポレーション,https://kosecorp.co.jp,〒210-0006 神奈川県川崎市川崎区砂子1,044-245-4736,,https://kosecorp.co.jp/contact/,,,,,,,,,,,株式会社コーセーコーポレーション,company_label,exclude,weak_incidental_keyword,,,https://kosecorp.co.jp
63,63,株式会社たしざん,https://www.tashizan.jp,〒156-0041 東京都世田谷区大原1,,,https://www.tashizan.jp/contact,,,,,,,,,,,株式会社たしざん,existing,exclude,target_service_unconfirmed,,,https://www.tashizan.jp
64,64,パワーコンテンツジャパン株式会社,https://crownmedia.jp,〒160-0018 東京都新宿区須賀町4,03-6824-0740,,https://crownmedia.jp/contact/,,,,,,,,,,,パワーコンテンツジャパン株式会社,existing_english,exclude,target_service_unconfirmed,,,https://crownmedia.jp
65,65,teco inc.,https://teco-inc.design,〒151-0065 東京都渋谷区大山町2,,,https://teco-inc.design/contact/,,,,,,,,,,,teco inc,existing_english,exclude,target_service_unconfirmed,,,https://teco-inc.design
66,66,厚木ガス株式会社,https://atsugigas.co.jp,〒105-8527 東京都港区海岸１,046-230-2353,,https://atsugigas.co.jp/contact/help/?open=08#cnt08more,,,,,,,,,,,厚木ガス株式会社,existing_english,exclude,target_service_unconfirmed,,,https://atsugigas.co.jp
67,67,カラージャパン株式会社,https://colorjapan.jp,〒211-0051 神奈川県川崎市中原区宮内 4,044-712-4691,,https://colorjapan.jp/contact,,,,,,,,,,,カラージャパン株式会社,existing_english,exclude,target_service_unconfirmed,,,https://colorjapan.jp
68,68,株式会社Nextwel,https://nextwel.co.jp,〒210-0007 神奈川県川崎市川崎区駅前本町1,,,https://nextwel.co.jp/contact,,,,,,,,,,,株式会社Nextwel,existing,exclude,target_service_unconfirmed,,,https://nextwel.co.jp
69,69,株式会社コア Core.inc,https://core1ok.com,〒252-0334 神奈川県相模原市 南区若松2,042-743-3085,,https://core1ok.com/contact/,,,,,,,,,,,株式会社コア,company_label,exclude,target_service_unconfirmed,,,https://core1ok.com
70,70,transcosmos online communications株式会社,https://transcosmos-online.com,〒170-6015 東京都豊島区東池袋三丁目,03-5904-9091,,https://transcosmos-online.com/contact/index.html,,,,,,,,,,,transcosmos online communications株式会社,existing_english,exclude,target_service_unconfirmed,,,https://transcosmos-online.com
71,71,株式会社ファミリーロマンス,https://family-romance.com,〒135-0064 東京都江東区青海2,0120-949-341,,https://family-romance.com/media-contact,,,,,,,,,,,株式会社ファミリーロマンス,existing,exclude,target_service_unconfirmed,,,https://family-romance.com
72,72,三方良し株式会社,https://sanpoyoshi.site,〒251-0003 神奈川県藤沢市柄沢二丁目,070-9252-4273,,https://sanpoyoshi.site/contact#form-1,,,,,,,,,,,三方良し株式会社,existing_english,exclude,target_service_unconfirmed,,,https://sanpoyoshi.site
73,73,らいおんハート合同会社,https://lion-heart.jp,〒031-0075 青森県八戸市内丸3,0178-20-0482,,https://lion-heart.jp/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/,,,,,,,,,,,らいおんハート合同会社,existing_english,exclude,target_service_unconfirmed,,,https://lion-heart.jp
74,74,株式会社POTETO Media,https://poteto.media,〒107-0062 東京都港区南青山7,03-6822-6646,,https://poteto.media/contact,,,,,,,,,,,株式会社POTETO,company_label,exclude,target_service_unconfirmed,,,https://poteto.media
75,75,株式会社メイジン,https://mayzin-g.co.jp,〒980-0021 宮城県仙台市青葉区中央1,022-797-0861,,https://mayzin-g.co.jp/contact/,,,,,,,,,,,株式会社メイジン,company_label,exclude,target_service_unconfirmed,,,https://mayzin-g.co.jp
76,76,富士フイルムBI山形株式会社,https://fujifilm-fbyamagata.com,〒990-2492 山形県山形市鉄砲町2,023-624-2468,,https://fujifilm-fbyamagata.com/contact/,,,,,,,,,,,富士フイルムBI山形株式会社,existing_english,exclude,target_service_unconfirmed,,,https://fujifilm-fbyamagata.com
77,77,株式会社スターズテック StarsTech,https://stars-tech.jp,〒961-8041 福島県西白河郡西郷村字豊作東5,090-2880-0011,,,,,,,,,,,,,株式会社スターズテック,existing,exclude,target_service_unconfirmed,,,https://stars-tech.jp
78,78,株式会社柳沢建設,https://yanagi-k.co.jp,〒018-5421 秋田県鹿角市十和田大湯字川原ノ湯1,0186-37-2129,,https://yanagi-k.co.jp/contact,,,,,,,,,,,株式会社柳沢建設,existing,exclude,target_service_unconfirmed,,,https://yanagi-k.co.jp
79,79,株式会社アクトパス,https://aqutpas.co.jp,〒214-3653 福島県・高湯温泉観光協会は、2,03-3524-2681,,https://aqutpas.co.jp/contact/,,,,,,,,,,,株式会社アクトパス,company_jsonld,exclude,target_service_unconfirmed,,,https://aqutpas.co.jp
80,80,Saleslab Inc.,https://www.saleslab.page,〒305-0031 茨城県つくば市吾妻1,050-5211-8446,,https://www.saleslab.page/contact,,,,,,,,,,,Saleslab Inc,existing_english,exclude,target_service_unconfirmed,,,https://www.saleslab.page
81,81,Embedsocial Japan株式会社,https://embedsocial.jp,〒919-2107 福井県大飯郡おおい町成海1,050-3000-8938,,https://embedsocial.jp/contact/,,,,,,,,,,,Embedsocial Japan株式会社,existing_english,exclude,target_service_unconfirmed,,,https://embedsocial.jp
82,82,株式会社アムル,https://amlab.co.jp,〒340-0808 埼玉県八潮市緑町1,0570-01-7721,,https://amlab.co.jp/contact,,,,,,,,,,,株式会社アムル,existing,exclude,target_service_unconfirmed,,,https://amlab.co.jp
83,83,株式会社アールイーナンバー,https://renumber.co.jp,〒299-3219 千葉県大網白里市南飯塚4,0475-71-3675,,https://renumber.co.jp/contact/,,,,,,,,,,,株式会社アールイーナンバー,existing,exclude,target_service_unconfirmed,,,https://renumber.co.jp
84,84,沖田財産コンサルティング株式会社はこちら,https://okita-office.com,〒332-0012 埼玉県川口市本町4,048-228-2501,,https://okita-office.com/contact/,,,,,,,,,,,株式会社はこちら,existing,exclude,target_service_unconfirmed,,,https://okita-office.com
