_row,company_name,url,address,phone,maps_url,contact_url,message,sent_at,status,error_reason,screenshot_path,provider_used,提案区分,,区分,検出ワード,fit_state,fit_reason,fit_category,fit_evidence,evidence_urls
12,株式会社カンドタカメ,https://www.candotakeme.com,〒446-0058 愛知県安城市三河安城南町1,050-1808-8619,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%AB%E3%83%B3%E3%83%89%E3%82%BF%E3%82%AB%E3%83%A1/data=!4m7!3m6!1s0x600499b066069861:0x37af47e9c782c458!8m2!3d34.9661675!4d137.0601357!16s%2Fg%2F11m6tqynxv!19sChIJYZgGZrCZBGARWMSCx-lHrzc?authuser=0&hl=ja&rclk=1,https://www.candotakeme.com,,,,,,,,,Web制作・クリエイティブ,Webサイト制作 / Web制作 / 映像制作,web,,Web制作会社,Web制作,https://www.candotakeme.com/
13,株式会社スタッフソリューション,https://staffsolution.jp,〒310-0852 茨城県水戸市笠原町1,029-306-8244,https://www.google.com/maps/place/%E3%82%B9%E3%82%BF%E3%83%83%E3%83%95%E3%82%BD%E3%83%AA%E3%83%A5%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3/data=!4m7!3m6!1s0x602224379611a29f:0xc1ee8971ed839023!8m2!3d36.3436689!4d140.4566466!16s%2Fg%2F11c46h0_l1!19sChIJn6IRljckImARI5CD7XGJ7sE?authuser=0&hl=ja&rclk=1,https://staffsolution.jp/contact,,,,,,,,,Web広告・デジタル集客,Web広告 / インターネット広告 / リスティング広告,marketing,,Webマーケティング・広告,リスティング広告 / 広告代理店 / Web広告,https://staffsolution.jp/ | https://staffsolution.jp/service/
14,Gastroduce Japan株式会社,https://gastroduce-japan.co.jp,〒812-0027 福岡県福岡市博多区下川端町１,092-292-3104,https://www.google.com/maps/place/%E9%A3%9F%E5%93%81EC%E7%89%B9%E5%8C%96%E3%82%B5%E3%83%9D%E3%83%BC%E3%83%88-GastroduceJapan%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE/data=!4m7!3m6!1s0x354191efd81fd4b3:0xc49c013df286e6ac!8m2!3d33.5862907!4d130.4177899!16s%2Fg%2F11vjkz2svf!19sChIJs9Qf2O-RQTURrOaG8j0BnMQ?authuser=0&hl=ja&rclk=1,https://gastroduce-japan.co.jp/contact/,,,,,,,,,Web制作・クリエイティブ,ホームページ制作 / Web制作 / LP制作,sns,,SNS運用・SNS広告,SNS運用 / SNS広告,https://gastroduce-japan.co.jp/service/
15,株式会社イノセンス,https://innosence.co.jp,〒921-8062 石川県金沢市新保本4,076-240-2052,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%A4%E3%83%8E%E3%82%BB%E3%83%B3%E3%82%B9/data=!4m7!3m6!1s0x5ff834c2adddf005:0x6a10b61f44605727!8m2!3d36.5586722!4d136.6041675!16s%2Fg%2F1vg_cqd1!19sChIJBfDdrcI0-F8RJ1dgRB-2EGo?authuser=0&hl=ja&rclk=1,https://innosence.co.jp/contact/,,,,,,,,,Web制作・クリエイティブ,Web制作 / 動画制作 / 映像制作,web,,Web制作会社,Web制作,https://innosence.co.jp/
16,株式会社フード・マーケティング,https://food-marketing.jp,名古屋市 名駅３丁目２３−１６,052-433-2516,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%95%E3%83%BC%E3%83%89%E3%83%BB%E3%83%9E%E3%83%BC%E3%82%B1%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0/data=!4m7!3m6!1s0x600377ae18c672a1:0x6bbd9b195a1dec45!8m2!3d35.172403!4d136.8871312!16s%2Fg%2F11rnk35732!19sChIJoXLGGK53A2ARRewdWhmbvWs?authuser=0&hl=ja&rclk=1,https://food-marketing.jp/contact/,,,,,,,,,Web広告・デジタル集客,広告運用,exclude,official_service_unconfirmed,,,
17,株式会社UHB,https://uhbank.co.jp,千葉市 中央３丁目９−９ エレル千葉中央ビル ３階,043-306-5001,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEUHB/data=!4m7!3m6!1s0x602284cb20e2ac25:0xaf956808bff0a656!8m2!3d35.6087251!4d140.1242477!16s%2Fg%2F11c58qzdg7!19sChIJJaziIMuEImARVqbwvwhola8?authuser=0&hl=ja&rclk=1,https://uhbank.co.jp/contact/,,,,,,,,,Web広告・デジタル集客,Webマーケティング / リスティング広告 / Google広告,sns,,SNS運用・SNS広告,SNSアカウント運用 / SNS運用,https://uhbank.co.jp/service/webmarketing/ | https://uhbank.co.jp/service/branding/
18,株式会社ラボーラ・クリエイト,https://lbl-c.com,〒980-0021 宮城県仙台市青葉区中央4,050-6883-9320,,https://lbl-c.com/form/,,,,,,,,,SNS運用・SNS広告,SNS運用代行 / SNS運用,sns,,SNS運用・SNS広告,SNS運用代行 / SNS運用,https://lbl-c.com/service/
19,株式会社レイヤーワークス,https://layerworks.co.jp,〒444-0031 愛知県岡崎市梅園町字山添2,0564-26-0015,https://www.google.com/maps/place/%E3%83%AC%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%AF%E3%83%BC%E3%82%AF%E3%82%B9/data=!4m7!3m6!1s0x6004bd2e9b37db6f:0x751f7b0e3a280110!8m2!3d34.9595689!4d137.1685388!16s%2Fg%2F1v3lpxcf!19sChIJb9s3my69BGAREAEoOg57H3U?authuser=0&hl=ja&rclk=1,https://layerworks.co.jp/inquiry,,,,,,,,,Web制作・クリエイティブ,ホームページ制作,web,,Web制作会社,ホームページ制作,https://layerworks.co.jp/
20,株式会社ARISEARISE,https://www.arise-y.com,〒990-0064 山形県山形市和合町2,023-674-0902,,https://www.arise-y.com/contact,,,,,,,,,Web制作・クリエイティブ,Web制作 / LP制作 / ブランディング,sns,,SNS運用・SNS広告,SNS運用代行 / SNS運用 / SNSマーケティング,https://www.arise-y.com/
21,株式会社オフィスイーアンバー,https://www.e-amber.jp,〒951-8141 新潟県新潟市中央区関新2,050-3718-0315,,https://www.e-amber.jp/contact,,,,,,,,,Web広告・デジタル集客,SEO対策,exclude,official_service_unconfirmed,,,
22,株式会社アイガ,https://aiga.jp,〒450-0003 愛知県名古屋市中村区名駅南1,052-485-4472,,https://aiga.jp/contact/,,,,,,,,,Web広告・デジタル集客,デジタルマーケティング,sns,,SNS運用・SNS広告,SNS運用 / SNS広告運用 / SNS広告,https://aiga.jp/active_support/sns_support/
23,Life SIGN株式会社,https://life-sign.co.jp,〒078-8356 北海道旭川市東光1,080-8011-6197,,https://life-sign.co.jp/?page_id=338,,,,,,,,,SNS運用・SNS広告,SNS運用代行 / SNS運用 / Instagram運用,marketing,,Webマーケティング・広告,Webマーケティング,https://life-sign.co.jp/
24,株式会社THUMB,https://thumbsup-marketing.com,〒921-8815 石川県野々市市本町6,076-220-7799,,https://thumbsup-marketing.com/work/docker-workstylereform/,,,,,,,,,SNS運用・SNS広告,SNS運用 / SNSマーケティング / SNS広告,sns,,SNS運用・SNS広告,SNS運用 / SNSマーケティング / SNS広告運用,https://thumbsup-marketing.com/
25,株式会社 トゥエルブ,https://twelve-edit.jp,〒390-0811 長野県松本市中央1,0263-87-1205,,https://twelve-edit.jp/contact,,,,,,,,,Web制作・クリエイティブ,ホームページ制作,sns,,SNS運用・SNS広告,SNS運用,https://twelve-edit.jp/service
26,株式会社AgentStock,https://www.agentstock.net,〒929-1314 石川県羽咋郡宝達志水町紺屋町ホ3,080-8992-0222,,https://www.agentstock.net/contact/,,,,,,,,,SNS運用・SNS広告,SNS運用代行 / SNS運用 / Instagram運用,sns,,SNS運用・SNS広告,SNS運用代行 / SNS運用 / Instagram運用代行,https://www.agentstock.net/ | https://www.agentstock.net/service/
27,株式会社EIGHTS,https://eightsmarketing.com,〒950-0917 新潟県新潟市中央区天神1,080-1234-5678,,https://eightsmarketing.com/contact,,,,,,,,,SNS運用・SNS広告,SNS運用 / SNSマーケティング / SNS広告,sns,,SNS運用・SNS広告,SNSマーケティング / SNS運用 / SNS広告,https://eightsmarketing.com/
28,株式会社りみぽ,https://kanazawa-rimipo.com,〒923-1211 石川県能美市旭台2,,,https://kanazawa-rimipo.com/contact/,,,,,,,,,SNS運用・SNS広告,SNS運用代行 / SNS運用 / SNSマーケティング,sns,,SNS運用・SNS広告,SNS運用代行 / SNS運用 / SNSマーケティング,https://kanazawa-rimipo.com/services/snsoperation/ | https://kanazawa-rimipo.com/services/
29,株式会社Revive,https://www.reviveinc.jp,〒060-0061 北海道札幌市中央区南1,011-252-9743,,https://www.reviveinc.jp/contact,,,,,,,,,Web広告・デジタル集客,Webマーケティング / デジタルマーケティング,marketing,,Webマーケティング・広告,デジタルマーケティング / マーケティング支援 / Webマーケティング,https://www.reviveinc.jp/
30,株式会社mood,https://www.mood-inc.jp,〒181-0012 東京都中野区大和町1,090-6955-2752,,https://www.mood-inc.jp/blank-4,,,,,,,,,SNS運用・SNS広告,TikTok運用,sns,,SNS運用・SNS広告,TikTok運用代行 / TikTok運用,https://www.mood-inc.jp/
31,株式会社AandI,https://8-aandi-8.co.jp,〒651-0087 兵庫県神戸市中央区御幸通４,090-3716-8753,,https://8-aandi-8.co.jp/contact/,,,,,,,,,SNS運用・SNS広告,SNSマーケティング / TikTok運用,sns,,SNS運用・SNS広告,SNSマーケティング / TikTok運用代行 / TikTok運用,https://8-aandi-8.co.jp/
32,有限会社レディバグ,https://ladybug8.jp,〒231-0032 神奈川県横浜市中区不老町1,,https://www.google.com/maps/place/%E6%9C%89%E9%99%90%E4%BC%9A%E7%A4%BE%E3%83%AC%E3%83%87%E3%82%A3%E3%83%90%E3%82%B0%E3%80%90%E3%82%B0%E3%83%A9%E3%83%95%E3%82%A3%E3%83%83%E3%82%AF%EF%BC%86%E3%83%96%E3%83%A9%E3%83%B3%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%B3%E3%83%B3%E3%82%B5%E3%83%AB%E3%82%BF%E3%83%B3%E3%83%88%E3%80%91/data=!4m7!3m6!1s0x60185d9ca81b85fb:0xee80a98bf645b886!8m2!3d35.4384862!4d139.6444777!16s%2Fg%2F11yr4h4l35!19sChIJ-4UbqJxdGGARhrhF9oupgO4?authuser=0&hl=ja&rclk=1,https://ladybug8.jp/contact/,,,,,,,,,Web制作・クリエイティブ,Webサイト制作 / ブランディング,sns,,SNS運用・SNS広告,SNS運用,https://ladybug8.jp/service/
33,株式会社ラッシュビズ,https://rushbiz.co.jp,〒984-0073 宮城県仙台市若林区荒町8,022-796-4625,,https://rushbiz.co.jp/contact,,,,,,,,,Web制作・クリエイティブ,Webサイト制作 / クリエイティブ制作,sns,,SNS運用・SNS広告,SNS運用 / LINE公式アカウント運用 / SNS運用代行,https://rushbiz.co.jp/service | https://rushbiz.co.jp/
34,株式会社シロカラ,https://shirokara.co.jp,〒950-0922 新潟県新潟市中央区山二ツ3,,,https://shirokara.co.jp/seo-contact,,,,,,,,,SNS運用・SNS広告,SNS運用代行 / SNS運用 / Instagram運用,sns,,SNS運用・SNS広告,SNS運用 / Instagram運用代行 / Instagram運用,https://shirokara.co.jp/instagram-daikou/
35,株式会社モノモード,https://monomode.co.jp,〒001-0020 北海道札幌市北区北2,011-788-7797,,https://monomode.co.jp/contact,,,,,,,,,Web広告・デジタル集客,Webマーケティング / デジタルマーケティング / インターネット広告,sns,,SNS運用・SNS広告,SNS運用支援 / SNS運用 / SNS広告,https://monomode.co.jp/digitalagency/sns_lp | https://monomode.co.jp/digitalagency
36,株式会社 REACTOR,https://reactor.jp,〒060-0005 北海道札幌市中央区北5,011-676-7877,,https://reactor.jp/contact/,,,,,,,,,Web制作・クリエイティブ,動画制作,exclude,official_service_unconfirmed,,,
37,株式会社Maneql,https://linestep.jp,〒105-0022 東京都港区海岸1,,,https://linestep.jp/contact/,,,,,,,,,SNS運用・SNS広告,SNSマーケティング,exclude,official_service_unconfirmed,,,
38,株式会社ミューテーション,https://www.mutation-inc.co.jp,〒930-0006 富山県富山市総曲輪4,,,https://www.mutation-inc.co.jp#CONTACT,,,,,,,,,SNS運用・SNS広告,SNS運用代行 / SNS運用 / SNSマーケティング,exclude,official_service_unconfirmed,,,
39,株式会社エイチ・エル・シー,https://humanlink.biz,〒320-0026 栃木県宇都宮市馬場通り1,028-666-7850,,https://humanlink.biz/contact/,,,,,,,,,Web制作・クリエイティブ,動画制作 / 映像制作 / ブランディング,sns,,SNS運用・SNS広告,SNS広告運用 / SNS広告,https://humanlink.biz/sns/
40,株式会社クイック福岡,https://quickfukuoka.com,〒100-6017 東京都千代田区霞が関3,092-751-9193,https://www.google.com/maps/place/%28%E6%A0%AA%29%E3%82%AF%E3%82%A4%E3%83%83%E3%82%AF%E7%A6%8F%E5%B2%A1+%E4%B9%85%E7%95%99%E7%B1%B3%E3%82%AA%E3%83%95%E3%82%A3%E3%82%B9/data=!4m7!3m6!1s0x3541a5409de8169f:0xd801522bfb04778c!8m2!3d33.312162!4d130.5223654!16s%2Fg%2F11pzwwhv31!19sChIJnxbonUClQTURjHcE-ytSAdg?authuser=0&hl=ja&rclk=1,https://quickfukuoka.com/contact/,,,,,,,,,Web制作・クリエイティブ,LP制作 / ブランディング,sns,,SNS運用・SNS広告,Instagram運用代行 / Instagram運用 / SNS運用,https://quickfukuoka.com/service-web-management/
41,株式会社エターナル,http://eternal-inc.jp,〒980-0013 宮城県仙台市青葉区花京院2,080-1674-4079,,http://eternal-inc.jp/work/work_l/,,,,,,,,,Web広告・デジタル集客,Webマーケティング / デジタルマーケティング / Web広告,sns,,SNS運用・SNS広告,SNS運用代行 / SNS運用,http://eternal-inc.jp/service/
42,株式会社オンエモーション,https://on-emotion.com,〒980-0821 宮城県仙台市青葉区春日町1,022-797-0475,,https://on-emotion.com/contact/,,,,,,,,,Web制作・クリエイティブ,ウェブサイト制作 / ウェブ制作,web,,Web制作会社,ウェブサイト制作 / ウェブ制作 / ホームページ作成,https://on-emotion.com/service/ | https://on-emotion.com/
43,株式会社 SEEK,https://www.seek-net.jp,〒060-0063 北海道札幌市中央区南3,,,https://www.seek-net.jp/blank,,,,,,,,,Web広告・デジタル集客,デジタルマーケティング / 広告運用,marketing,,Webマーケティング・広告,デジタルマーケティング / マーケティング支援,https://www.seek-net.jp/
44,合同会社ディーパス,https://d-pass.jp,〒143-0016 東京都大田区大森北２,,,https://d-pass.jp/contact/,,,,,,,,,Web制作・クリエイティブ,Webサイト制作 / ブランディング / クリエイティブ制作,sns,,SNS運用・SNS広告,SNS運用代行 / SNS運用,https://d-pass.jp/service/
45,株式会社ウェッピー,https://weppy.design,〒260-0013 千葉県千葉市中央区中央２,,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%A6%E3%82%A7%E3%83%83%E3%83%94%E3%83%BC/data=!4m7!3m6!1s0x602283b1e3b01bd1:0x1bfc27d6d1e89473!8m2!3d35.6097033!4d140.1219481!16s%2Fg%2F11vqhprwcx!19sChIJ0Ruw47GDImARc5To0dYn_Bs?authuser=0&hl=ja&rclk=1,https://weppy.design/contactus/,,,,,,,,,Web制作・クリエイティブ,ホームページ制作 / Webサイト制作 / ウェブサイト制作,web,,Web制作会社,ホームページ制作 / ウェブサイト制作 / Web制作,https://weppy.design/service/website-ecsite-blogsite-creative/ | https://weppy.design/service/
46,株式会社Anyglo,https://anyglo.co.jp,〒107-0061 東京都港区北青山2,03-6277-8611,,https://anyglo.co.jp/contact/,,,,,,,,,SNS運用・SNS広告,SNSマーケティング,sns,,SNS運用・SNS広告,SNSマーケティング,https://anyglo.co.jp/service/
47,WEBブランド戦略Arts株式会社,https://arts-web.co.jp,〒450-0003 愛知県名古屋市中村区名駅4,052-589-7031,,https://arts-web.co.jp,,,,,,,,,店舗・業種特化マーケティング,集客支援 / マーケティング支援,sns,,SNS運用・SNS広告,Instagram運用代行 / Instagram運用,https://arts-web.co.jp/service/instagram_jichitai_support/
48,shijimi株式会社,https://shijimi.site,〒003-0022 北海道札幌市白石区南郷通8,,,https://shijimi.site/#contact,,,,,,,,,Web制作・クリエイティブ,ホームページ制作 / 映像制作,exclude,official_service_unconfirmed,,,
49,SATORI株式会社,https://www.marketing-unit.jp,〒150-0001 東京都渋谷区神宮前6,,,https://www.marketing-unit.jp/contact/online/,,,,,,,,,Web広告・デジタル集客,Webマーケティング / リスティング広告 / SEO対策,sns,,SNS運用・SNS広告,SNS運用支援 / SNS運用,https://www.marketing-unit.jp/accompaniment/sns-operation-support/
50,株式会社DEEM,https://deem.co.jp,〒150-0001 東京都渋谷区神宮前6,,,https://deem.co.jp/contact-3/,,,,,,,,,SNS運用・SNS広告,SNS運用 / Instagram運用 / TikTok運用,sns,,SNS運用・SNS広告,SNS運用支援 / SNS運用 / Instagram運用代行,https://deem.co.jp/service/
51,株式会社アビリブベトナム,https://www.abilive.vn,〒150-0041 東京都渋谷区神南1,03-5990-4855,,https://www.abilive.vn/contact/,,,,,,,,,Web広告・デジタル集客,Webマーケティング / Web広告 / 広告運用,sns,,SNS運用・SNS広告,SNS運用代行 / SNS運用 / SNSマーケティング,https://www.abilive.vn/service/webmarketing/ | https://www.abilive.vn/service/
52,株式会社 GACO,https://www.gaco.jp,〒107-0062 東京都港区南青山3,,,https://www.gaco.jp/contact,,,,,,,,,SNS運用・SNS広告,SNS運用代行 / SNS運用 / SNSマーケティング,sns,,SNS運用・SNS広告,SNS運用代行 / SNS運用,https://www.gaco.jp/service/service2
53,株式会社ワールドチェンジアナリシス,https://wca11.net,〒140-0001 東京都品川区北品川1,0120-933-694,,https://wca11.net/contact-2/,,,,,,,,,Web制作・クリエイティブ,ホームページ制作 / Webサイト制作 / Web制作,sns,,SNS運用・SNS広告,SNS運用代行 / SNS運用 / Instagram運用代行,https://wca11.net/website/
54,有限会社ライターハウス,https://writerhouse.jp,〒920-0061 石川県金沢市問屋町2,076-237-5676,,https://writerhouse.jp/contact/,,,,,,,,,Web制作・クリエイティブ,ウェブ制作,web,,Web制作会社,ウェブ制作 / ウェブサイト制作 / LP制作,https://writerhouse.jp/service-anniversary/ | https://writerhouse.jp/service-institute/
55,東通インテグレート株式会社,https://www.totsug.co.jp,〒141-0031 東京都品川区西五反田1,03-5436-7265,,https://www.totsug.co.jp/contact/,,,,,,,,,Web広告・デジタル集客,Web広告 / リスティング広告 / SEO対策,exclude,official_service_unconfirmed,,,
56,株式会社 NEXT,https://nextfuture2016.com,〒411-0917 静岡県駿東郡清水町徳倉1,050-3690-3715,,https://nextfuture2016.com/contact/,,,,,,,,,Web制作・クリエイティブ,ホームページ制作 / Web制作 / LP制作,sns,,SNS運用・SNS広告,SNS運用代行 / SNS運用 / SNS広告運用,https://nextfuture2016.com/service/ec/ | https://nextfuture2016.com/service/sns-marketing/
57,株式会社アイ・ステップ,https://www.istepkanazawa.co.jp,〒921-8006 石川県金沢市進和町1,076-292-2157,,https://www.istepkanazawa.co.jp/lightning-ja/contact/,,,,,,,,,SNS運用・SNS広告,SNS運用代行 / SNS運用,sns,,SNS運用・SNS広告,SNS運用代行 / SNS運用,https://www.istepkanazawa.co.jp/service/
58,株式会社できるくん,https://utill.co.jp,〒160-0022 東京都新宿区新宿1,,,https://utill.co.jp/contact/,,,,,,,,,Web制作・クリエイティブ,ホームページ制作 / Web制作,web,,Web制作会社,Web制作 / ホームページ制作,https://utill.co.jp/service/
59,株式会社アド・プランニング,https://adopura.com,〒399-4431 長野県伊那市西春近5,0265-76-5141,,https://adopura.com/contact_business/,,,,,,,,,Web制作・クリエイティブ,ホームページ制作 / Web制作 / LP制作,web,,Web制作会社,ホームページ制作 / Web制作 / LP制作,https://adopura.com/service/
60,株式会社D2C,https://www.d2cr.co.jp,〒105-7314 東京都港区東新橋1,,,https://www.d2cr.co.jp/contact/,,,,,,,,,Web広告・デジタル集客,デジタルマーケティング / Web広告 / リスティング広告,sns,,SNS運用・SNS広告,SNS広告運用 / SNS広告 / Instagram広告運用,https://www.d2cr.co.jp/servicetop
